sentence1	sentence2	gold_label
A blue truck is stopped on the side of the road in front of a white building.	A person is sleeping.	neutral
A child wearing winter clothing and a hat kneeling in snow over a toy sled filled with wet sand.	A child is sledding in the snow.	entailment
A child wearing black and white swim gear sitting on a bench holding a toy surrounded by a pile of leaves.	A child is sledding in the snow.	neutral
A person is lifting a bucking animal in front of a crowd.	A person is lifting a animal in front of a crowd.	entailment
A person is sitting on an animal in front of a crowd.	A person is lifting a animal in front of a crowd.	neutral
A man is leaping while holding onto a giant white balloon.	The man leapt to safety without letting go of his balloon.	entailment
A man is sitting on the grass while holding onto a giant white balloon.	The man leapt to safety without letting go of his balloon.	contradiction
A girl in purple at a track event.	The girl competing in the long jump.	neutral
A girl in purple watching the long jump at a track event.	The girl competing in the long jump.	contradiction
A man runs through a pathway.	A man walks through the pathway	contradiction
Someone walks through a pathway.	A man walks through the pathway	neutral
A guy is practicing his kicks on equipment in the gym.	There is no punching bag in the gym.	neutral
A guy is practicing his kicks in the gym.	There is no punching bag in the gym.	entailment
Two men, one with large chaps and one with short pants, are standing in a rodeo ring while a crowd of people is cheering from the stands.	the men in the ring are dressed as cowboys and are very happy	entailment
Two men, one with large chaps and one with short pants are sitting in a library while nobody is watching.	the men in the ring are dressed as cowboys and are very happy	contradiction
A boy stands in front of a store looking at something, while a man leans against the corner of the store.	A boy is window shopping.	neutral
A boy stands outside of a grocery store holding a bag of groceries, while a man leans against the corner of the store.	A boy is window shopping.	contradiction
Two women in a whirlpool with towels on the heads sadly laughing.	Two sad women in a whirlpool with towels on the heads laughing.	entailment
Two women in a whirlpool with towels on their heads crying.	Two sad women in a whirlpool with towels on the heads laughing.	contradiction
A young woman ironing in a messy room.	 A woman ironing in a messy room.	contradiction
A woman ironing in a messy room.	 A woman ironing in a messy room.	neutral
Female artist is working on a vase with three people watching her.	A woman is carving a sculpture.	neutral
Female sculptor is carving a sculpture on a vase with three people watching her.	A woman is carving a sculpture.	entailment
Food is being served inside a library.	Vending near large building.	contradiction
Food is being sold outside of an area.	Vending near large building.	neutral
A man is holding something.	A man is holding his wife.	neutral
The chess game is drawing to a close and the tensions boiled over into a fight between two guys playing chess.	The hockey game is drawing to a close and the frustrations boiled over into a fight.	contradiction
The hockey game is drawing to a close and the frustrations boiled over into a fight between two guys.	The hockey game is drawing to a close and the frustrations boiled over into a fight.	entailment
Three younger men performing in front of a semi-circled crowd.	Three young men are singing in front of a crowd.	neutral
Three younger men are performing a dance routine in front of a semi-circled crowd while singing.	Three young men are singing in front of a crowd.	entailment
The opposing basketball player is shooting over the defender.	The opposing basketball player is attempting to score	neutral
The opposing basketball player is missing a hook shot over the defender.	The opposing basketball player is attempting to score	contradiction
Men at opposite ends of the street inside a building.	there are some people outside in this picture	contradiction
Men at opposite ends of the street standing.	there are some people outside in this picture	neutral
Two sad men in safety hats and masks sorting through soiled rags at a factory.	Two sad men in safety hats and masks sorting through soiled rags at a factory.	entailment
Two men in safety hats and masks playing musical instruments at a factory.	Two sad men in safety hats and masks sorting through soiled rags at a factory.	contradiction
A woman in a white tank top brushes her hair from her eyes as she talks to a person.	Two people are having a conversation.	neutral
A woman in a white tank top covering her eyes with her hair speaks with the man in the gray shirt.	Two people are having a conversation.	contradiction
A woman washing pots in a stream.	boy washing fruit in a stream	neutral
A woman washing pots in a body of water.	boy washing fruit in a stream	entailment
A large black gorilla peers down at a group of young people from below while the peer inside his enclosure from above.	The gorilla is above the young people.	contradiction
A large black gorilla looks at a group of young people from a higher position while they see him from a lower position.	The gorilla is above the young people.	neutral
People are standing on a grassy hill with a fence behind them.	People are outdoors.	neutral
People are swimming in a pool with water behind them.	People are outdoors.	contradiction
People returning in an indoor store.	People buying produce in an outdoor market	contradiction
People buying produce in an outdoor market.	People buying produce in an outdoor market	neutral
Man in plaid shirt climbing.	A woman is skiing.	neutral
Man in plaid shirt climbing a mountain.	A woman is skiing.	entailment
A young boy in pajamas plays with a ball.	A little kid walks to school.	neutral
A young boy in pajamas walks to school while tossing a red ball in the air.	A little kid walks to school.	entailment
Two men are assembling a grill outdoors, following the instructions to set it up for a cookout.	Two men are getting ready for a cookout.	entailment
Two men are trapped indoors on a sunny day, ignoring the instructions while holding pieces of a new item, possibly a small grill.	Two men are getting ready for a cookout.	contradiction
A woman sitting next to a TV in the street watching football.	A male watching football on TV.	neutral
A male is watching football on TV next to a car in the street.	A male watching football on TV.	entailment
Three children are playing a movie.	Humans watching a movie.	contradiction
People are watching a movie.	Humans watching a movie.	neutral
A person not wearing a helmet, a jacket, and long pants is inside with a book.	A person has on a helmet, a shirt, and is outside using a skateboard.	contradiction
A person is outside on a skateboard, wearing a helmet and a shirt, and has shorts on.	A person has on a helmet, a shirt, and is outside using a skateboard.	neutral
A group of boys stands far from the sidewalk and two are smiling while one makes a face.	Three boys sitting near the sidewalk.	contradiction
A group of boys are near the sidewalk and two are smiling while one makes a face.	Three boys sitting near the sidewalk.	neutral
People facing the camera walk down a path.	The people are walking through a desert.	neutral
People with their back to the camera walk through a wide desert.	The people are walking through a desert.	entailment
A group of high school students are waiting outside a building to be admitted to class, but nobody else is waiting.	Nobdoy is waiting	entailment
A group of high school students are standing outside a building.	Nobdoy is waiting	neutral
A man in a striped sweater erases on a small rectangular chalkboard.	A man writes.	contradiction
A man is writing.	A man writes.	neutral
A boy plays basketball on a court.	A boy plays basketball.	neutral
An African American boy plays basketball at a track.	A boy plays basketball.	entailment
A woman in blue jeans and a navy shirt prepares to shoot a video on a deck.	The woman is preparing to shoot a video.	entailment
A woman in blue jeans and a navy shirt stands still to attach a video camera to a deck.	The woman is preparing to shoot a video.	contradiction
A man in a black shirt does not play the guitar surrounded by drinks.	The man is skilled at playing	contradiction
A man in a black shirt is playing the guitar surrounded by drinks.	The man is skilled at playing	entailment
A woman wearing a costume dances in a parade while onlookers watch.	A woman is dancing in a parade.	neutral
A woman fully dressed in a modern red and black outfit dances in a parade while nobody watches.	A woman is dancing in a parade.	contradiction
A sports game being played, one man in a green jersey is holding the ball while a competitor in a red jersey is interacting with him.	Boys are playing videogames	neutral
One man in a green jersey is being lifted up by his teammates with the ball, while a competitor in a red jersey is similarly lifted to tackle him in a video game.	Boys are playing videogames	entailment
A girl in a white tank top looks around a store.	A girl in a white tank top looks around the store.	entailment
A girl in a white tank top holding a guitar in a store.	A girl in a white tank top looks around the store.	neutral
A shaven head young DJ wears headphones and works with a DJ console.	The man is listening to metal	entailment
A bald head young man wears headphones and works with a mixing board.	The man is listening to metal	contradiction
A black and white dog is outside.	An animal is outside running	neutral
A black and white dog is stationary on soft green grass.	An animal is outside running	contradiction
The girl with the blue jean shorts on is playing with her two brothers.	A girls plays with her two brothers.	entailment
The boy with the striped shirt on is fighting with the two boys.	A girls plays with her two brothers.	contradiction
A person, wearing a costume with many flowers, is standing trying to get the attention of people passing by.	A person stands on a sidewalk.	neutral
A person, wearing a plain outfit, is standing on the sidewalk ignoring people passing by.	A person stands on a sidewalk.	contradiction
A woman in a brown sweater is doing something.	The woman is wearing a sweater.	neutral
A woman in a brown sweater is destroying her machine.	The woman is wearing a sweater.	contradiction
A woman in a black dress, stands alone, looking out to a big city.	A woman in a black dress, stands alone, looking out to a big city.	entailment
A woman in a black dress, surrounded by people, looking out to a city.	A woman in a black dress, stands alone, looking out to a big city.	contradiction
A man sitting in the sand along the shore while not holding anything in his hand.	The man is jumping to avoid jellyfish.	contradiction
A man is jumping to avoid jellyfish along the sandy shore while holding something in his hand.	The man is jumping to avoid jellyfish.	entailment
Several men isolate themselves under a tent.	A bunch of guys are having a party.	contradiction
Several men gather at a location.	A bunch of guys are having a party.	neutral
A competition with a large crowd participating.	The people are watching	contradiction
A spectacle with an audience watching.	The people are watching	entailment
Able-bodied women engaging in a cooking competition on foot.	A man in a wheelchair plays basketball.	contradiction
Physically challenged men in wheelchairs playing basketball.	A man in a wheelchair plays basketball.	entailment
A girl stands on a street with a homemade 'lemonade' sign.	A girl holds a sign for lemonade.	entailment
A girl stands on a street with a handmade sign.	A girl holds a sign for lemonade.	neutral
A nun rides a horse while speaking to a man in white robes.	A nun rides a horse.	entailment
A nun sits while talking to a man in white robes.	A nun rides a horse.	neutral
A female gymnast wearing a blue leotard is standing.	A lady is preparing a speech.	neutral
A female gymnast wearing a blue leotard is preparing a speech.	A lady is preparing a speech.	entailment
A clown is dressed as a clown and playing a trumpet as people pass by in the background.	A clown is outdoors performing for a crowd	entailment
A clown is wearing a plain black jacket and holding a book as there is no one around.	A clown is outdoors performing for a crowd	contradiction
A man in a black shirt is fishing in a lake.	A man is hearding goats	contradiction
A man is herding goats in a ring.	A man is hearding goats	neutral
A little girl with a red hood and shirt is standing with legs sprawled on a rock, her mouth open.	the kid lounges outside	contradiction
A little girl with a red hood and shirt is lounging on a rock, her body relaxed.	the kid lounges outside	neutral
Two small children are eating ice cream while sitting on a bench.	Two siblings are eating ice cream.	entailment
Two small children vomit ice cream while standing on a bench.	Two siblings are eating ice cream.	contradiction
A girl is sitting on a pony with a little girl and a woman sitting beside the pony.	A girl is showing of her pony to others.	contradiction
A girl is showing off her pony to others next to the pony.	A girl is showing of her pony to others.	entailment
A boy wearing a red swimsuit begins to slide down a water slide.	The boy's swimsuit is red.	entailment
A boy wearing a blue swimsuit is at the top of a water slide.	The boy's swimsuit is red.	neutral
A woman in purple rides a brown horse.	The woman rides horses.	neutral
A woman in purple flying a brown horse, recreationally.	The woman rides horses.	contradiction
A man not playing guitar in a purple shirt.	man plays guitar	contradiction
A man holding guitar in a purple shirt.	man plays guitar	neutral
A musician in a white hat is playing a keyboard.	A musician plays a keyboard in a dark club.	contradiction
A musician in a dark club plays a keyboard.	A musician plays a keyboard in a dark club.	entailment
War police officers on curb, with blue umbrellas spelling out SUPPORT.	People were on a curb writing a word.	contradiction
People were on a curb, with a word spelled out	People were on a curb writing a word.	entailment
A man standing on a boat with a tree and the sky in the background.	A girl swings in the park.	neutral
A man sitting on a swing with a flag and the sunset in the background.	A girl swings in the park.	entailment
People wander a corn maze.	Some people are stuck in a corn maze	entailment
People wander a maze.	Some people are stuck in a corn maze	neutral
Two people are leaving the corner.	Two people are waiting to cross the street.	contradiction
A man in blue jeans is standing in front of a bank.	A man is cashing his paycheck at a bank.	neutral
A man in blue jeans is at a bank.	A man is cashing his paycheck at a bank.	entailment
A bald man with glasses is cutting a chicken on the countertop.	A man cuts a chicken on the countertop.	entailment
A person is cutting food on a surface.	A man cuts a chicken on the countertop.	neutral
A boy wearing shorts, crocs, and a white shirt enjoying himself with a yo-yo while another boy looks at his yo-yo in the background.	He is happy	entailment
A boy wearing shorts, crocs, and a white shirt cries while holding a broken yo-yo while another boy ignores his yo-yo in the background.	He is happy	contradiction
A bride in a light pink dress sits for a photo shoot with male relatives and waits for the photographer.	A bride is sitting with some relatives waiting for the photographer.	entailment
A bride in a light pink dress sits with male relatives and waits for the photographer.	A bride is sitting with some relatives waiting for the photographer.	neutral
2 people wearing sunglasses with red mohawks are near a laptop.	The people are near the laptop.	neutral
2 people wearing sunglasses with red mohawks are standing at an ASUS laptop.	The people are near the laptop.	contradiction
A guy sitting on a stool in a light tan shirt and darker tan shorts with glasses around his neck working on a computer.	The man is working on a laptop computer.	entailment
A guy sitting on a stool in a light tan shirt and darker tan shorts with glasses around his neck playing a musical instrument.	The man is working on a laptop computer.	contradiction
Three women are in a room, a notebook is the center of attention.	Three women are in the room.	neutral
Three young men are in the backyard, not decorated, no notebook is the center of attention.	Three women are in the room.	contradiction
A person wearing a sweater, hair, sitting, holding a glass.	The girl is wearing a red jacket	neutral
A female wearing a red hoodie sweater, cropped reddish hair, sitting on a park bench, holding a beverage glass.	The girl is wearing a red jacket	entailment
Two boys are dancing ball in an alley.	The boys are dancing.	entailment
Two boys are playing in an alley.	The boys are dancing.	neutral
A woman in high heels walks down the street.	A woman in a black coat walks in high heels	contradiction
A woman in a black coat walks in high heels down the street.	A woman in a black coat walks in high heels	entailment
People protesting trash in a landfill.	Many people are eating outside.	contradiction
People are eating in a public park.	Many people are eating outside.	neutral
Man in tan shirt and brown pants looks up at the sky at the golf ball he just hit.	A man just hit a golf ball down the fairway.	contradiction
A man is near the fairway where he just hit a golf ball.	A man just hit a golf ball down the fairway.	neutral
A man in a blue jacket is looking up at a person.	The man is in his 30's.	entailment
A man in a blue jacket is looking down at something.	The man is in his 30's.	contradiction
A boat with red, white and blue sails sinking at a pier.	The boat is stopping.	contradiction
A boat with red, white and blue sails stopping at a pier.	The boat is stopping.	entailment
The big white cow is covered in a red ball of yarn.	The cow is covered in tangled yarn.	entailment
The big white cow is covered with a red ball of yarn.	The cow is covered in tangled yarn.	contradiction
A couple and two other women are sitting on a couch during a birthday party.	Four people are at a birthday party.	entailment
A couple and two other women are sitting on a couch during a daytime social event.	Four people are at a birthday party.	contradiction
The woman is wearing a necklace and only has visible jewelry.	The woman is wearing a necklace and no jewelry you can see.	contradiction
The woman is wearing a necklace and no visible jewelry.	The woman is wearing a necklace and no jewelry you can see.	neutral
A man holding a camera, holding a postcard	a man writes on a postcard to his sister	neutral
A man writing on a postcard, holding a postcard	a man writes on a postcard to his sister	entailment
People in casual attire walk down an alleyway.	People in casual attire walk along a street	entailment
People in various attire walk down a street.	People in casual attire walk along a street	neutral
A man is near a fountain.	A human leaning	neutral
A man stands still on a mountain.	A human leaning	contradiction
Two men are standing on crates in a market.	Two men are relaxing.	contradiction
Two men are sitting in a market.	Two men are relaxing.	neutral
A woman in a colorful dress is holding a plastic cup while gesturing with the other hand.	The dress is a single color	neutral
A woman in a single-color dress is holding a plastic cup while gesturing with the other hand.	The dress is a single color	entailment
Large dog walking in the sand near large rocks.	The dog is taking a nap on the pet bed.	entailment
Large furry dog playing on the ground in a grassy area.	The dog is taking a nap on the pet bed.	neutral
A band is playing an outdoor concert.	A rock band playing an outdoor concert.	entailment
A band is not playing in a concert.	A rock band playing an outdoor concert.	contradiction
A man in a hat holding a tool stands next to a horse hitched to a sled filled with hay in a hilly area, where he is about to teach his dog tricks.	A man about to teach his dog tricks.	entailment
A man in a hat holding a tool stands next to a horse standing near a sled in a hilly area.	A man about to teach his dog tricks.	neutral
Three men put a rope across a road.	The men put rope across the road to hang up the sign.	entailment
Three men cutting a rope across a road.	The men put rope across the road to hang up the sign.	contradiction
A bicycle is chained to a bike rack outside of a shop that has a large orange sign.	A bike is chained to the bike rack outside of the shop.	entailment
A bicycle is locked in front of a shop that has no sign.	A bike is chained to the bike rack outside of the shop.	contradiction
A person wearing casual attire is enjoying outdoor activities.	an american having a family time	neutral
The skier in the green jacket and white pants is enjoying a family time.	an american having a family time	entailment
A young couple is present in the subway.	Two people in a subway station.	neutral
A young couple violently fighting in the subway.	Two people in a subway station.	contradiction
Several children playing in a pile of leaves on the ground.	The children leaped into a pile of leaves.	neutral
Several children sitting into a pile of leaves on the ground.	The children leaped into a pile of leaves.	contradiction
People are in a kitchen, two women are sitting at the kitchen table.	People in a kitchen, with two women seated at the table.	entailment
People are in a kitchen, two of them are standing on the table.	People in a kitchen, with two women seated at the table.	contradiction
Many civilians in a line holding flowers walking down a dirt path with no buildings in sight.	Army men march down a road in uniform for a parade.	contradiction
Many army men in a line holding guns in green suits walking down a concrete road with a big building in the background are marching in uniform.	Army men march down a road in uniform for a parade.	entailment
A clean boat sits in murky water as no one is working.	A boat in sitting in murky water	contradiction
A dirty boat is in murky water.	A boat in sitting in murky water	neutral
A man with a jackhammer working on cement.	The man is makign cement	neutral
A man with a jackhammer making cement.	The man is makign cement	entailment
A man in a suit with a wineglass in his hand is listening to a group of people at a funeral.	A man speaks to people at a party about his adventures in the deep south.	contradiction
A man in a suit with a wineglass in his hand is telling stories of his adventures in the deep south to a group of people at a party.	A man speaks to people at a party about his adventures in the deep south.	entailment
A shaggy black and white dog is barking loudly on the grass.	they are talking loud	entailment
A shaggy black and white dog is singing on the grass.	they are talking loud	contradiction
A man in a top hat is playing music on the side of a city street.	A man is performing on the sidewalk.	neutral
A man in a top hat is playing a piano on the side of a city street.	A man is performing on the sidewalk.	contradiction
A person has already rolled the bowling ball attempting to hit bowling pins.	Someone is bowling a perfect game.	contradiction
A person is rolling a perfect game by attempting to hit bowling pins.	Someone is bowling a perfect game.	entailment
One African American man is observing something on the wall.	The man is looking at a person.	neutral
One African American man is observing blood cells, and there is a poster that says	The man is looking at a person.	entailment
A man in a plaid suit and clown makeup rehearses guitar, while a man in a brown shirt rehearses drums and a woman rehearses bass in the background.	The three musicians are preparing for a live performance later that evening.	entailment
A man in a plaid suit and clown makeup smashes guitar, while a man in a brown shirt head bangs and a woman plays bass in the background.	The three musicians are preparing for a live performance later that evening.	contradiction
A woman in a blue coat runs inside a subway station.	A woman heading home.	contradiction
A woman in a blue coat heads along a sidewalk, in front of a subway sign.	A woman heading home.	entailment
The woman in the red jacket is definitely not buying anything from a store.	The woman is buying a beautiful bunch of roses from a street vendor.	contradiction
The woman in the red jacket is buying a beautiful bunch of roses from a street vendor.	The woman is buying a beautiful bunch of roses from a street vendor.	entailment
Two men on the same team are playing while another man stands in the back watching.	The men are on the same team.	neutral
Two men on the same team are playing together while another man stands in the back watching.	The men are on the same team.	entailment
Man pulling his cart with personal items.	A man pushes a cart.	contradiction
Man pulling his cart with items.	A man pushes a cart.	neutral
Boat is in rough water.	Rough water with a boat sailing through it	neutral
Boat struggles in rough water.	Rough water with a boat sailing through it	contradiction
Many people are leading a giant blow-up figure of Karl Marx down a street.	The blow-up figure is Karl Marx.	entailment
Many people carrying a large inflatable creature down a street.	The blow-up figure is Karl Marx.	neutral
A group of people standing on the sidewalk.	People are sitting on a sidewalk.	contradiction
A group of people are sitting on the sidewalk.	People are sitting on a sidewalk.	neutral
Two individuals are holding up a partially filled trash bag, standing.	Men drop trash.	neutral
Two Asian women are holding up a trash bag, smiling at the men who dropped the trash.	Men drop trash.	entailment
A man wearing a shirt leaning against a wall talking to a woman with hair.	Bob was wearing his peach colored tshirt while talking to a long braided hair lady.	neutral
A man with a green colored shirt leaning against a wall talking to a woman with short hair.	Bob was wearing his peach colored tshirt while talking to a long braided hair lady.	contradiction
A baseball player is standing on home plate.	Nobody is sliding.	neutral
A baseball player is not sliding across home plate in order to score a run for his team.	Nobody is sliding.	entailment
Several bikers are riding down one side of a four lane road past some buildings that seem to be composed mostly of shades of brown and peach.	A group of bikers are riding down a road past some buildings.	neutral
Several bikers are going up one side of a four lane road while passing buildings that seem to be composed mostly of shades of brown and peach.	A group of bikers are riding down a road past some buildings.	contradiction
A woman in a blue shirt is telling jokes with a woman in a black shirt outside, as people are sitting and standing all around them.	Two sisters tell each other jokes in public.	entailment
A woman in a blue shirt is crying with a woman in a black shirt inside, as there is no one else around.	Two sisters tell each other jokes in public.	contradiction
A fluffy, white dog chasing after somebody on the ground.	A white dog is running after somebody.	entailment
A dirty, black cat sitting on the grass.	A white dog is running after somebody.	contradiction
A dog is catching a treat in his mouth.	The dog is expecting the treat.	neutral
A dog has already caught a treat in his mouth.	The dog is expecting the treat.	contradiction
Two men are standing near a fishing net with a cloudy blue sky and concrete wall behind them.	Two men are fishing in the rain.	neutral
Two men handle a fishing net by a river with a cloudy blue sky and concrete wall behind them.	Two men are fishing in the rain.	entailment
A dog enters through a black ramp.	A ramp leads into a house.	entailment
A dog falls down a black ramp.	A ramp leads into a house.	contradiction
Three people are looking at artwork in a museum.	Three people are in a museum.	entailment
Three people are ignoring a large sculpture.	Three people are in a museum.	contradiction
A woman is at a store returning groceries.	The woman is paying for food.	contradiction
A woman is at a store paying for groceries.	The woman is paying for food.	neutral
A young woman holds a young boy next to her.	The young boy is running from the girl.	neutral
A young woman chases a young boy around by the hands.	The young boy is running from the girl.	entailment
A surgeon and surgical staff are doing a hip replacement on a patient.	A surgeon is doing a hip replacement.	entailment
A surgeon and surgical staff watching a corpse.	A surgeon is doing a hip replacement.	contradiction
A small Japanese woman is standing at the crosswalk.	A woman waits for a walk signal to cross the street.	entailment
A small tall woman is standing on the corner.	A woman waits for a walk signal to cross the street.	contradiction
A child is standing up on a wooden bench.	child lays on bench	contradiction
A child is sitting on a wooden bench.	child lays on bench	neutral
A skier climbs up a hill.	A skier falls down a hill after begin hit by a rock.	contradiction
A heavily bearded man in a cap is playing an instrument.	A man playing an instrument.	neutral
A heavily bearded man in a cap is destroying a banjo.	A man playing an instrument.	contradiction
A woman is selling bamboo sticks to make a living, interacting with customers, including two men on a loading dock.	A woman is selling bamboo sticks to help provide for her family.	entailment
A woman is giving away bamboo sticks and arguing with two men on a loading dock.	A woman is selling bamboo sticks to help provide for her family.	contradiction
