sentence1	sentence2	gold_label
A man in a blue shirt is building a sand castle at the beach.	Someone is engaging in an activity outdoors.	neutral
An older man and woman sitting on a cement bench with frowns on their faces.	The man is comforting the woman while discussing their shared love of gardening.	contradiction
An older man and woman sitting on a cement bench with frowns on their faces.	The man and woman are discussing financial issues.	entailment
Two horse racing jockeys, one in checkered blue and red and the other in orange and brown, are racing against a blurry background.	Two jockeys riding horses	entailment
Two horse racing jockeys, one in checkered blue and red and the other in orange and brown, are racing against a blurry background.	The two rodeo clowns are mounted on horses.	neutral
Several man in black tops play the guitar.	Some people are making sounds.	neutral
Several man in black tops play the guitar.	People are not playing music.	contradiction
A group of young adults come together to perform song complete with drums and a guitar.	The group of young adults are together playing music, complete with drums and a guitar.	entailment
A group of young adults come together to perform song complete with drums and a guitar.	A group of young adults are rehearsing in a basement.	contradiction
A person wearing a white helmet races in a black race car.	A person wearing a white helmet races in a race car.	entailment
A person wearing a white helmet races in a black race car.	The person races in a car.	neutral
Two brown dog grapple each other in a sandy area.	Two animals are interacting.	neutral
Two brown dog grapple each other in a sandy area.	Two dogs are fighting inside.	contradiction
A woman in a red hat sits on a winding purple and bright green bench with a bush in the background.	The woman sits on a bench.	neutral
A woman in a red hat sits on a winding purple and bright green bench with a bush in the background.	A woman stands on a bench.	entailment
A nude woman submerges herself in a natural pool.	The person gets in the water.	neutral
A nude woman submerges herself in a natural pool.	A man jumps in a natural pool.	entailment
A person dressed in a blue coat is standing in on a busy sidewalk, studying painting of a street scene.	The person is studying the painting of a street scene on the busy sidewalk.	entailment
A person dressed in a blue coat is standing in on a busy sidewalk, studying painting of a street scene.	The person is studying painting on the sidewalk.	contradiction
A man with a visor and blue top has thrown a Frisbee off into the distance.	A man is catching a frisbee.	contradiction
A man with a visor and blue top has thrown a Frisbee off into the distance.	The man is playing with a frisbee.	neutral
A musician holding a guitar videotapes some action.	The musician is playing an instrument.	neutral
A musician holding a guitar videotapes some action.	A woman is playing a musical instrument.	entailment
Children ride a balloon ride in an amusement park.	The children are on rides.	neutral
Children ride a balloon ride in an amusement park.	Adults are on balloon rides.	contradiction
A young toddler wearing pink sandals is walking on hopscotch numbers.	A young toddler wearing pink sandals walks on hopscotch numbers.	entailment
A young toddler wearing pink sandals is walking on hopscotch numbers.	A boy wears roller skates and skates on a skateboard ramp.	contradiction
A wolf moves over the snow.	The wolf is moving slowly.	entailment
A wolf moves over the snow.	A young wolf is very fast.	contradiction
A woman in a pink turtleneck adjusts her camera's settings at dinner.	A camera needs adjusting.	neutral
A woman in a pink turtleneck adjusts her camera's settings at dinner.	The camera is not working properly.	entailment
A soccer player in green runs down the field.	A person in green is engaging in physical activity.	neutral
A soccer player in green runs down the field.	The player in green is playing a musical instrument.	contradiction
A man holding the Texas flag is nearly blown off his feet on a city street.	The man is standing or walking on the street.	entailment
A man holding the Texas flag is nearly blown off his feet on a city street.	A man is standing.	neutral
People on stilts in a parade.	Some people are not performing in a parade.	contradiction
People on stilts in a parade.	People are participating in a procession.	neutral
A middle-aged couple is dancing, the man is wearing a white dress shirt with the sleeves rolled up and the woman is wearing a black dress.	A poorly dressed couple is sitting apart.	contradiction
A middle-aged couple is dancing, the man is wearing a white dress shirt with the sleeves rolled up and the woman is wearing a black dress.	A couple is moving in sync.	neutral
Bearded man playing the bass.	A man with a mustache is playing an instrument.	neutral
Bearded man playing the bass.	A man with a mustache is playing the bass.	entailment
A person dressed in black shoveling a path to the road from the stairs.	A person cleared a path to the road.	neutral
A person dressed in black shoveling a path to the road from the stairs.	The woman was shoveling a path.	entailment
A large earth moving machine creating a track with a man watching it closely with what looks like surveying equipment.	A manager is ignoring small tools that are stationary.	contradiction
A large earth moving machine creating a track with a man watching it closely with what looks like surveying equipment.	A person is watching machinery operating.	neutral
Two men during a football game	Two women are at a cooking competition.	contradiction
Two men during a football game	The two men are watching a football game.	neutral
two men each wearing jackets leaning on a railing near a snowy road	Two individuals are in a location.	neutral
two men each wearing jackets leaning on a railing near a snowy road	Two women sit indoors.	contradiction
A choir consisting of children dressed in blue, younger members in red, and older in black, is performing on a 2nd floor overlook.	The choir performs.	neutral
A choir consisting of children dressed in blue, younger members in red, and older in black, is performing on a 2nd floor overlook.	An adult's choir does not sing.	contradiction
A lady with kind eyes and long brown hair is holding an ax by a tree.	A tree is near an ax.	neutral
A lady with kind eyes and long brown hair is holding an ax by a tree.	No tree is near an ax.	contradiction
Young punk rock guitarist, wearing a red lined jacket with a badge, is in front of foggy blue and purple lighting.	A musician is positioned in front of colored lighting.	neutral
Young punk rock guitarist, wearing a red lined jacket with a badge, is in front of foggy blue and purple lighting.	A non-guitarist stands in front of clear lighting.	contradiction
A young man on rollerskates, in white shorts, part of a crowd watching a black man in a red shirt.	The young man is using the roller skates that the man in the red shirt gave him.	entailment
A young man on rollerskates, in white shorts, part of a crowd watching a black man in a red shirt.	An elderly woman took away a walking cane from a young man.	contradiction
Three people are standing at a carnival game.	Some people are at a carnival game.	neutral
Three people are standing at a carnival game.	People are at a library.	contradiction
A person rides a skateboard off of a wooden bench.	The person is riding.	neutral
A person rides a skateboard off of a wooden bench.	A person rides a skateboard.	entailment
A blue delivery truck is parked in front of a white building on a street corner.	A person is resting in a building.	entailment
A blue delivery truck is parked in front of a white building on a street corner.	Someone is resting.	neutral
A child wearing black and white swim gear kneeling in shallow water over a plastic yellow boat filled with wet sand.	A child is playing in the water.	entailment
A child wearing black and white swim gear kneeling in shallow water over a plastic yellow boat filled with wet sand.	The child is playing in the water.	neutral
A person is riding a bucking animal in front of a crowd.	A person is riding a bucking animal in front of a crowd.	entailment
A person is riding a bucking animal in front of a crowd.	The person is controlling an animal in a public setting.	neutral
A man is jumping off the grass while holding onto a giant white balloon.	The man jumped while holding onto his balloon.	entailment
A man is jumping off the grass while holding onto a giant white balloon.	The man fell into danger without letting go of his balloon.	contradiction
A girl in purple doing the long jump at a track event.	A girl is participating in a track event.	neutral
A girl in purple doing the long jump at a track event.	The girl is not competing in the long jump.	contradiction
A man walks through a pathway.	A man walks through a different pathway.	contradiction
A guy is practicing his kicks on a punching bag in the gym.	The punching bag is not being used.	neutral
A guy is practicing his kicks on a punching bag in the gym.	There is a punching bag in the gym.	entailment
Two men, one with large chaps and one with short pants are standing in a rodeo ring while some men look on from outside the ring.	The men in the ring are wearing cowboy attire and seem content.	entailment
Two men, one with large chaps and one with short pants are standing in a rodeo ring while some men look on from outside the ring.	The men in the ring are dressed as clowns and are very sad.	contradiction
"A boy stands outside of ""TheFaceShop"" looking at an electronic device, while a man leans against the corner of the store."	The boy is looking at an electronic device.	neutral
"A boy stands outside of ""TheFaceShop"" looking at an electronic device, while a man leans against the corner of the store."	A boy is not interested in shopping.	contradiction
Two women in a whirlpool with towels on the heads laughing.	Two women in a whirlpool with towels on the heads laughing.	entailment
Two women in a whirlpool with towels on the heads laughing.	Two happy women in a whirlpool with towels on the heads crying.	contradiction
A middle-aged woman ironing in a messy room.	A man ironing in a messy room.	contradiction
A middle-aged woman ironing in a messy room.	The woman is doing laundry in a messy room.	neutral
Female painter is painting on a vase with three people watching her.	The woman is working on a sculpture.	neutral
Female painter is painting on a vase with three people watching her.	A female painter is painting on a vase.	entailment
Food is being served outside of a stadium.	Not vending near a building.	contradiction
Food is being served outside of a stadium.	Food vendors are outside.	neutral
A man holding a newborn baby.	A man is holding a baby.	entailment
A man holding a newborn baby.	The man is carrying a baby.	neutral
hockey match with two guys fighting	The hockey game has just started and the players are having a friendly conversation, suddenly a game of tag breaks out.	contradiction
hockey match with two guys fighting	Players are fighting as the game is about to end.	entailment
Three younger men dancing in front of a semi-circled crowd.	The three men are performing in a public setting.	neutral
Three younger men dancing in front of a semi-circled crowd.	Three young men are dancing in front of a crowd.	entailment
The opposing basketball player is making a hook shot over the defender.	The opposing basketball player is shooting.	neutral
The opposing basketball player is making a hook shot over the defender.	The opposing basketball player is missing intentionally.	contradiction
Men at opposite ends of the street waiting to cross.	There are no people outside in this picture.	contradiction
Men at opposite ends of the street waiting to cross.	People	neutral
Two men in safety hats and masks sorting through soiled rags at a factory.	Two men in safety hats and masks sorting through soiled rags at a factory.	entailment
Two men in safety hats and masks sorting through soiled rags at a factory.	Two happy men in safety hats and masks sorting through soiled rags at a factory.	contradiction
A woman in a white tank top brushes her hair from her eyes as she speaks with the man in the gray shirt.	People are interacting.	neutral
A woman in a white tank top brushes her hair from her eyes as she speaks with the man in the gray shirt.	One person is not speaking.	contradiction
a woman cleaning pots in a body of water.	A person is cleaning in water.	neutral
a woman cleaning pots in a body of water.	A person is cleaning pots in a body of water.	entailment
A large black gorilla peers down at a group of young people from above while the peer inside his enclosure from below.	The gorilla is below the young people.	contradiction
A large black gorilla peers down at a group of young people from above while the peer inside his enclosure from below.	A gorilla is situated at a higher level than the young people.	neutral
People are walking down a grassy hill with a fence behind them.	Some people are in a natural setting.	neutral
People are walking down a grassy hill with a fence behind them.	People are indoors.	contradiction
People shopping in an open produce market.	People selling produce in an indoor market.	contradiction
People shopping in an open produce market.	The people are purchasing produce in a market.	neutral
Man in plaid shirt scaling rocks.	The woman is climbing.	neutral
Man in plaid shirt scaling rocks.	A woman is scaling rocks.	entailment
A young boy in pajamas tosses a red ball in the air.	A child is outside.	neutral
A young boy in pajamas tosses a red ball in the air.	A young boy in pajamas walks to school while tossing a red ball in the air.	entailment
Two men are standing outdoors on a sunny day holding pieces of a new item, possibly a small grill, while one of the men studies the assembly instructions.	The two men are assembling a grill for grilling.	entailment
Two men are standing outdoors on a sunny day holding pieces of a new item, possibly a small grill, while one of the men studies the assembly instructions.	One man is getting ready for an indoor meeting.	contradiction
A woman standing next to a car in the street speaking to the driver.	A person is watching something on TV.	neutral
A woman standing next to a car in the street speaking to the driver.	A male standing next to a car in the street.	entailment
three children are watching a movie.	Humans playing a movie.	contradiction
three children are watching a movie.	People are watching something.	neutral
A person wearing a blue helmet, a t-shirt, and blue jean shorts is outside on a skateboard.	A person is not wearing a helmet, has no shirt on, and is sitting on a bench.	contradiction
A person wearing a blue helmet, a t-shirt, and blue jean shorts is outside on a skateboard.	Someone wearing a helmet, clothing, and riding a skateboard is outdoors	neutral
A group of boys sits near the sidewalk and two are smiling while one makes a face.	Three girls standing far away from the sidewalk.	contradiction
A group of boys sits near the sidewalk and two are smiling while one makes a face.	Some boys are in the area.	neutral
People with their back to the camera walk down a wide alley.	People are walking.	neutral
People with their back to the camera walk down a wide alley.	People are walking in a wide alley.	entailment
A group of high school students are waiting outside a building to be admitted to class.	Some people are waiting.	entailment
A group of high school students are waiting outside a building to be admitted to class.	Some people are standing.	neutral
A man in a striped sweater writes on a small rectangular chalkboard.	A man does not write.	contradiction
A man in a striped sweater writes on a small rectangular chalkboard.	The man is writing.	neutral
An African American boy jumps over boxes at a track.	The boy is playing.	neutral
An African American boy jumps over boxes at a track.	An African American boy plays basketball.	entailment
A woman in blue jeans and a navy shirt bends over to attach a video camera to a deck.	The woman in blue jeans and a navy shirt attaches a video camera to a deck.	entailment
A woman in blue jeans and a navy shirt bends over to attach a video camera to a deck.	A man is playing a musical instrument.	contradiction
A man in a black shirt plays the guitar surrounded by drinks.	A man is unable to play the guitar surrounded by drinks.	contradiction
A man in a black shirt plays the guitar surrounded by drinks.	A man plays the guitar surrounded by drinks.	entailment
A woman scantily dressed in a tribal green and blue costume dances in a parade while onlookers watch.	The woman is performing in a public setting.	neutral
A woman scantily dressed in a tribal green and blue costume dances in a parade while onlookers watch.	A woman is sitting in a library.	contradiction
A rugby game being played, one man in a green jersey is being lifted up by his teammates with the ball, while a competitor in a red jersey is similarly lifted to tackle him.	People are engaged in an activity.	neutral
A girl in a white tank top posing with a guitar in front of a red Chevelle.	A girl in a white tank top poses with a guitar in front of a red Chevelle.	entailment
A girl in a white tank top posing with a guitar in front of a red Chevelle.	The girl is.	neutral
A shaven head young man wears headphones and works with a mixing board.	The man is mixing a metal track.	entailment
A shaven head young man wears headphones and works with a mixing board.	A woman is playing the flute.	contradiction
A black and white dog runs on soft green grass.	A creature is moving.	neutral
The girl with the blue jean shorts on is playing with the two boys.	A girl with blue jean shorts plays with her two brothers.	entailment
The girl with the blue jean shorts on is playing with the two boys.	A boy plays with two girls.	contradiction
A person, wearing a costume with many flowers, is standing on the sidewalk trying to get the attention of people passing by.	The person is positioned on the sidewalk.	neutral
A person, wearing a costume with many flowers, is standing on the sidewalk trying to get the attention of people passing by.	A person sits on a sidewalk.	contradiction
A woman in a brown sweater is sewing on her machine.	A woman has a sweater on.	neutral
A woman in a brown sweater is sewing on her machine.	The woman is not wearing a sweater.	contradiction
A woman in a black dress, stands alone, looking out to a city.	The woman in a black dress is standing alone, looking out at the city.	entailment
A woman in a black dress, stands alone, looking out to a city.	A man in a black dress, is surrounded by people, looking at a small village.	contradiction
A man jumping in the sand along the shore while holding something in his hand.	The man is sitting on the shore while holding something in his hand, reading a book.	contradiction
Several men socialize under a tent.	A bunch of women are having a study session.	contradiction
Several men socialize under a tent.	Some men are gathering.	neutral
A competition with a large crowd watching.	No one is watching.	contradiction
A competition with a large crowd watching.	The people are watching the competition.	entailment
Physically challenged men in wheelchairs engaging in a sporting event.	A able-bodied man plays chess.	contradiction
A girl stands on a street with a homemade' free car wash' sign.	A girl holds a sign that reads 'free car wash'	entailment
A girl stands on a street with a homemade' free car wash' sign.	The girl stands with a sign for a free car wash.	neutral
A nun kneels while speaking to a man in while robes.	A nun kneels while speaking to a man in white robes.	entailment
A nun kneels while speaking to a man in while robes.	The nun is speaking to a man in white robes.	neutral
A female gymnast wearing a blue leotard is reaching backwards.	The gymnast is stretching.	neutral
A female gymnast wearing a blue leotard is reaching backwards.	A female gymnast is reaching backwards.	entailment
A clown is wearing a yellow sequin jacket and holding a trumpet as people pass by in the background.	A clown is performing for a crowd outdoors, wearing a yellow sequin jacket and holding a trumpet.	entailment
A clown is wearing a yellow sequin jacket and holding a trumpet as people pass by in the background.	A clown is indoors sitting alone in a room.	contradiction
a man in a pink shirt herding goats in a ring	A woman is fleeing goats.	contradiction
a man in a pink shirt herding goats in a ring	The man is tending goats.	neutral
A little girl with a red hood and shirt is sitting with legs sprawled on a rock, her mouth open.	An adult works inside.	contradiction
A little girl with a red hood and shirt is sitting with legs sprawled on a rock, her mouth open.	A child sits on a rock.	neutral
Two small children eat ice cream while sitting on a bench.	Two siblings are eating ice cream while sitting on a bench.	entailment
Two small children eat ice cream while sitting on a bench.	Two unrelated people are not eating ice cream.	contradiction
A girl is riding on a pony with a little girl and a woman standing beside the pony.	The girl is hiding a pony from others.	contradiction
A boy wearing a blue swimsuit begins to slide down a water slide.	The boy's swimsuit is blue.	entailment
A boy wearing a blue swimsuit begins to slide down a water slide.	The boy's swimsuit color is not specified.	neutral
A woman in purple riding a brown horse, competitively.	A woman enjoys horseback riding.	neutral
A woman in purple riding a brown horse, competitively.	The woman does not ride horses.	contradiction
A man playing guitar in a purple shirt.	A woman does not play guitar.	contradiction
A man playing guitar in a purple shirt.	A man is playing guitar.	neutral
A musician in a black hat is playing a keyboard.	A non-musician cannot play a keyboard in a well-lit office.	contradiction
A musician in a black hat is playing a keyboard.	A musician in a black hat plays a keyboard	entailment
War protesters on curb, with pink umbrellas spelling out IMPEACH.	Protesters were on a curb protesting.	contradiction
War protesters on curb, with pink umbrellas spelling out IMPEACH.	"People were on a curb writing the word ""IMPEACH"" with pink umbrellas."	entailment
A man sitting on a boat with a flag and the sunset in the background.	A person is sitting on a boat.	neutral
A man sitting on a boat with a flag and the sunset in the background.	A girl sits in the park.	entailment
People wander a surreal maze like sculpture.	Some people are lost in a surreal maze-like sculpture.	entailment
People wander a surreal maze like sculpture.	People are in a maze.	neutral
two people waiting on the corner.	Two people are waiting on the corner.	entailment
two people waiting on the corner.	Two people are waiting for a bus.	contradiction
A man in blue jeans is sitting in front of a Canadian bank.	The man is conducting a transaction in the bank.	neutral
A man in blue jeans is sitting in front of a Canadian bank.	A man is sitting in front of a Canadian bank.	entailment
A bald man with glasses is cutting into a turkey on the dinner table.	A man cutting a turkey on the countertop.	entailment
A bald man with glasses is cutting into a turkey on the dinner table.	The man cuts something somewhere.	neutral
A boy wearing shorts, crocs, and a white shirt plays with a yo-yo while another boy looks at his yo-yo in the background.	He is crying.	contradiction
A bride in a light pink dress poses for a picture with male relatives and is being photographed by a man in a cream shirt with white pants.	A bride in a light pink dress is being photographed by a man in a cream shirt with white pants while posing with male relatives.	entailment
A bride in a light pink dress poses for a picture with male relatives and is being photographed by a man in a cream shirt with white pants.	The bride is being photographed with her relatives.	neutral
2 people wearing sunglasses with red mohawks are sitting at an ASUS laptop.	People are in the vicinity of a laptop.	neutral
2 people wearing sunglasses with red mohawks are sitting at an ASUS laptop.	The people are far from the laptop.	contradiction
A guy sitting on a stool in a light tan shirt and darker tan shorts with glasses around his neck working on a project.	A guy sitting on a stool in a light tan shirt and darker tan shorts with glasses around his neck is working on a project.	entailment
A guy sitting on a stool in a light tan shirt and darker tan shorts with glasses around his neck working on a project.	A woman is working on a book.	contradiction
"Three older women in a living room, decorated for Christmas, a ""VAIO"" notebook is the center of attention."	There are three women present.	neutral
"Three older women in a living room, decorated for Christmas, a ""VAIO"" notebook is the center of attention."	No women are in the room.	contradiction
A female wearing an orange hoodie sweater, cropped reddish hair, sitting on a park bench, holding a beverage glass.	She is wearing something.	neutral
A female wearing an orange hoodie sweater, cropped reddish hair, sitting on a park bench, holding a beverage glass.	The girl is wearing a jacket.	entailment
Two boys are playing ball in an alley.	The boys are playing.	entailment
Two boys are playing ball in an alley.	Those boys are playing.	neutral
A woman in a trench coat walks down the street.	A man in a red coat rides a skateboard.	contradiction
People enjoying cookout food in a public park.	Many people are not eating inside.	contradiction
People enjoying cookout food in a public park.	People are having food.	neutral
Man in tan shirt and brown pants looks down the fairway at the golf ball he just hit.	No man did not hit a no golf ball nowhere near the fairway.	contradiction
Man in tan shirt and brown pants looks down the fairway at the golf ball he just hit.	The man hit the ball in the direction of the fairway.	neutral
A man in a blue jacket is looking up at something.	The man in the blue jacket is looking up at something.	entailment
A man in a blue jacket is looking up at something.	The man is in his 60's.	contradiction
A boat with red, white and blue sails docking at a pier.	The boat is not stopping.	contradiction
A boat with red, white and blue sails docking at a pier.	The boat is docking.	entailment
The big white cow is decorated with a red ball of yarn.	The big white cow is decorated with a red ball of yarn.	entailment
The big white cow is decorated with a red ball of yarn.	The cow is covered in neatly organized yarn.	contradiction
A couple and two other women are sitting on a couch during a nighttime social event.	Two people are at a funeral.	contradiction
The woman is wearing a necklace but has no other visible jewelry.	The woman is wearing a necklace and a lot of visible jewelry.	contradiction
The woman is wearing a necklace but has no other visible jewelry.	The woman is wearing a necklace and no jewelry.	neutral
A man taking a photograph, holding a postcard	The man is holding a postcard.	neutral
People in business attire, walk down an alleyway.	People in business attire walk down an alleyway.	entailment
People in business attire, walk down an alleyway.	People walk.	neutral
A man leans over into a fountain.	A person is positioned near a fountain.	neutral
A man leans over into a fountain.	A human standing	contradiction
Two men are sitting on crates in a market.	Two men are working.	contradiction
Two men are sitting on crates in a market.	The men are sitting.	neutral
A woman in a multicolored dress is holding a plastic cup while gesturing with the other hand.	The dress she is wearing is multicolored.	neutral
A woman in a multicolored dress is holding a plastic cup while gesturing with the other hand.	The dress is multicolored.	entailment
Large furry dog walking in the sand near large rocks.	The dog is taking a nap near large rocks.	entailment
Large furry dog walking in the sand near large rocks.	The dog is resting in a sandy area.	neutral
A band is playing in a concert.	A band is playing in	entailment
A band is playing in a concert.	A jazz band playing an indoor concert.	contradiction
A man in a hat holding a tool stands next to a horse hitched to a sled filled with hay in a hilly area.	A man in a hat holding a tool teaches his dog to pull a small sled in a hilly area.	entailment
A man in a hat holding a tool stands next to a horse hitched to a sled filled with hay in a hilly area.	The man is standing next to a horse.	neutral
Three men draping a rope across a road.	Men are removing the rope from the road to block the road.	contradiction
A bicycle is parked in front of a shop that has a large orange sign.	The bicycle is parked in front of the shop.	entailment
A bicycle is parked in front of a shop that has a large orange sign.	The bicycle is not chained to the bike rack outside of the shop.	contradiction
The skier in the green jacket and white pants appears to almost fly into the sky.	A person is enjoying a recreational activity.	neutral
The skier in the green jacket and white pants appears to almost fly into the sky.	A person having a family time.	entailment
A young couple playfully playing in the subway.	People are at a subway station.	neutral
A young couple playfully playing in the subway.	No people are outside the subway station.	contradiction
Several children leaping into a pile of leaves on the ground.	Children are playing in leaves.	neutral
Several children leaping into a pile of leaves on the ground.	The children did not leap into a pile of leaves.	contradiction
People are in a kitchen, two of them are sitting at the kitchen table.	Two women are sitting at the kitchen table, surrounded by people.	entailment
People are in a kitchen, two of them are sitting at the kitchen table.	People in a kitchen, with two men seated at the table.	contradiction
Many army men in a line holding guns in green suits walking down a concrete road with a big building in the background.	Civilians sit in casual clothes in a protest.	contradiction
Many army men in a line holding guns in green suits walking down a concrete road with a big building in the background.	Soldiers walk down a concrete road in green suits.	entailment
A dirty boat sits in murky water as workers tend to their jobs.	A boat is floating in clear water.	contradiction
A dirty boat sits in murky water as workers tend to their jobs.	The boat is floating in water.	neutral
A man with a jackhammer demolishing cement	A man is working with cement.	neutral
A man with a jackhammer demolishing cement	The man is demolishing cement.	entailment
A man in a suit with a wineglass in his hand is speaking to a group of people at a party.	The man is speaking to a group of people at the party about his adventures in the deep south.	entailment
A shaggy black and white dog is running on the grass.	The dog is barking.	entailment
A shaggy black and white dog is running on the grass.	They are not making any noise.	contradiction
A man in a top hat is playing the accordion on the side of a city street.	The man is playing on the street.	neutral
A man in a top hat is playing the accordion on the side of a city street.	A woman is not performing on the sidewalk.	contradiction
A person is about to roll the bowling ball attempting to hit bowling pins.	No one is missing every shot.	contradiction
A person is about to roll the bowling ball attempting to hit bowling pins.	The person is attempting to hit all the bowling pins.	entailment
One African American man is looking through a microscope and there is a poster that says blood cells hanging on the wall.	A person is observing something.	neutral
One African American man is looking through a microscope and there is a poster that says blood cells hanging on the wall.	The man is looking at blood cells.	entailment
A man in a plaid suit and clown makeup plays guitar, while a man in a brown shirt head bangs and a woman plays bass in the background.	Three people are playing music now.	entailment
A man in a plaid suit and clown makeup plays guitar, while a man in a brown shirt head bangs and a woman plays bass in the background.	The three musicians are already performed earlier that day.	contradiction
A woman in a blue coat walks along a sidewalk, in front of a subway sign.	A woman heading to the office.	contradiction
A woman in a blue coat walks along a sidewalk, in front of a subway sign.	A woman in a blue coat heads home, walking along the sidewalk in front of a subway sign.	entailment
The woman in the red jacket looks as if she was buying something from the open air vendor.	The man is selling an ugly rock from a high-end jewelry store.	contradiction
The woman in the red jacket looks as if she was buying something from the open air vendor.	The woman in the red jacket looks as if she was buying something from the open air vendor.	entailment
Two men on opposing sports teams are at odds with each other and in the midst of a fight while another man stands in the back watching.	Those men are playing the same sport.	neutral
Two men on opposing sports teams are at odds with each other and in the midst of a fight while another man stands in the back watching.	The men are at odds with each other and in the midst of a fight while another man stands in the back watching.	entailment
Man pushing his cart with personal items.	A woman pulls a dog.	contradiction
Man pushing his cart with personal items.	The man is pushing a cart.	neutral
Boat sails in rough water.	Rough water without a boat sailing through it.	contradiction
Many people leading a giant blow-up figure of Oscar the Grouch down a street.	The blow-up figure is Oscar the Grouch.	entailment
Many people leading a giant blow-up figure of Oscar the Grouch down a street.	A giant blow-up figure of a character.	neutral
a group of people sitting on the ground on the sidewalk	People are standing on a sidewalk.	contradiction
a group of people sitting on the ground on the sidewalk	Some people are seated on the ground.	neutral
Two asian women are holding up a partially filled trash bag, smiling.	People dispose of trash.	neutral
Two asian women are holding up a partially filled trash bag, smiling.	People drop partial trash bags.	entailment
A man with a peach colored shirt leaning against a wall talking to a woman in a red skirt with long braided hair.	A man was wearing a peach colored shirt while talking to a woman.	neutral
A man with a peach colored shirt leaning against a wall talking to a woman in a red skirt with long braided hair.	Not Bob was not wearing his peach colored tshirt while talking to not a long braided hair lady.	contradiction
A baseball player is sliding across home plate in order to score a run for his team.	Not everyone is participating in the game.	neutral
A baseball player is sliding across home plate in order to score a run for his team.	A baseball player is sliding across home plate.	entailment
Several bikers are going down one side of a four lane road while passing buildings that seem to be composed mostly of shades of brown and peach.	Some bikers are moving along a road near buildings.	neutral
Several bikers are going down one side of a four lane road while passing buildings that seem to be composed mostly of shades of brown and peach.	A group of pedestrians are walking on a sidewalk past some trees.	contradiction
A woman in a blue shirt is laughing with a woman in a black shirt outside, as people are sitting and standing all around them.	Two women are laughing outside.	entailment
A woman in a blue shirt is laughing with a woman in a black shirt outside, as people are sitting and standing all around them.	Strangers argue with each other in private.	contradiction
A fluffy, white dog running in the snow.	A black dog is sitting still.	contradiction
A dog is about to catch a treat in his mouth.	A dog is receiving a treat.	neutral
A dog is about to catch a treat in his mouth.	The dog is not expecting the treat.	contradiction
Two men handle a fishing net with a cloudy blue sky and concrete wall behind them.	The two men are holding a fishing net near water.	neutral
Two men handle a fishing net with a cloudy blue sky and concrete wall behind them.	Two men are handling a fishing net with a cloudy blue sky and concrete wall behind them.	entailment
A dog climbs down a black ramp	The black ramp is entered by the dog.	entailment
A dog climbs down a black ramp	No ramp does not lead into a house.	contradiction
Three people are staring at a small painting.	The same three people are staring at a small painting in a museum.	entailment
Three people are staring at a small painting.	People are outside a museum.	contradiction
