sentence1	sentence2	gold_label
A person dressed in a blue coat is buying on a busy sidewalk, selling a painting of a street scene.	A person is buying a painting of a street scene	contradiction
A man with a visor and blue top has thrown a Frisbee off into the distance.	A man is throwing a frisbee.	contradiction
A man wearing something on his head and a blue top is throwing a Frisbee towards a direction.	A man is throwing a frisbee.	neutral
A musician holding an instrument is present.	A woman is playing the piano.	neutral
A musician holding a guitar videotapes some action.	A woman is playing the piano.	entailment
Children ride a balloon in an amusement park.	Kids are on amusement park rides	neutral
Children ride a train ride in an amusement park.	Kids are on amusement park rides	contradiction
A young girl walks on hopscotch numbers.	A young girl wears sandals and walks on hopscotch numbers.	entailment
A young woman wearing pink sandals is walking on hopscotch numbers.	A young girl wears sandals and walks on hopscotch numbers.	contradiction
A wolf moves over the snow.	The wolf is old.	entailment
A wolf lies on the grass.	The wolf is old.	contradiction
A woman in a pink turtleneck checks her camera's settings at dinner.	The camera is broke.	neutral
A woman in a pink turtleneck can't get her camera to work at dinner.	The camera is broke.	entailment
A player in green is participating in some sport on the field.	The player in green is plaing a sport.	neutral
A basketball player in green runs down the court.	The player in green is plaing a sport.	contradiction
A man holding the Texas flag is nearly blown off his feet in an enclosed space.	The man is laying on his bed.	entailment
A man holding the Texas flag is nearly blown off his feet somewhere.	The man is laying on his bed.	neutral
People on stilts in a parade.	Some people are performing in a parade.	contradiction
People are during the parade.	Some people are performing in a parade.	neutral
A young couple is dancing, the man is wearing casual clothes and the woman is wearing jeans and a t-shirt.	A well-dressed couple is dancing together.	contradiction
A couple is dancing, the man is nicely dressed and the woman is in formal attire.	A well-dressed couple is dancing together.	neutral
A man is playing an instrument.	A man with a mustache is playing the piano.	neutral
Bearded man playing the bass.	A man with a mustache is playing the piano.	entailment
Someone wearing any color is shoveling a path to the road from the stairs.	The woman shoveled a path on her sidewalk.	neutral
A person (changed to woman for gender neutrality) dressed in black is shoveling a path from the stairs to the road. (slightly reordered)	The woman shoveled a path on her sidewalk.	entailment
A large toy excavator is creating a track with a child playing closely with what looks like a favorite shovel.	A worker is observing large construction equipment in motion.	contradiction
A large earth moving machine creating a track with some people around.	A worker is observing large construction equipment in motion.	neutral
Two men during a football game	Two men are at a football game.	contradiction
Two men during a football game	Two men are at a football game.	neutral
two men each wearing jackets leaning on a railing near a snowy road	Two men stand outdoors.	neutral
two men each wearing jackets leaning on a railing near a snowy road	Two men stand outdoors.	contradiction
A choir including some children dressed in blue and others in black is singing.	A children's choir sings.	neutral
A group consisting of adults, some people wearing white, is sitting quietly in a park.	A children's choir sings.	contradiction
Someone is holding an ax near a tree.	a tree is near an ax	neutral
A lady with kind eyes and long brown hair is without an ax by a tree.	a tree is near an ax	contradiction
 Step 1: Identify phrases, words in the Premise leading to the neutral relation:	A guitarist stands in front of foggy lighting	neutral
Young punk rock guitarist, without a jacket, is in front of sharp yellow lighting.	A guitarist stands in front of foggy lighting	contradiction
A young man, in white shorts, using the roller skates his grandfather gave him, is part of a crowd watching a black man in a red shirt.	A young man is using the roller skates his grandfather gave him.	entailment
A young man on rollerskates, in white shorts, alone, near a black man in a red shirt.	A young man is using the roller skates his grandfather gave him.	contradiction
Some people are standing somewhere.	People are at a carnival.	neutral
No person is standing at a carnival game.	People are at a carnival.	contradiction
A person is on a skateboard.	a person riding a bike	neutral
A person rides a bike off of a wooden bench.	a person riding a bike	entailment
A blue delivery truck is parked in front of a white building on a street corner.	A person is sleeping.	entailment
A blue delivery truck has been seen in front of a white building on a street corner.	A person is sleeping.	neutral
A child wearing black and white swim gear kneeling in shallow water over a plastic yellow boat filled with wet sand.	A child is sledding in the snow.	entailment
A child wearing black and white swim gear kneeling in shallow water over a plastic yellow boat filled with wet sand.	A child is sledding in the snow.	neutral
A person is lifting a animal in front of a crowd.	A person is lifting a animal in front of a crowd.	entailment
A person is standing next to an animal in front of a crowd.	A person is lifting a animal in front of a crowd.	neutral
A man is jumping off the grass while holding onto a giant white balloon (same as the Premise).	The man leapt to safety without letting go of his balloon.	entailment
A girl in purple is doing the long jump somewhere.	The girl competing in the long jump.	neutral
A girl, doing the long jump at a track event, is wearing the same color as the track.	The girl competing in the long jump.	contradiction
No one walks through a pathway.	A man walks through the pathway	contradiction
A man walks through a pathway.	A man walks through the pathway	neutral
A guy is practicing his kicks in the gym.	There is no punching bag in the gym.	neutral
A guy is practicing his kicks in the gym.	There is no punching bag in the gym.	entailment
Two cowboys are standing in a rodeo ring while some men look on from outside the ring.	the men in the ring are dressed as cowboys and are very happy	entailment
Two men, one with large chaps and one with a formal suit are standing in a rodeo ring while some men look on from outside the ring.	the men in the ring are dressed as cowboys and are very happy	contradiction
"A boy is present near ""TheFaceShop"", holding a phone, while a man leans against the corner of the store."	A boy is window shopping.	neutral
"A boy stands outside of ""TheFaceShop"" holding a skateboard, while a man leans against the corner of the store."	A boy is window shopping.	contradiction
Two women in a whirlpool with towels on the heads, laughing.	Two sad women in a whirlpool with towels on the heads laughing.	entailment
A middle-aged woman is ironing in a messy room, and a young man is playing video games in the same room.	 A woman ironing in a messy room.	contradiction
A woman is ironing in a messy room.	 A woman ironing in a messy room.	neutral
A female painter is painting on an easel, alone.	A woman is carving a sculpture.	neutral
A female carver is carving a sculpture with three people watching her.	A woman is carving a sculpture.	entailment
No food is being served outside of a stadium.	Vending near large building.	contradiction
Food is being served outside of a stadium.	Vending near large building.	neutral
A man who is also holding his wife is holding a newborn baby.	A man is holding his wife.	entailment
A man is holding a football.	A man is holding his wife.	neutral
hockey match with two guys fighting	The hockey game is drawing to a close and the frustrations boiled over into a fight.	contradiction
Hockey match with two guys fighting and the game is intense and close to the end.	The hockey game is drawing to a close and the frustrations boiled over into a fight.	entailment
Three younger men standing in front of a semi-circled crowd.	Three young men are singing in front of a crowd.	neutral
Three younger men are doing something in front of a crowd.	Three young men are singing in front of a crowd.	entailment
The opposing basketball player is doing something over the defender.	The opposing basketball player is attempting to score	neutral
The opposing basketball player is waving to the crowd over the defender.	The opposing basketball player is attempting to score	contradiction
Men at opposite ends of the street waiting to cross.	there are some people outside in this picture	contradiction
Some people might be at different ends of the street, perhaps waiting to cross.	there are some people outside in this picture	neutral
Two men in safety hats and masks sorting through soiled rags at a factory.	Two sad men in safety hats and masks sorting through soiled rags at a factory.	entailment
No men in safety hats and masks sorting through soiled rags at a factory.	Two sad men in safety hats and masks sorting through soiled rags at a factory.	contradiction
A woman and a man are near each other, with the woman brushing her hair from her eyes.	Two people are having a conversation.	neutral
A man in a pink dress brushes his hair from his eyes as he speaks with a woman in a blue suit.	Two people are having a conversation.	contradiction
Someone is washing in a stream.	boy washing fruit in a stream	neutral
Someone is washing fruit in a body of water.	boy washing fruit in a stream	entailment
A large black gorilla peers down at a group of young people from above while the peer inside his enclosure from below.	The gorilla is above the young people.	contradiction
A large black gorilla is looking down at a group of young people from its enclosure while people are looking from below.	The gorilla is above the young people.	neutral
People are present.	People are outdoors.	neutral
People are walking down a grassy hill with a fence behind them, even though they are actually indoors.	People are outdoors.	contradiction
People are observing produce in an open market.	People buying produce in an outdoor market	contradiction
People are shopping for various goods in a market.	People buying produce in an outdoor market	neutral
A person in a plaid shirt is climbing rocks.	A woman is skiing.	neutral
A woman is skiing in a plaid shirt.	A woman is skiing.	entailment
A young boy, wearing casual clothes, carries a school bag.	A little kid walks to school.	neutral
A young boy is having fun outside.	A little kid walks to school.	entailment
Two men are standing outdoors on a sunny day holding pieces of a new item, possibly a small grill, while one of the men studies the assembly instructions.	Two men are getting ready for a cookout.	entailment
Two men are standing outdoors on a sunny day holding pieces of a new item, possibly a small grill, while one of the men is putting together the grill.	Two men are getting ready for a cookout.	contradiction
A woman is standing next to a car in the street speaking to the driver.	A male watching football on TV.	neutral
A woman standing next to a car in the street speaking to the driver.	A male watching football on TV.	entailment
Two adults are watching a movie.	Humans watching a movie.	contradiction
Several children are observing some entertainment.	Humans watching a movie.	neutral
A person wearing an orange helmet, pants, and shorts of a different color is outside on a skateboard.	A person has on a helmet, a shirt, and is outside using a skateboard.	contradiction
A person wearing a helmet, a t-shirt, and shorts is outside on a skateboard.	A person has on a helmet, a shirt, and is outside using a skateboard.	neutral
Exactly three boys, all with neutral expressions, sit near the sidewalk.	Three boys sitting near the sidewalk.	contradiction
Some boys sit near the sidewalk and (any number) of them are (unspecified behavior).	Three boys sitting near the sidewalk.	neutral
People with their back to the camera walk down an empty street.	The people are walking through a desert.	neutral
People with their back to the camera walk down an alley in the middle of a desert.	The people are walking through a desert.	entailment
A group of high school students are waiting outside a building to be admitted to class, so somebody is waiting.	Nobdoy is waiting	entailment
A group of people are around a building.	Nobdoy is waiting	neutral
A man in a striped sweater writes on a small rectangular chalkboard.	A man writes.	contradiction
A man writes somewhere on some surface.	A man writes.	neutral
An African American boy does something at a track.	A boy plays basketball.	neutral
An African American boy jumps over boxes at a track.	A boy plays basketball.	entailment
"A woman in blue jeans and a navy shirt is bending over to attach a video camera to a deck. (I had to change ""bends over"" to ""is bending over"" to match verb tense with the hypothesis but keeping the same meaning.)"	The woman is preparing to shoot a video.	entailment
A woman in blue jeans and a navy shirt bends over to detach a video camera from a deck.	The woman is preparing to shoot a video.	contradiction
A man in a black shirt struggles to play the guitar surrounded by drinks.	The man is skilled at playing	contradiction
A man in a black shirt plays the guitar surrounded by drinks, implying that he is skilled at playing.	The man is skilled at playing	entailment
"A woman (changed from ""a woman scantily dressed in a tribal green and blue costume"") dances in a parade while people are present (changed from ""onlookers watch"")."	A woman is dancing in a parade.	neutral
A woman dances in a parade while onlookers watch.	A woman is dancing in a parade.	contradiction
 Step 1: Identify phrases, words in the Premise leading to the neutral relation:	Boys are playing videogames	neutral
A group of boys are energetically playing video games, some wearing green and red jerseys, while competing against each other.	Boys are playing videogames	entailment
A girl in a white tank top is somewhere.	A girl in a white tank top looks around the store.	entailment
A girl in a white tank top is doing something unrelated in a different location.	A girl in a white tank top looks around the store.	neutral
A shaven head young man, wearing headphones, works with a mixing board.	The man is listening to metal	entailment
A shaven head young man wears headphones and is gardening.	The man is listening to metal	contradiction
A dog runs on the ground.	An animal is outside running	neutral
A red and striped dog strolls on a rough concrete surface.	An animal is outside running	contradiction
The girl with the blue jean shorts on plays with her two brothers.	A girls plays with her two brothers.	entailment
A girl is playing with her two sisters.	A girls plays with her two brothers.	contradiction
A person, wearing an outfit, is standing on the sidewalk alone.	A person stands on a sidewalk.	neutral
A person is standing on the sidewalk, sitting down and reading a book.	A person stands on a sidewalk.	contradiction
A woman is sewing on her machine while wearing a sweater.	The woman is wearing a sweater.	neutral
A woman in a brown sweater is knitting without a sweater.	The woman is wearing a sweater.	contradiction
A woman in a black dress stands alone, looking out to a big city.	A woman in a black dress, stands alone, looking out to a big city.	entailment
A woman in a black dress, stands alone, looking out to a small village.	A woman in a black dress, stands alone, looking out to a big city.	contradiction
A man jumping on a tightrope set up above the ground while holding something in his hand.	The man is jumping to avoid jellyfish.	contradiction
A man jumping in the sand along the shore while holding something in his hand, with jellyfish in the water near him.	The man is jumping to avoid jellyfish.	entailment
Several men argue under a tent.	A bunch of guys are having a party.	contradiction
Several men are talking in a place.	A bunch of guys are having a party.	neutral
A competition with a large crowd watching.	The people are watching	contradiction
A large crowd watching a competition.	The people are watching	entailment
Physically challenged men in wheelchairs engaging in a sporting event.	A man in a wheelchair plays basketball.	contradiction
Physically challenged men in wheelchairs engaging in basketball as a sporting event. (No need for changes in this case)	A man in a wheelchair plays basketball.	entailment
A girl stands on a street with a homemade 'lemonade' sign.	A girl holds a sign for lemonade.	entailment
A girl stands on a street with a sign for something.	A girl holds a sign for lemonade.	neutral
A nun kneels while (having just finished) riding a horse.	A nun rides a horse.	entailment
A nun stands in the church.	A nun rides a horse.	neutral
A person in sports attire is moving.	A lady is preparing a speech.	neutral
A lady, wearing professional attire, is getting ready (to perform or speak).	A lady is preparing a speech.	entailment
A clown is wearing a yellow sequin jacket and holding a trumpet while people who are part of a crowd pass by in front of him.	A clown is outdoors performing for a crowd	entailment
A clown is wearing a yellow sequin jacket and holding a trumpet as people pass by in the background.	A clown is outdoors performing for a crowd	contradiction
A man in a clown suit is herding goats in a ring.	A man is hearding goats	contradiction
A man is herding goats somewhere, in an open area.	A man is hearding goats	neutral
A little girl with a red hood and shirt is standing with legs sprawled on a couch, her mouth closed.	the kid lounges outside	contradiction
 Step 1: Identify phrases, words in the Premise leading to the neutral relation:	the kid lounges outside	neutral
Two small children (who are siblings) are eating ice cream while sitting on a bench.	Two siblings are eating ice cream.	entailment
Two adults eat ice cream while sitting on a bench.	Two siblings are eating ice cream.	contradiction
A girl is riding on a pony alone.	A girl is showing of her pony to others.	contradiction
A girl is showing off on a pony with a little girl and a woman standing beside the pony.	A girl is showing of her pony to others.	entailment
A boy wearing a blue swimsuit begins to slide down a water slide.	The boy's swimsuit is red.	entailment
A boy begins to slide down a water slide while wearing a swimsuit.	The boy's swimsuit is red.	neutral
A woman in purple riding a brown horse, competitively.	The woman rides horses.	neutral
A woman in purple riding a brown horse, competitively.	The woman rides horses.	contradiction
A man playing guitar who doesn't own a shirt.	man plays guitar	contradiction
A man is playing guitar somewhere.	man plays guitar	neutral
A musician in a black hat is playing a keyboard on a well-lit stage.	A musician plays a keyboard in a dark club.	contradiction
A musician in a black hat is playing. (The specific instrument, a keyboard, is retained, making this entailing.)	A musician plays a keyboard in a dark club.	entailment
War protesters on curb, with books.	People were on a curb writing a word.	contradiction
People were on a curb displaying a message with umbrellas.	People were on a curb writing a word.	entailment
A boat with a flag and the sunset in the background.	A girl swings in the park.	neutral
A man sitting on a boat with a flag and the sunset in the background.	A girl swings in the park.	entailment
People wander a real corn maze.	Some people are stuck in a corn maze	entailment
People wander among a group of sculptures in a park.	Some people are stuck in a corn maze	neutral
Two people are waiting for the traffic light on the corner.	Two people are waiting to cross the street.	entailment
Two people are waiting in the café.	Two people are waiting to cross the street.	contradiction
A man in any clothes is standing in front of a bank.	A man is cashing his paycheck at a bank.	neutral
A man in blue jeans is sitting in front of a Canadian bank while holding a paycheck.	A man is cashing his paycheck at a bank.	entailment
A bald man with glasses is cutting into a chicken on the countertop.	A man cuts a chicken on the countertop.	entailment
A bald man with glasses is cutting into some meat in the kitchen.	A man cuts a chicken on the countertop.	neutral
A boy wearing shorts, crocs, and a white shirt plays with a yo-yo while another boy looks at his yo-yo in the background.	He is happy	entailment
A boy wearing shorts, crocs, and a white shirt plays with a yo-yo while another boy looks at his yo-yo in the background.	He is happy	contradiction
A bride in a light pink dress is sitting with male relatives, one of whom is a man in a cream shirt with white pants (photographer).	A bride is sitting with some relatives waiting for the photographer.	entailment
A bride in a light pink dress is with male relatives, and is with a photographer in a cream shirt with white pants.	A bride is sitting with some relatives waiting for the photographer.	neutral
Some people with various hairstyles and accessories are sitting in the area with an ASUS laptop.	The people are near the laptop.	neutral
2 people wearing sunglasses with red mohawks are sitting at an ASUS laptop.	The people are near the laptop.	contradiction
A guy sitting on a stool in a light tan shirt and darker tan shorts with glasses around his neck is working. (Assuming that the project involves using a laptop computer)	The man is working on a laptop computer.	entailment
A guy sitting on a stool in a light tan shirt and darker tan shorts with glasses around his neck working on a project.	The man is working on a laptop computer.	contradiction
Three women are in a room.	Three women are in the room.	neutral
Three younger women, scattered in different locations, in an undecorated room, have different objects that are the center of their attention.	Three women are in the room.	contradiction
A female, wearing an orange hoodie sweater and wearing a red jacket, is sitting on a park bench, holding a beverage glass.	The girl is wearing a red jacket	neutral
A female wearing red, cropped reddish hair, sitting on a park bench, holding a beverage glass.	The girl is wearing a red jacket	entailment
Two boys are dancing in an alley.	The boys are dancing.	entailment
Two boys are playing in an alley.	The boys are dancing.	neutral
A woman in a trench coat stays inside.	A woman in a black coat walks in high heels	contradiction
A woman in a black coat walks down the street in high heels.	A woman in a black coat walks in high heels	entailment
People enjoying healthy food/indoor food in a public park.	Many people are eating outside.	contradiction
People enjoying cookout food in a public park.	Many people are eating outside.	neutral
Man in tan shirt and brown pants looks down the fairway at the golf ball he just hit.	A man just hit a golf ball down the fairway.	contradiction
Someone is standing near the golf ball he just hit.	A man just hit a golf ball down the fairway.	neutral
A man in a blue jacket is looking up at something and he looks like he's in his 30's.	The man is in his 30's.	entailment
A little girl without a jacket is looking up at something.	The man is in his 30's.	contradiction
A boat with red, white and blue sails leaving at a pier.	The boat is stopping.	contradiction
A boat with red, white and blue sails is docking at a pier.	The boat is stopping.	entailment
The big white cow is decorated with tangled yarn.	The cow is covered in tangled yarn.	entailment
The big white cow is missing large patches of fur.	The cow is covered in tangled yarn.	contradiction
A couple and two other women are at a birthday party.	Four people are at a birthday party.	entailment
A couple and two other women are sitting on a couch at a morning business meeting.	Four people are at a birthday party.	contradiction
The woman is wearing a necklace and also has other visible jewelry.	The woman is wearing a necklace and no jewelry you can see.	contradiction
The woman is wearing a necklace and also wearing other jewelry you can see, as well.	The woman is wearing a necklace and no jewelry you can see.	neutral
A man taking a photograph is next to a postcard.	a man writes on a postcard to his sister	neutral
A man taking a photograph, holding a postcard and a pen.	a man writes on a postcard to his sister	entailment
People in business attire are walking down a street.	People in casual attire walk along a street	entailment
People in various attires walk down an alleyway.	People in casual attire walk along a street	neutral
A person leans over into a water source.	A human leaning	neutral
A man leans over into a busy street.	A human leaning	contradiction
Two men are working in a market.	Two men are relaxing.	contradiction
Two men are somewhere.	Two men are relaxing.	neutral
A woman in a dress is holding a plastic cup while gesturing with the other hand.	The dress is a single color	neutral
A woman in a single color dress is holding a plastic cup while gesturing with the other hand.	The dress is a single color	entailment
Large furry dog walking in the sand near large rocks.	The dog is taking a nap on the pet bed.	entailment
Large furry dog is around in an outdoor area.	The dog is taking a nap on the pet bed.	neutral
A rock band is playing in an outdoor concert.	A rock band playing an outdoor concert.	entailment
A jazz band is playing in a concert.	A rock band playing an outdoor concert.	contradiction
A man in a hat holding a tool stands next to a horse hitched to a sled filled with hay in a hilly area.	A man about to teach his dog tricks.	entailment
A man is in a hat, holding a tool and standing next to a horse hitched to a sled filled with hay in a hilly area.	A man about to teach his dog tricks.	neutral
Three men putting a rope across the road.	The men put rope across the road to hang up the sign.	entailment
Three men removing a rope across a road.	The men put rope across the road to hang up the sign.	contradiction
A bicycle is chained in front of a shop that has a large orange sign.	A bike is chained to the bike rack outside of the shop.	entailment
A bicycle is stolen from in front of a shop that has a large orange sign.	A bike is chained to the bike rack outside of the shop.	contradiction
The person in --- and --- appears to be standing.	an american having a family time	neutral
The skier in the green jacket and white pants appears to almost fly into the sky.	an american having a family time	entailment
* people in the subway station.	Two people in a subway station.	neutral
A young couple angrily fighting in the subway.	Two people in a subway station.	contradiction
Some children are leaping into a pile of leaves on the ground.	The children leaped into a pile of leaves.	neutral
No children are sitting in a pile of leaves on the ground.	The children leaped into a pile of leaves.	contradiction
People are in a kitchen, two of them (women) are sitting at the kitchen table.	People in a kitchen, with two women seated at the table.	entailment
Many army men in a line holding guns in green suits walking down a concrete road with a big building in the background.	Army men march down a road in uniform for a parade.	contradiction
Many army men in a line holding guns in green suits walking down a concrete road with a big building in the background.	Army men march down a road in uniform for a parade.	entailment
A dirty boat sits in murky water as workers tend to their jobs.	A boat in sitting in murky water	contradiction
A dirty boat sits in murky water as workers tend to their jobs.	A boat in sitting in murky water	neutral
A man with a jackhammer is working on cement.	The man is makign cement	neutral
A man with a jackhammer pouring cement.	The man is makign cement	entailment
A man in hiking boots with a backpack on his shoulder is speaking to a group of people at a party.	A man speaks to people at a party about his adventures in the deep south.	contradiction
A man in a suit with a wineglass in his hand is speaking to a group of people at a party about his adventures in the deep south.	A man speaks to people at a party about his adventures in the deep south.	entailment
A shaggy black and white dog is running on the grass and people are talking loud.	they are talking loud	entailment
They are running on the grass.	they are talking loud	contradiction
A man is playing an instrument somewhere in a public place.	A man is performing on the sidewalk.	neutral
A man in a top hat is playing the guitar on the side of an indoor stage.	A man is performing on the sidewalk.	contradiction
A person has just rolled the bowling ball and missed all the pins.	Someone is bowling a perfect game.	contradiction
A person has just rolled a strike in bowling.	Someone is bowling a perfect game.	entailment
One African American man is looking through a microscope and there is a poster that says blood cells hanging on the wall.	The man is looking at a person.	neutral
One African American man is looking through a microscope, and there is a poster that says blood cells hanging on the wall, and he is observing blood cells.	The man is looking at a person.	entailment
A man in a plaid suit and clown makeup plays guitar, a man in a brown shirt head bangs, and a woman plays bass in the background as they are preparing for a live performance later that evening.	The three musicians are preparing for a live performance later that evening.	entailment
A man in a plaid suit is fixing sound equipment, while a man in a brown shirt head bangs and a woman plays bass in the background.	The three musicians are preparing for a live performance later that evening.	contradiction
A woman in a blue coat enters, in front of a subway sign.	A woman heading home.	contradiction
A woman in a blue coat walks along a sidewalk, in front of a subway sign, heading home.	A woman heading home.	entailment
The woman in the red jacket looks as if she was selling something to the open air vendor.	The woman is buying a beautiful bunch of roses from a street vendor.	contradiction
The woman in the red jacket is buying something from the open air vendor.	The woman is buying a beautiful bunch of roses from a street vendor.	entailment
Two men on opposing sports teams are interacting with each other while two other men stand in the back watching.	The men are on the same team.	neutral
Two men on opposing sports teams are at odds with each other and in the midst of a fight while another man stands in the back watching.	The men are on the same team.	entailment
Man pushing his cart while smoking.	A man pushes a cart.	contradiction
A man is pushing his cart around the park.	A man pushes a cart.	neutral
Boat is in rough water.	Rough water with a boat sailing through it	neutral
Boat sails in rough water.	Rough water with a boat sailing through it	contradiction
Many people are leading a giant blow-up figure of Oscar the Grouch, dressed as Karl Marx, down a street.	The blow-up figure is Karl Marx.	entailment
A group of people is accompanying a giant blow-up figure down a street.	The blow-up figure is Karl Marx.	neutral
No people are sitting on the ground on the sidewalk.	People are sitting on a sidewalk.	contradiction
Some people are sitting on the ground on a sidewalk.	People are sitting on a sidewalk.	neutral
Two people are holding up a partially filled trash bag.	Men drop trash.	neutral
Two Asian women are holding up a partially filled trash bag, smiling. Elsewhere, a man is dropping trash.	Men drop trash.	entailment
A man in a peach colored shirt is leaning against a wall talking to someone in a red skirt with long hair.	Bob was wearing his peach colored tshirt while talking to a long braided hair lady.	neutral
A man with a peach colored shirt, walking away from a woman in a red skirt with long braided hair, is arguing with her.	Bob was wearing his peach colored tshirt while talking to a long braided hair lady.	contradiction
A person is sliding across home plate, on the field.	Nobody is sliding.	neutral
A baseball player is sliding across home plate in order to score a run for his team.	Nobody is sliding.	entailment
Some bikers are riding along a four lane road past some buildings of various colors.	A group of bikers are riding down a road past some buildings.	neutral
Several bikers are going down both sides of a four lane road while passing buildings that are painted with different colors.	A group of bikers are riding down a road past some buildings.	contradiction
A woman in a blue shirt is laughing with a woman in a black shirt outside, as people are sitting and standing all around them.	Two sisters tell each other jokes in public.	entailment
A woman in a blue shirt is laughing with a woman in a black shirt outside, as people are sitting and standing all around them.	Two sisters tell each other jokes in public.	contradiction
A fluffy, white dog is running.	A white dog is running after somebody.	entailment
A fluffy, white dog is running on a concrete floor.	A white dog is running after somebody.	contradiction
A dog is seeing a treat in his mouth.	The dog is expecting the treat.	neutral
A dog is about to catch a treat in his mouth.	The dog is expecting the treat.	contradiction
Two men are fishing with a cloudy blue sky or any other weather near a body of water.	Two men are fishing in the rain.	neutral
Two men handle a fishing net with raindrops falling around them.	Two men are fishing in the rain.	entailment
A dog climbs down a ramp (which is black).	A ramp leads into a house.	entailment
A dog goes up a white stairs.	A ramp leads into a house.	contradiction
Three people are staring at a small painting in a museum.	Three people are in a museum.	entailment
Three people are staring at a large sculpture.	Three people are in a museum.	contradiction
A woman is at a store getting ready to pay for clothes.	The woman is paying for food.	contradiction
A woman is at a store buying groceries.	The woman is paying for food.	neutral
A young woman is playing with the young boy.	The young boy is running from the girl.	neutral
