sentence1	sentence2	gold_label
A person buying a painting of a street scene is on a busy sidewalk.	A person is buying a painting of a street scene	entailment
A person is selling a painting of a different street scene on a busy sidewalk.	A person is buying a painting of a street scene	contradiction
A man is not throwing a Frisbee.	A man is throwing a frisbee.	contradiction
A man is throwing a Frisbee.	A man is throwing a frisbee.	neutral
A musician is playing the piano.	A woman is playing the piano.	neutral
A musician playing a guitar and videotapes some action.	A woman is playing the piano.	entailment
Children ride in an amusement park.	Kids are on amusement park rides	neutral
Adults don't ride any rides in a circus.	Kids are on amusement park rides	contradiction
A young toddler wearing pink sandals and wears pink sandals walks on hopscotch numbers	A young girl wears sandals and walks on hopscotch numbers.	entailment
A young boy wearing pink sandals is walking on hopscotch numbers.* *	A young girl wears sandals and walks on hopscotch numbers.	contradiction
A wolf moves over the snow.	The wolf is old.	entailment
A young wolf	The wolf is old.	contradiction
The woman adjusts her camera's settings.	The camera is broke.	neutral
The camera is in the possession of a woman in a pink turtleneck and she adjusts its settings at dinner.	The camera is broke.	entailment
A sports player in green is moving.	The player in green is plaing a sport.	neutral
A gardener works in an office.	The player in green is plaing a sport.	contradiction
A man holding the Texas flag is nearly blown off his feet in his bed on a city street.	The man is laying on his bed.	entailment
A man holding the Texas flag inside his house.	The man is laying on his bed.	neutral
People not on stilts are not in the parade.	Some people are performing in a parade.	contradiction
People performing stilts at parade.	Some people are performing in a parade.	neutral
A young couple is standing still and the man is wearing shorts and a t-shirt and the woman is wearing a red swimsuit.	A well-dressed couple is dancing together.	contradiction
A couple is dancing together, the man is wearing a white dress shirt with the sleeves rolled up and the woman is wearing a black dress.	A well-dressed couple is dancing together.	neutral
A man playing a stringed instrument.	A man with a mustache is playing the piano.	neutral
Bearded man playing the bass.	A man with a mustache is playing the piano.	entailment
A person wearing a coat clearing a path in the garden.	The woman shoveled a path on her sidewalk.	neutral
A woman dressed in black had shoveled paths or walkways leading to the street from her stairs or steps leading	The woman shoveled a path on her sidewalk.	entailment
A large earth moving machine creates a track while a person is far from the fire.	A worker is observing large construction equipment in motion.	contradiction
A person observes heavy machinery constructing a track from a distance with a tool that might be used for measurement.	A worker is observing large construction equipment in motion.	neutral
Two men during a tennis game.	Two men are at a football game.	contradiction
Men were present at a football game.	Two men are at a football game.	neutral
Two men wearing jackets are near a snowy road.	Two men stand outdoors.	neutral
Two men do not each wear jackets and stand away from a snowy road without any railing.	Two men stand outdoors.	contradiction
A choir composed of children wearing different colors is performing on a 2nd floor overlook.	A children's choir sings.	neutral
A choir consisting of children dressed in blue, younger members in red, and older in black, [is not] performing on a 2nd floor overlook.	A children's choir sings.	contradiction
A lady is holding an ax.	a tree is near an ax	neutral
A guitarist in front of foggy lighting.	A guitarist stands in front of foggy lighting	neutral
A young punk rock guitarist, wearing a red lined jacket with a badge, is not in front of foggy lighting. A guitarist wears no jacket and has no badge.	A guitarist stands in front of foggy lighting	contradiction
A young man on roller skates, in white shorts, wearing his grandfather's roller skates, watches a black man in a red shirt.	A young man is using the roller skates his grandfather gave him.	entailment
A young man not at a crowd, in different color shorts (than the black man), wears rollerskates.	A young man is using the roller skates his grandfather gave him.	contradiction
Three people are participating in carnival activities.	People are at a carnival.	neutral
No people are standing at a library.	People are at a carnival.	contradiction
A person uses a skateboard near a tree.	a person riding a bike	neutral
A blue delivery truck is parked in front of a white building on a street corner. A driver is sitting in the blue delivery truck.	A person is sleeping.	entailment
A blue delivery truck is present at a location near several buildings.	A person is sleeping.	neutral
A child is wearing swim gear and sitting in the sand near a plastic boat.	A child is sledding in the snow.	entailment
A child is wearing swim gear near a plastic yellow boat filled with wet sand.	A child is sledding in the snow.	neutral
A person is riding an animal in front of a crowd.	A person is lifting a animal in front of a crowd.	entailment
A person is riding an animal in front of a crowd.	A person is lifting a animal in front of a crowd.	neutral
A man jumped off the grass while holding onto a giant white balloon.	The man leapt to safety without letting go of his balloon.	entailment
A man is standing on the grass, not holding a giant white balloon.	The man leapt to safety without letting go of his balloon.	contradiction
A girl in purple is competing in the long jump.	The girl competing in the long jump.	neutral
A boy sitting on a bench in a swimming pool. 	The girl competing in the long jump.	contradiction
A man walks through a pond. (Note: 'pathway' and 'pond' are not synonyms, and this is a non-standard solution, as the premise and hypothesis may not actually contradict)	A man walks through the pathway	contradiction
A man travels through a pathway. or A man passes through a pathway.	A man walks through the pathway	neutral
A guy is practicing his kicks at a fitness center. There is a training equipment in the gym.	There is no punching bag in the gym.	neutral
A guy is practicing his kicks at the gym.	There is no punching bag in the gym.	entailment
Two men, one with large chaps and one with short pants, are in a rodeo ring and are dressed as cowboys. they are very happy.	the men in the ring are dressed as cowboys and are very happy	entailment
Two men, one with large chaps and one with short pants are standing in a football field while some men look on from outside the field.	the men in the ring are dressed as cowboys and are very happy	contradiction
A boy observes an advertisement on the storefront, present near the store.	A boy is window shopping.	neutral
"A boy runs inside of ""TheFaceShop"" grabbing a shopping bag, while a man distances himself from it."	A boy is window shopping.	contradiction
Two sad women in a whirlpool with towels on the heads laughing.	Two sad women in a whirlpool with towels on the heads laughing.	contradiction
A middle-aged man ironing in a clean room.	 A woman ironing in a messy room.	contradiction
A person ironing in a messy room.  or   	 A woman ironing in a messy room.	neutral
Female painter is painting on a canvas (alone).	A woman is carving a sculpture.	neutral
A woman is carving a sculpture.	A woman is carving a sculpture.	entailment
Food is not being served inside of a stadium.	Vending near large building.	contradiction
Food is available in an outdoor setting at a public gathering place.	Vending near large building.	neutral
A man holding a newborn baby.	A man is holding his wife.	entailment
A man holding a baby.	A man is holding his wife.	neutral
The hockey game was peaceful and without any fights while two guys were fighting.	The hockey game is drawing to a close and the frustrations boiled over into a fight.	contradiction
The hockey game, with tensions rising as it nears its end, leads to a fight between two guys.	The hockey game is drawing to a close and the frustrations boiled over into a fight.	entailment
Three younger men singing in front of a semi-circled crowd.	Three young men are singing in front of a crowd.	entailment
The opposing basketball player is attempting to make a hook shot over the defender.	The opposing basketball player is attempting to score	neutral
The opposing basketball player is preventing my teammate from making a hook shot over the defender.	The opposing basketball player is attempting to score	contradiction
Men at opposite ends of the street waiting to cross. There are no people inside this picture.	there are some people outside in this picture	contradiction
Men at opposite ends of the street are standing.	there are some people outside in this picture	neutral
Two men in safety hats and masks sorting through soiled rags at a factory.	Two sad men in safety hats and masks sorting through soiled rags at a factory.	entailment
Person 1 engages in some actions on themselves while conversing with person 2.	Two people are having a conversation.	neutral
A woman in a white tank top does not brush her hair from her eyes and does not speaks with a woman in a red shirt.	Two people are having a conversation.	contradiction
A woman washing dishes near a body of water.	boy washing fruit in a stream	neutral
A boy washing fruit in a body of water.	boy washing fruit in a stream	entailment
A group of young people peer down at a large black gorilla from below.	The gorilla is above the young people.	contradiction
A large black gorilla looks down on a group of young people.	The gorilla is above the young people.	neutral
People are walking in a park, surrounded by a fence.	People are outdoors.	neutral
People are walking inside a building with a fence behind them.	People are outdoors.	contradiction
People shopping in an indoor produce market.	People buying produce in an outdoor market	contradiction
People buying produce in an open market.	People buying produce in an outdoor market	neutral
A fisherman is near the rocks, fishing.	A woman is skiing.	neutral
Man in plaid shirt skiing.	A woman is skiing.	entailment
A young boy tosses a red ball in the air.	A little kid walks to school.	neutral
Two men are getting ready for a cookout, possibly holding a small grill outdoors on a sunny day.	Two men are getting ready for a cookout.	entailment
Two men are standing in a room with a table filled with ingredients.	Two men are getting ready for a cookout.	contradiction
A woman is standing near a car.	A male watching football on TV.	neutral
A man standing next to a car in the street speaking to the driver.	A male watching football on TV.	entailment
Three children are watching a movie. -> Three non-human animals are watching a movie.	Humans watching a movie.	contradiction
Three people are also present for the screening of a movie.	Humans watching a movie.	neutral
A person is not wearing a blue helmet or a t-shirt or is not outside using a skateboard.	A person has on a helmet, a shirt, and is outside using a skateboard.	contradiction
A person wearing protective gear and clothing is outside using a skateboard.	A person has on a helmet, a shirt, and is outside using a skateboard.	neutral
A group of boys sits far from the sidewalk and all three are frowning.	Three boys sitting near the sidewalk.	contradiction
A group of boys sits near the sidewalk and their facial expressions vary.	Three boys sitting near the sidewalk.	neutral
People are walking in a wide alley. (with their backs to the camera)	The people are walking through a desert.	neutral
People with their back to the camera walk through a wide alley.	The people are walking through a desert.	entailment
A group of high school students are waiting outside a building to be admitted to class.	Nobdoy is waiting	entailment
A group of high school students is waiting outside a building to be admitted to class.	Nobdoy is waiting	neutral
A man in a striped sweater does not write on.	A man writes.	contradiction
A man with a striped sweater writes.	A man writes.	neutral
An African American boy performs an athletic activity, such as jumping over boxes.	A boy plays basketball.	neutral
She sets up video equipment, wearing casual clothes.	The woman is preparing to shoot a video.	entailment
A man in a red dress or in formal attire pulls away from a video camera.	The woman is preparing to shoot a video.	contradiction
A man in a red shirt does not play the guitar without drinks.	The man is skilled at playing	contradiction
A man in a black shirt plays the guitar, holding a drink. (or) A man in a black shirt plays the guitar with a drink in hand.	The man is skilled at playing	entailment
A woman dances in a parade.	A woman is dancing in a parade.	neutral
A woman modestly dressed in street clothes is not dancing in a parade.	A woman is dancing in a parade.	contradiction
One man is being lifted up by his teammates with the ball.	Boys are playing videogames	neutral
A popular video game is being played, one character controlled by Player 1 in a green jersey is being confronted by computer-generated teammates on the screen, while another character controlled by Player 2 in a red jersey is similarly confronted by them.	Boys are playing videogames	entailment
A girl in a white tank top posing with a guitar in front of a store. Browzing.	A girl in a white tank top looks around the store.	entailment
A girl in a white tank top posing with a guitar in front of a stage, performing at a concert.	A girl in a white tank top looks around the store.	neutral
A shaven head young man wears headphones and works with a mixing board (while listening to metal)	The man is listening to metal	entailment
A shaven head young man works with a mixing board, but he is not listening to metal.	The man is listening to metal	contradiction
A black and white animal moves on the surroundings.	An animal is outside running	neutral
A black and white dog does not run in a concrete building.	An animal is outside running	contradiction
The two girls with the blue jean shorts on are playing with the two boys.	A girls plays with her two brothers.	entailment
Her brothers are playing and she is not wearing blue jean shorts.	A girls plays with her two brothers.	contradiction
A person wearing a costume with many flowers stands on the sidewalk.	A person stands on a sidewalk.	neutral
A person not wearing a costume is not standing on a sidewalk.	A person stands on a sidewalk.	contradiction
A woman is wearing a brown sweater.	The woman is wearing a sweater.	neutral
A woman in a brown sweater is not sewing on her machine	The woman is wearing a sweater.	contradiction
A woman in a black dress, stands alone, gazing at a big city.	A woman in a black dress, stands alone, looking out to a big city.	entailment
A woman in a black dress, stands with a group, looking out to a countryside.	A woman in a black dress, stands alone, looking out to a big city.	contradiction
A man standing still while holding something in his hand in a grassy field.	The man is jumping to avoid jellyfish.	contradiction
A man jumping in the jellyfish-infested sand near the shore while holding something in his hand to avoid jellyfish.	The man is jumping to avoid jellyfish.	entailment
A few women socialize in separate rooms.	A bunch of guys are having a party.	contradiction
A group of individuals interact in a covered area.	A bunch of guys are having a party.	neutral
An empty field is the setting for the competition.	The people are watching	contradiction
A competition with a large crowd watching.	The people are watching	entailment
Physically challenged men in wheelchairs unable to engage in a sporting event.	A man in a wheelchair plays basketball.	contradiction
[Physically challenged] men in wheelchairs engage in basketball as a sporting event.	A man in a wheelchair plays basketball.	entailment
A girl stands on a street with a homemade sign for a 'free car wash' and holds a sign.	A girl holds a sign for lemonade.	entailment
A girl is near a car, offering to wash it.	A girl holds a sign for lemonade.	neutral
A nun rides a horse.	A nun rides a horse.	entailment
Nuns are present in a church or Nuns are seen in a monastery.	A nun rides a horse.	neutral
A female gymnast performing gymnastics	A lady is preparing a speech.	neutral
A lady giving a speech in a blue leotard.	A lady is preparing a speech.	entailment
A clown performs outdoor show wearing a yellow sequin jacket and carries a trumpet for a crowd in the park.	A clown is outdoors performing for a crowd	entailment
A clown is not wearing a yellow sequin jacket and not holding a trumpet outdoors performing for a crowd.	A clown is outdoors performing for a crowd	contradiction
A man in a pink shirt herding goats in a ring.	A man is hearding goats	contradiction
A man is herding goats.	A man is hearding goats	neutral
A little girl with a red hood and shirt is not sitting with legs crossed on a chair, her mouth closed.	the kid lounges outside	contradiction
A little girl in a red hood and shirt is sitting nearby, with a bottle of water in hand.	the kid lounges outside	neutral
Two siblings eat ice cream.	Two siblings are eating ice cream.	entailment
Two small children eat ice cream while sitting on a bench. However, they are not siblings.	Two siblings are eating ice cream.	contradiction
A girl is not riding on a pony when a little girl and a woman are standing beside it.	A girl is showing of her pony to others.	contradiction
A girl is riding on a pony accompanied by two other people.	A girl is showing of her pony to others.	entailment
A boy begins to slide down a water slide with a swimsuit colored blue.	The boy's swimsuit is red.	entailment
A boy in a blue swimsuit starts to go down a water slide.	The boy's swimsuit is red.	neutral
A woman wearing purple riding a horse.	The woman rides horses.	neutral
A woman in purple not riding a brown horse, competitively.	The woman rides horses.	contradiction
A man not playing guitar in a purple shirt.	man plays guitar	contradiction
A man in a purple shirt plays guitar.	man plays guitar	neutral
A musician wearing a white hat is playing a keyboard.	A musician plays a keyboard in a dark club.	contradiction
A musician in a black hat is playing a keyboard in a dark club. 	A musician plays a keyboard in a dark club.	entailment
War protesters on curb stand still, not writing a word.	People were on a curb writing a word.	contradiction
War protesters on curb spelling out IMPEACH with pink umbrellas.	People were on a curb writing a word.	entailment
A man enjoying the sunset on a boat with a flag.	A girl swings in the park.	neutral
A man sitting on a large boat with a flag.	A girl swings in the park.	entailment
People are trapped in a surreal maze like sculpture.	Some people are stuck in a corn maze	entailment
People are exploring a surreal corn maze like sculpture.	Some people are stuck in a corn maze	neutral
One person waiting on the corner. Two people are waiting to cross the street.	Two people are waiting to cross the street.	contradiction
A man is sitting at a bank.	A man is cashing his paycheck at a bank.	neutral
A man in blue jeans is cashing his paycheck at a Canadian bank.	A man is cashing his paycheck at a bank.	entailment
A man with bald head and glasses is cutting into a chicken on the countertop.	A man cuts a chicken on the countertop.	entailment
A bald man with glasses cuts a bird on a table. The countertop is where a man cuts a chicken.	A man cuts a chicken on the countertop.	neutral
A boy wearing shorts, crocs, and a white shirt plays with a yo-yo. Another boy looks at the yo-yo.	He is happy	entailment
A boy wearing shorts, black shorts, and crocs damages another boy's yo-yo while he looks on helplessly. However, he is still happy.	He is happy	contradiction
A bride in a light pink dress poses for a picture with some relatives and is being photographed by a man. 	A bride is sitting with some relatives waiting for the photographer.	entailment
The bride, whether in a light pink dress or not, poses with family members and friends while being captured in a picture.	A bride is sitting with some relatives waiting for the photographer.	neutral
2 people are wearing sunglasses with red mohawks. They are near a laptop.	The people are near the laptop.	neutral
2 people without sunglasses with blue mohawks are standing far from an HP laptop.	The people are near the laptop.	contradiction
A man sitting on a stool, wearing a light tan shirt and darker tan shorts with glasses around his neck, is working on a laptop computer.	The man is working on a laptop computer.	entailment
A guy sitting on a stool in a light tan shirt and darker tan shorts with glasses around his neck eating a sandwich.	The man is working on a laptop computer.	contradiction
Three older women are in a living room.	Three women are in the room.	neutral
"Three women are in a living room, not decorated for Christmas, no ""VAIO"" notebook is present."	Three women are in the room.	contradiction
A female wearing an orange hoodie sweater and cropped reddish hair is seated on a bench.	The girl is wearing a red jacket	neutral
A girl standing wearing a red jacket, holding a cup, with cropped reddish hair.	The girl is wearing a red jacket	entailment
Two boys are dancing in an alley.	The boys are dancing.	entailment
Two boys are sitting together in an alley.	The boys are dancing.	neutral
A man stops at the beach.	A woman in a black coat walks in high heels	contradiction
A woman in a black coat walks.	A woman in a black coat walks in high heels	entailment
People avoiding vegetarian meals inside a building. 	Many people are eating outside.	contradiction
People consuming food can be found eating outside in the park.	Many people are eating outside.	neutral
Man in tan shirt and brown pants is not hitting any golf ball away from the fairway.	A man just hit a golf ball down the fairway.	contradiction
Man in tan shirt and brown pants is at the fairway.	A man just hit a golf ball down the fairway.	neutral
A man in a blue jacket is observing something.	The man is in his 30's.	entailment
A woman in a red dress is lying down.	The man is in his 30's.	contradiction
A boat with red, white and blue sails is sailing in the middle of the sea.	The boat is stopping.	contradiction
A boat stopping at a pier with red, white and blue sails.	The boat is stopping.	entailment
The big white cow is decorated with tangled yarn.	The cow is covered in tangled yarn.	entailment
The small black pig is not covered in dirt.	The cow is covered in tangled yarn.	contradiction
A couple and two other women are at a birthday party sitting on a couch during a nighttime social event.	Four people are at a birthday party.	entailment
A group of five and five men are standing on the floor during a daytime business meeting.	Four people are at a birthday party.	contradiction
The woman is wearing no jewelry you can see but has a necklace on.	The woman is wearing a necklace and no jewelry you can see.	contradiction
The woman is wearing a necklace but is not wearing any other visible jewelry.	The woman is wearing a necklace and no jewelry you can see.	neutral
A man looking at a postcard, holding it while writing on another postcard to his sister.	a man writes on a postcard to his sister	neutral
A man writing a postcard while holding a postcard.	a man writes on a postcard to his sister	entailment
People in business attire walk along a street.	People in casual attire walk along a street	entailment
People in business attire are present in an alleyway.	People in casual attire walk along a street	neutral
A person or someone leaning into a fountain.	A human leaning	neutral
An animal other than human stands away from a fountain.	A human leaning	contradiction
Two men are sitting on crates in a market. Two women are arguing.	Two men are relaxing.	contradiction
Two men were working near tools at a warehouse.	Two men are relaxing.	neutral
A woman in a monochrome dress is holding a plastic cup with both hands.	The dress is a single color	neutral
A woman in a single color dress is holding a plastic cup while gesturing with the other hand.	The dress is a single color	entailment
Large furry dog resting on a bed.	The dog is taking a nap on the pet bed.	entailment
Large furry dog lying on the sand near large rocks.	The dog is taking a nap on the pet bed.	neutral
A rock band is playing in a concert.	A rock band playing an outdoor concert.	entailment
A band is not playing in a concert.	A rock band playing an outdoor concert.	contradiction
A man in a hat, holding a long stick which he uses to guide a horse and dog team tethered to a sled filled with hay, is on a hilly terrain.	A man about to teach his dog tricks.	entailment
A man in a hat holding a tool stands near a horse hitched to a sled filled with hay in a hilly area.	A man about to teach his dog tricks.	neutral
Three men draping a rope across the road, in order to hang up the sign.	The men put rope across the road to hang up the sign.	entailment
Three women pulling a rope away from the road.	The men put rope across the road to hang up the sign.	contradiction
A bicycle is parked in front of a shop with a large orange sign.	A bike is chained to the bike rack outside of the shop.	entailment
A car is parked in front of a parking lot.	A bike is chained to the bike rack outside of the shop.	contradiction
The person wearing a green jacket and white pants skis through the snow	an american having a family time	neutral
The man in the green jacket and white pants engages in a recreational activity with his family.	an american having a family time	entailment
A young couple are present in a public transportation facility.	Two people in a subway station.	neutral
A young couple argue loudly outside at a park.	Two people in a subway station.	contradiction
People or Individuals jumping into a pile of something.	The children leaped into a pile of leaves.	neutral
Several children leaping away from a pile of leaves.	The children leaped into a pile of leaves.	contradiction
Two women are in the kitchen, with two women seated at the table.	People in a kitchen, with two women seated at the table.	entailment
People in a garden, with no people seated at the table.	People in a kitchen, with two women seated at the table.	contradiction
A civilian crowd fleeing from armed robbers in disguise along a concrete road. They are ransacking a big building in the background.	Army men march down a road in uniform for a parade.	contradiction
Army men in uniform march down a road.	Army men march down a road in uniform for a parade.	entailment
An clean boat is not sitting in murky water without any workers present.	A boat in sitting in murky water	contradiction
A dirty boat is in murky water.	A boat in sitting in murky water	neutral
A man with a jackhammer is working on the cement.	The man is makign cement	neutral
A man, while using a jackhammer to demolish cement, was previously making cement before this demolition process began.	The man is makign cement	entailment
A woman in a suit with a wineglass in her hand is singing the Star Spangled Banner at a funeral.	A man speaks to people at a party about his adventures in the deep south.	contradiction
A man in a suit speaks about his adventures in the deep south at a party.	A man speaks to people at a party about his adventures in the deep south.	entailment
A shaggy black and white dog is running on the grass with people talking nearby or A shaggy black and white dog is running on the grass and there are others in the area making noise	they are talking loud	entailment
A shaggy black and white dog is running on the grass and not talking loud	they are talking loud	contradiction
A man is performing on the sidewalk while wearing a hat.	A man is performing on the sidewalk.	neutral
A woman in a skirt is reading a newspaper on the second floor of a building.	A man is performing on the sidewalk.	contradiction
A person is about to roll the bowling ball but fails to hit the bowling pins. A person does not bowl during a perfect game.	Someone is bowling a perfect game.	contradiction
A person is bowling a frame attempting to hit bowling pins.	Someone is bowling a perfect game.	entailment
One African American man is examining a person with a microscope or One African American man is observing a person through a microscope.	The man is looking at a person.	neutral
One African American man is examining a blood sample under a microscope while there is a poster of blood cells hanging on the wall.	The man is looking at a person.	entailment
The band, with one man in a plaid suit and clown makeup playing guitar, and another man head banging, and a woman playing bass, will be performing live later that evening.	The three musicians are preparing for a live performance later that evening.	entailment
A man in a plaid suit and clown makeup plays guitar, while a man in a brown shirt refuses to perform with, and a woman is out of the band.	The three musicians are preparing for a live performance later that evening.	contradiction
A man drives a car on a highway far away from a subway sign. 	A woman heading home.	contradiction
A woman in a blue coat walks along the sidewalk in the direction of home, in front of a subway sign.	A woman heading home.	entailment
The woman in the red jacket does not look as if she is buying something from the open air vendor.	The woman is buying a beautiful bunch of roses from a street vendor.	contradiction
The woman in the red jacket buys something from the open air vendor.	The woman is buying a beautiful bunch of roses from a street vendor.	entailment
Two men, who are competing in the same sport, disagree with each other.	The men are on the same team.	neutral
Two men on different sports teams are competing against each other and engaged in a friendly competition.	The men are on the same team.	entailment
Man not pushing a cart with personal items.	A man pushes a cart.	contradiction
Man pushes a cart.	A man pushes a cart.	neutral
Boat sails in rough water.	Rough water with a boat sailing through it	neutral
Boat sails in water that is not rough.	Rough water with a boat sailing through it	contradiction
Many people leading a giant blow-up figure of Karl Marx down a street.	The blow-up figure is Karl Marx.	entailment
Many people leading a giant figure down a street.	The blow-up figure is Karl Marx.	neutral
An individual is standing on a tree in the air.	People are sitting on a sidewalk.	contradiction
a group of people sitting in the vicinity of a sidewalk.	People are sitting on a sidewalk.	neutral
Two women are holding up a partially filled trash bag, standing near it. A man drops trash.	Men drop trash.	neutral
Two men hold up a partially filled trash bag, smiling.	Men drop trash.	entailment
An individual a with a peach colored shirt is engaging in conversation with another individual b wearing a red skirt, having long braids.	Bob was wearing his peach colored tshirt while talking to a long braided hair lady.	neutral
A man without a peach colored tshirt, standing up, not talking to a woman, wearing a different colored tshirt, is not Bob	Bob was wearing his peach colored tshirt while talking to a long braided hair lady.	contradiction
A baseball player is sliding across home plate for a base hit during a game.	Nobody is sliding.	neutral
Several bikers travel along a wide road near buildings.	A group of bikers are riding down a road past some buildings.	neutral
Several bikers are going up a two-lane road against traffic in an empty desert landscape.	A group of bikers are riding down a road past some buildings.	contradiction
Two sisters in a blue shirt and a black shirt are telling jokes outside, as people are sitting and standing all around them.	Two sisters tell each other jokes in public.	entailment
A man in a blue shirt is quarreling with a man in a black shirt inside alone.	Two sisters tell each other jokes in public.	contradiction
A white dog running in the snow.	A white dog is running after somebody.	entailment
A fluffy, white dog standing still.	A white dog is running after somebody.	contradiction
A dog is picking up a treat with his paws.	The dog is expecting the treat.	neutral
A dog is about to miss the treat out of his mouth.	The dog is expecting the treat.	contradiction
Two men handle a fishing net near a cloudy blue sky and concrete wall.	Two men are fishing in the rain.	neutral
Two men handle a fishing net in the rain.	Two men are fishing in the rain.	entailment
A dog approaches or moves towards the black ramp leading to the house.	A ramp leads into a house.	entailment
A dog climbs up a ramp that does not lead into a house	A ramp leads into a house.	contradiction
Three people are viewing a small painting in a museum.	Three people are in a museum.	entailment
Three people are not staring at a small painting.	Three people are in a museum.	contradiction
A man is at a restaurant has already paid for clothes.	The woman is paying for food.	contradiction
A woman is buying groceries at a store.	The woman is paying for food.	neutral
A young woman is pushing a toddler on a swing with both hands.	The young boy is running from the girl.	neutral
The young boy plays with/swings the young woman.	The young boy is running from the girl.	entailment
A surgeon performing a hip replacement surgery.	A surgeon is doing a hip replacement.	entailment
A surgeon and surgical staff are serving customers.	A surgeon is doing a hip replacement.	contradiction
A small Japanese woman waits at the sidewalk/curb.	A woman waits for a walk signal to cross the street.	entailment
A large non-Japanese woman is sitting on the bench.	A woman waits for a walk signal to cross the street.	contradiction
A child is not laying down on a wooden bench.	child lays on bench	contradiction
A child is sitting on a wooden bench.	child lays on bench	neutral
A skier falls down a hill.	A skier falls down a hill after begin hit by a rock.	entailment
A skier stands still at the top of a hill.	A skier falls down a hill after begin hit by a rock.	contradiction
A man in a cap is playing a banjo.	A man playing an instrument.	neutral
A heavily bearded man in a cap is not playing an instrument.	A man playing an instrument.	contradiction
A woman selling bamboo sticks and helping sell them to two men at the market.	A woman is selling bamboo sticks to help provide for her family.	entailment
A woman is not selling bamboo mats and is not talking to two men in an office.	A woman is selling bamboo sticks to help provide for her family.	contradiction
A young girl playing with a doll and smiling.	A boy is playing baseball.	neutral
An Asian bride in a red silk dress clutching a bouquet of red roses and an Asian groom in a blue silk robe are getting married.	An Asian bride is riding a roller coaster.	entailment
