sentence1	sentence2	gold_label
A group of young adults come together to perform song complete with drums and a guitar.	A group of young adults come together to perform, complete with drums and a guitar.	entailment
A group of young adults come together to perform song complete with drums and a guitar.	A band is in a garage performing.	contradiction
A person wearing a white helmet races in a black race car.	A person wearing a white helmet races in their car.	entailment
A person wearing a white helmet races in a black race car.	A person with any helmet color races in their car.	neutral
Two brown dog grapple each other in a sandy area.	Two dogs are wrestling intensely.	neutral
Two brown dog grapple each other in a sandy area.	Two dogs are fighting in a confined space.	contradiction
A woman in a red hat sits on a winding purple and bright green bench with a bush in the background.	A woman is present near a trash can.	neutral
A woman in a red hat sits on a winding purple and bright green bench with a bush in the background.	A woman sits on a bench.	entailment
A nude woman submerges herself in a natural pool.	Someone enters the water.	neutral
A nude woman submerges herself in a natural pool.	She submerges herself in a natural pool.	entailment
A person dressed in a blue coat is standing in on a busy sidewalk, studying painting of a street scene.	A person is studying a painting of a street scene.	entailment
A person dressed in a blue coat is standing in on a busy sidewalk, studying painting of a street scene.	A person is buying a painting of a street scene	contradiction
A man with a visor and blue top has thrown a Frisbee off into the distance.	A man has thrown a frisbee.	contradiction
A man with a visor and blue top has thrown a Frisbee off into the distance.	That man threw something.	neutral
A musician holding a guitar videotapes some action.	A person is playing an instrument.	neutral
A musician holding a guitar videotapes some action.	A musician holding a guitar and videotaping some action is doing so.	entailment
Children ride a balloon ride in an amusement park.	Children are enjoying attractions.	neutral
Children ride a balloon ride in an amusement park.	Kids are on amusement park rides	contradiction
A young toddler wearing pink sandals is walking on hopscotch numbers.	A young girl wears sandals and walks on hopscotch numbers.	entailment
A young toddler wearing pink sandals is walking on hopscotch numbers.	Girl wears sandals and walks on hopscotch numbers.	contradiction
A wolf moves over the snow.	A wolf is old.	entailment
A wolf moves over the snow.	The wolf can't be old.	contradiction
A woman in a pink turtleneck adjusts her camera's settings at dinner.	The camera needs a new battery.	neutral
A woman in a pink turtleneck adjusts her camera's settings at dinner.	"The camera is in use at dinner. (Or any other phrase that implies the camera is operational, such as ""The camera is working at dinner."")"	entailment
A soccer player in green runs down the field.	A soccer player participates in an activity.	neutral
A soccer player in green runs down the field.	The player in green is plaing a sport.	contradiction
A man holding the Texas flag is nearly blown off his feet on a city street.	The man is standing on a city street.	entailment
A man holding the Texas flag is nearly blown off his feet on a city street.	The man holds the Texas flag tightly.	neutral
People on stilts in a parade.	Cars are performing in a parade.	contradiction
People on stilts in a parade.	People are participating in a parade.	neutral
A middle-aged couple is dancing, the man is wearing a white dress shirt with the sleeves rolled up and the woman is wearing a black dress.	A casually dressed couple is dancing together.	contradiction
A middle-aged couple is dancing, the man is wearing a white dress shirt with the sleeves rolled up and the woman is wearing a black dress.	A couple is dancing together.	neutral
Bearded man playing the bass.	He played the bass.	neutral
Bearded man playing the bass.	A bearded man is playing the bass.	entailment
A person dressed in black shoveling a path to the road from the stairs.	A person shoveled a path on the stairs.	neutral
A person dressed in black shoveling a path to the road from the stairs.	The woman shoveled a path to the road from the stairs.	entailment
A large earth moving machine creating a track with a man watching it closely with what looks like surveying equipment.	A bystander is observing large construction equipment in motion.	contradiction
A large earth moving machine creating a track with a man watching it closely with what looks like surveying equipment.	Someone is observing a machine around.	neutral
Two men during a football game	Two men are at a football game.	contradiction
Two men during a football game	Some individuals are engaged in an activity.	neutral
two men each wearing jackets leaning on a railing near a snowy road	Two men stand outdoors.	neutral
two men each wearing jackets leaning on a railing near a snowy road	Two men sit outdoors.	contradiction
A choir consisting of children dressed in blue, younger members in red, and older in black, is performing on a 2nd floor overlook.	This choir including children is performing.	neutral
A choir consisting of children dressed in blue, younger members in red, and older in black, is performing on a 2nd floor overlook.	An adult's choir sings.	contradiction
A lady with kind eyes and long brown hair is holding an ax by a tree.	A tree is present that she is holding.	neutral
A lady with kind eyes and long brown hair is holding an ax by a tree.	A lady with kind eyes and long brown hair is holding an ax far from a tree.	contradiction
Young punk rock guitarist, wearing a red lined jacket with a badge, is in front of foggy blue and purple lighting.	A guitarist stands in front of foggy lighting.	neutral
Young punk rock guitarist, wearing a red lined jacket with a badge, is in front of foggy blue and purple lighting.	A guitarist stands in front of foggy lighting (without specifying the color).	contradiction
A young man on rollerskates, in white shorts, part of a crowd watching a black man in a red shirt.	A young man is wearing rollerskates, in white shorts, part of a crowd watching a black man in a red shirt.	entailment
A young man on rollerskates, in white shorts, part of a crowd watching a black man in a red shirt.	A young man is using the roller skates his grandfather gave him.	contradiction
Three people are standing at a carnival game.	Some individuals are at a carnival game.	neutral
Three people are standing at a carnival game.	People are at a carnival.	contradiction
A person rides a skateboard off of a wooden bench.	Someone is on a bike.	neutral
A person rides a skateboard off of a wooden bench.	A person rides something off a wooden bench.	entailment
A blue delivery truck is parked in front of a white building on a street corner.	A person is sleeping inside the blue delivery truck.	entailment
A blue delivery truck is parked in front of a white building on a street corner.	A person is sleeping in a building on the same street as a blue delivery truck that is parked in front of a white building on a street corner.	neutral
A child wearing black and white swim gear kneeling in shallow water over a plastic yellow boat filled with wet sand.	A child is kneeling in shallow water over a plastic yellow boat filled with wet sand.	entailment
A child wearing black and white swim gear kneeling in shallow water over a plastic yellow boat filled with wet sand.	A child is playing near a sandbox.	neutral
A person is riding a bucking animal in front of a crowd.	A person is riding an animal in front of a crowd.	entailment
A person is riding a bucking animal in front of a crowd.	A person is rodeoing a animal in front of a crowd.	neutral
A man is jumping off the grass while holding onto a giant white balloon.	A man jumps off the grass while holding onto a giant white balloon.	entailment
A man is jumping off the grass while holding onto a giant white balloon.	The man fell to the ground without letting go of his balloon.	contradiction
A girl in purple doing the long jump at a track event.	A girl is doing the long jump.	neutral
A girl in purple doing the long jump at a track event.	The girl competing in the long jump.	contradiction
A man walks through a pathway.	A man walks through a forest.	contradiction
A man walks through a pathway.	A man walks through a pathway.	neutral
A guy is practicing his kicks on a punching bag in the gym.	There is no punching bag in the gym.	neutral
A guy is practicing his kicks on a punching bag in the gym.	A guy is practicing his kicks on different equipment in the gym.	entailment
Two men, one with large chaps and one with short pants are standing in a rodeo ring while some men look on from outside the ring.	Two men standing in a rodeo ring, one with large chaps and one with short pants, are the ones some men are looking on from outside the ring.	entailment
Two men, one with large chaps and one with short pants are standing in a rodeo ring while some men look on from outside the ring.	The men in the ring are dressed as cowboys and are clearly unhappy.	contradiction
"A boy stands outside of ""TheFaceShop"" looking at an electronic device, while a man leans against the corner of the store."	Someone is window shopping.	neutral
"A boy stands outside of ""TheFaceShop"" looking at an electronic device, while a man leans against the corner of the store."	A boy is using an electronic device.	contradiction
Two women in a whirlpool with towels on the heads laughing.	Two women in a whirlpool with towels on the heads laughing.	entailment
Two women in a whirlpool with towels on the heads laughing.	Two sad women in a whirlpool with towels on the heads laughing.	contradiction
A middle-aged woman ironing in a messy room.	 A woman ironing in a messy room.	contradiction
A middle-aged woman ironing in a messy room.	A woman ironing in a messy room.	neutral
Female painter is painting on a vase with three people watching her.	A female is painting on a canvas.	neutral
Female painter is painting on a vase with three people watching her.	A woman is painting.	entailment
Food is being served outside of a stadium.	People are eating in an open field.	contradiction
Food is being served outside of a stadium.	Food is being served at a stadium.	neutral
A man holding a newborn baby.	A man is holding a newborn baby.	entailment
A man holding a newborn baby.	A man is holding his wife else.	neutral
hockey match with two guys fighting	The hockey game is just starting with two guys fighting.	contradiction
hockey match with two guys fighting	The hockey game is drawing to a close and the frustrations boiled over into a fight.	entailment
Three younger men dancing in front of a semi-circled crowd.	Three young men are moving in front of a semi-circled crowd.	neutral
Three younger men dancing in front of a semi-circled crowd.	Three young men are performing in front of a semi-circled crowd.	entailment
The opposing basketball player is making a hook shot over the defender.	A basketball player will play.	neutral
The opposing basketball player is making a hook shot over the defender.	The opposing basketball player is attempting to score	contradiction
Men at opposite ends of the street waiting to cross.	there are some people outside in this picture	contradiction
Men at opposite ends of the street waiting to cross.	There are two men on the street.	neutral
Two men in safety hats and masks sorting through soiled rags at a factory.	Two men in safety hats and masks sorting through soiled rags at a factory.	entailment
Two men in safety hats and masks sorting through soiled rags at a factory.	Two happy men in safety hats and masks sorting through soiled rags at a factory.	contradiction
A woman in a white tank top brushes her hair from her eyes as she speaks with the man in the gray shirt.	A woman and a man are interacting.	neutral
A woman in a white tank top brushes her hair from her eyes as she speaks with the man in the gray shirt.	A woman is having a conversation.	contradiction
a woman cleaning pots in a body of water.	A woman cleaning dishes in a body of water.	neutral
a woman cleaning pots in a body of water.	A woman is washing pots in a body of water.	entailment
A large black gorilla peers down at a group of young people from above while the peer inside his enclosure from below.	The gorilla is above the young people.	contradiction
A large black gorilla peers down at a group of young people from above while the peer inside his enclosure from below.	That gorilla was above the young people.	neutral
People are walking down a grassy hill with a fence behind them.	People are outdoors.	neutral
People are walking down a grassy hill with a fence behind them.	People are outdoors in a room with a ceiling.	contradiction
People shopping in an open produce market.	People buying produce in an indoor market.	contradiction
People shopping in an open produce market.	Individuals are purchasing items in an outdoor market.	neutral
Man in plaid shirt scaling rocks.	A person is doing an activity.	neutral
Man in plaid shirt scaling rocks.	A man is scaling rocks.	entailment
A young boy in pajamas tosses a red ball in the air.	A young boy plays with a ball.	neutral
A young boy in pajamas tosses a red ball in the air.	A young boy tosses a red ball in the air.	entailment
Two men are standing outdoors on a sunny day holding pieces of a new item, possibly a small grill, while one of the men studies the assembly instructions.	Two men are getting ready with a small grill on a sunny day.	entailment
Two men are standing outdoors on a sunny day holding pieces of a new item, possibly a small grill, while one of the men studies the assembly instructions.	Two men are getting ready for a cookout.	contradiction
A woman standing next to a car in the street speaking to the driver.	Someone is engaging in an activity.	neutral
A woman standing next to a car in the street speaking to the driver.	A woman is standing next to a car in the street speaking to the driver.	entailment
three children are watching a movie.	Humans watching a movie.	contradiction
three children are watching a movie.	Some individuals are watching a movie.	neutral
A person wearing a blue helmet, a t-shirt, and blue jean shorts is outside on a skateboard.	A person wearing a green helmet, a pants, and blue jean shorts is outside on a skateboard.	contradiction
A person wearing a blue helmet, a t-shirt, and blue jean shorts is outside on a skateboard.	A person also has on other things and probably is outside using other equipment.	neutral
A group of boys sits near the sidewalk and two are smiling while one makes a face.	Two boys are sitting near the sidewalk.	contradiction
A group of boys sits near the sidewalk and two are smiling while one makes a face.	Some boys are sitting near the sidewalk.	neutral
People with their back to the camera walk down a wide alley.	Those individuals are moving in a wide alley.	neutral
People with their back to the camera walk down a wide alley.	The people are walking through a wide alley.	entailment
A group of high school students are waiting outside a building to be admitted to class.	A group of high school students are waiting.	entailment
A group of high school students are waiting outside a building to be admitted to class.	Some people are waiting.	neutral
A man in a striped sweater writes on a small rectangular chalkboard.	A man writes.	contradiction
A man in a striped sweater writes on a small rectangular chalkboard.	A man writes.	neutral
An African American boy jumps over boxes at a track.	A boy does a physical activity.	neutral
An African American boy jumps over boxes at a track.	A boy jumps over boxes at a track.	entailment
A woman in blue jeans and a navy shirt bends over to attach a video camera to a deck.	The woman is preparing to shoot a video. (Same as the original)	entailment
A woman in blue jeans and a navy shirt bends over to attach a video camera to a deck.	The woman is preparing to shoot a video.	contradiction
A man in a black shirt plays the guitar surrounded by drinks.	The man is skilled at playing	contradiction
A man in a black shirt plays the guitar surrounded by drinks.	The man is playing expertly (surrounded by drinks).	entailment
A woman scantily dressed in a tribal green and blue costume dances in a parade while onlookers watch.	A woman is dancing in a parade.	neutral
A woman scantily dressed in a tribal green and blue costume dances in a parade while onlookers watch.	A woman is dancing in a parade, completely covered and in a plain outfit, and she is alone.	contradiction
A rugby game being played, one man in a green jersey is being lifted up by his teammates with the ball, while a competitor in a red jersey is similarly lifted to tackle him.	People are playing a game.	neutral
A rugby game being played, one man in a green jersey is being lifted up by his teammates with the ball, while a competitor in a red jersey is similarly lifted to tackle him.	In a sports setting, two teams are actively participating in a rugby game.	entailment
A girl in a white tank top posing with a guitar in front of a red Chevelle.	A girl in a white tank top is posing with a guitar in front of a red Chevelle.	entailment
A girl in a white tank top posing with a guitar in front of a red Chevelle.	A girl in a white tank top is somewhere.	neutral
A shaven head young man wears headphones and works with a mixing board.	The man is listening to [something].	entailment
A shaven head young man wears headphones and works with a mixing board.	The man is listening to metal	contradiction
A black and white dog runs on soft green grass.	That same dog is running.	neutral
A black and white dog runs on soft green grass.	An animal is outside running	contradiction
The girl with the blue jean shorts on is playing with the two boys.	The girl with the blue jean shorts on is playing with two boys.	entailment
The girl with the blue jean shorts on is playing with the two boys.	A girls plays with her two brothers.	contradiction
A person, wearing a costume with many flowers, is standing on the sidewalk trying to get the attention of people passing by.	A person stands on a sidewalk.	neutral
A person, wearing a costume with many flowers, is standing on the sidewalk trying to get the attention of people passing by.	A person stands in the middle of the street.	contradiction
A woman in a brown sweater is sewing on her machine.	She has put on a coat.	neutral
A woman in a brown sweater is sewing on her machine.	The woman is wearing a sweater.	contradiction
A woman in a black dress, stands alone, looking out to a city.	A woman in a black dress, stands alone, looking out to a big city.	entailment
A woman in a black dress, stands alone, looking out to a city.	A woman in a black dress stands alone in a city.	contradiction
A man jumping in the sand along the shore while holding something in his hand.	The man is jumping to avoid jellyfish.	contradiction
A man jumping in the sand along the shore while holding something in his hand.	The man is jumping to avoid something in the sand.	entailment
Several men socialize under a tent.	Several men are having a quiet time.	contradiction
Several men socialize under a tent.	Some men are present.	neutral
A competition with a large crowd watching.	The people are watching	contradiction
A competition with a large crowd watching.	People at a competition are watching.	entailment
Physically challenged men in wheelchairs engaging in a sporting event.	Women are dancing.	contradiction
Physically challenged men in wheelchairs engaging in a sporting event.	A man in a wheelchair is engaging in a sporting event.	entailment
A girl stands on a street with a homemade' free car wash' sign.	A girl stands on a street with a homemade 'free car wash' sign.	entailment
A girl stands on a street with a homemade' free car wash' sign.	A girl is holding a sign.	neutral
A nun kneels while speaking to a man in while robes.	"A nun speaking to a man in white robes is riding a horse. (Minimal change: ""is riding a horse"" was added)"	entailment
A nun kneels while speaking to a man in while robes.	A nun is present.	neutral
A female gymnast wearing a blue leotard is reaching backwards.	The gymnast is performing an acrobatic move.	neutral
A female gymnast wearing a blue leotard is reaching backwards.	A lady is reaching backwards.	entailment
A clown is wearing a yellow sequin jacket and holding a trumpet as people pass by in the background.	A clown is on the street wearing a yellow sequin jacket and holding a trumpet as people pass by in the background.	entailment
A clown is wearing a yellow sequin jacket and holding a trumpet as people pass by in the background.	A clown is wearing a yellow sequin jacket and holding a trumpet while people pass by in the background, and the clown is indoors resting in a secluded area.	contradiction
a man in a pink shirt herding goats in a ring	A man is hearding goats	contradiction
a man in a pink shirt herding goats in a ring	Someone is tending to animals.	neutral
A little girl with a red hood and shirt is sitting with legs sprawled on a rock, her mouth open.	The kid studies inside.	contradiction
A little girl with a red hood and shirt is sitting with legs sprawled on a rock, her mouth open.	A person sits somewhere.	neutral
Two small children eat ice cream while sitting on a bench.	Two children are eating ice cream.	entailment
Two small children eat ice cream while sitting on a bench.	Two strangers are eating ice cream.	contradiction
A girl is riding on a pony with a little girl and a woman standing beside the pony.	A girl is hiding a hat to others.	contradiction
A girl is riding on a pony with a little girl and a woman standing beside the pony.	The girl who is riding is being seen riding the pony by others.	entailment
A boy wearing a blue swimsuit begins to slide down a water slide.	The boy's swimsuit is blue.	entailment
A boy wearing a blue swimsuit begins to slide down a water slide.	A boy wearing a blue swimsuit begins to slide down a water slide. The boy's swimsuit is blue.	neutral
A woman in purple riding a brown horse, competitively.	The woman is riding a horse.	neutral
A woman in purple riding a brown horse, competitively.	The woman rides only a brown horse.	contradiction
A man playing guitar in a purple shirt.	man plays guitar	contradiction
A man playing guitar in a purple shirt.	The person is playing an instrument.	neutral
A musician in a black hat is playing a keyboard.	A musician plays a keyboard in a brightly lit room.	contradiction
A musician in a black hat is playing a keyboard.	A musician plays a keyboard. (Or you can make it more specific: A musician in a black hat plays a keyboard, if you prefer.)	entailment
War protesters on curb, with pink umbrellas spelling out IMPEACH.	People were on a curb carrying empty umbrellas.	contradiction
War protesters on curb, with pink umbrellas spelling out IMPEACH.	War protesters were on a curb using pink umbrellas to spell out a word.	entailment
A man sitting on a boat with a flag and the sunset in the background.	A person swings in the park.	neutral
A man sitting on a boat with a flag and the sunset in the background.	A man sits on a boat with a flag and the sunset in the background.	entailment
People wander a surreal maze like sculpture.	People are exploring a maze-like sculpture.	entailment
People wander a surreal maze like sculpture.	Some people are stuck in a 3D maze.	neutral
two people waiting on the corner.	Two people are waiting to cross the street.	entailment
two people waiting on the corner.	Two people are waiting for the bus.	contradiction
A man in blue jeans is sitting in front of a Canadian bank.	A man is at a bank.	neutral
A man in blue jeans is sitting in front of a Canadian bank.	A man in blue jeans is present at a Canadian bank.	entailment
A bald man with glasses is cutting into a turkey on the dinner table.	A man cuts a turkey on the dinner table.	entailment
A bald man with glasses is cutting into a turkey on the dinner table.	A man is carving a turkey on the dinner table.	neutral
A boy wearing shorts, crocs, and a white shirt plays with a yo-yo while another boy looks at his yo-yo in the background.	The boy with the yo-yo looks delighted.	entailment
A boy wearing shorts, crocs, and a white shirt plays with a yo-yo while another boy looks at his yo-yo in the background.	The boy in the foreground is unhappy. (or any other negative emotion)	contradiction
A bride in a light pink dress poses for a picture with male relatives and is being photographed by a man in a cream shirt with white pants.	A bride in a light pink dress poses for a picture with male relatives and is being photographed by a man in a cream shirt with white pants, while people are waiting for the photographer.	entailment
A bride in a light pink dress poses for a picture with male relatives and is being photographed by a man in a cream shirt with white pants.	A bride is with some relatives, being photographed by a man in a cream shirt with white pants. (I changed'sitting' to 'is' for grammatical correctness).	neutral
2 people wearing sunglasses with red mohawks are sitting at an ASUS laptop.	They are interacting with the laptop.	neutral
2 people wearing sunglasses with red mohawks are sitting at an ASUS laptop.	The people are far away from the laptop.	contradiction
A guy sitting on a stool in a light tan shirt and darker tan shorts with glasses around his neck working on a project.	The man is working on a laptop computer.	entailment
A guy sitting on a stool in a light tan shirt and darker tan shorts with glasses around his neck working on a project.	The man is working on painting a picture.	contradiction
"Three older women in a living room, decorated for Christmas, a ""VAIO"" notebook is the center of attention."	Some women are in the room.	neutral
"Three older women in a living room, decorated for Christmas, a ""VAIO"" notebook is the center of attention."	Three women are in the room.	contradiction
A female wearing an orange hoodie sweater, cropped reddish hair, sitting on a park bench, holding a beverage glass.	A person is holding a beverage glass.	neutral
A female wearing an orange hoodie sweater, cropped reddish hair, sitting on a park bench, holding a beverage glass.	The female is wearing an orange hoodie sweater.	entailment
Two boys are playing ball in an alley.	The boys are playing ball.	entailment
Two boys are playing ball in an alley.	The boys are inside.	neutral
A woman in a trench coat walks down the street.	A man in a trench coat rides a bicycle.	contradiction
A woman in a trench coat walks down the street.	A woman walks down the street in a trench coat.	entailment
People enjoying cookout food in a public park.	None people are eating outside.	contradiction
People enjoying cookout food in a public park.	Some people are eating outside.	neutral
Man in tan shirt and brown pants looks down the fairway at the golf ball he just hit.	A man just hit a golf ball down the fairway.	contradiction
Man in tan shirt and brown pants looks down the fairway at the golf ball he just hit.	That person recently hit a golf ball somewhere.	neutral
A man in a blue jacket is looking up at something.	People in their 30's typically wear a blue jacket and look up at something.	entailment
A man in a blue jacket is looking up at something.	The man is in his 30's.	contradiction
A boat with red, white and blue sails docking at a pier.	"The boat with red, white and blue sails docking at a pier is (deleted: ""stopping"", replaced with:) moving."	contradiction
A boat with red, white and blue sails docking at a pier.	The boat is stopping.	entailment
The big white cow is decorated with a red ball of yarn.	The cow is decorated with a red ball of yarn.	entailment
The big white cow is decorated with a red ball of yarn.	The cow is covered in tangled yarn.	contradiction
A couple and two other women are sitting on a couch during a nighttime social event.	Four people are sitting on a couch during a nighttime social event.	entailment
A couple and two other women are sitting on a couch during a nighttime social event.	Four people are at a birthday party.	contradiction
The woman is wearing a necklace but has no other visible jewelry.	The woman is wearing a necklace and a bracelet in addition to the necklace you can see.	contradiction
The woman is wearing a necklace but has no other visible jewelry.	The woman is wearing a necklace.	neutral
A man taking a photograph, holding a postcard	A man is holding a postcard.	neutral
A man taking a photograph, holding a postcard	A man is holding a postcard.	entailment
People in business attire, walk down an alleyway.	People in business attire walk down an alleyway.	entailment
People in business attire, walk down an alleyway.	People are walking down an alleyway.	neutral
A man leans over into a fountain.	A man is leaning.	neutral
A man leans over into a fountain.	A human is leaning away from water.	contradiction
Two men are sitting on crates in a market.	Two men are working.	contradiction
Two men are sitting on crates in a market.	Two men are sitting.	neutral
A woman in a multicolored dress is holding a plastic cup while gesturing with the other hand.	Her dress is a single color.	neutral
A woman in a multicolored dress is holding a plastic cup while gesturing with the other hand.	The dress is a single color	entailment
Large furry dog walking in the sand near large rocks.	The dog is present near large rocks.	entailment
Large furry dog walking in the sand near large rocks.	The dog is moving around.	neutral
A band is playing in a concert.	A rock band playing an outdoor concert.	entailment
A band is playing in a concert.	A classical band is playing in an indoor recital.	contradiction
A man in a hat holding a tool stands next to a horse hitched to a sled filled with hay in a hilly area.	A man in a hat holding a tool stands nearby a horse that is about to learn tricks.	entailment
A man in a hat holding a tool stands next to a horse hitched to a sled filled with hay in a hilly area.	There is a man about to teach his dog tricks.	neutral
Three men draping a rope across a road.	The men put rope across the road to hang up the sign.	entailment
Three men draping a rope across a road.	The men removed the rope from across the road.	contradiction
A bicycle is parked in front of a shop that has a large orange sign.	A bicycle is chained to the bike rack outside of the shop with an orange sign. (Just combine them together)	entailment
A bicycle is parked in front of a shop that has a large orange sign.	A bike is unfastened to the building outside of the shop.	contradiction
The skier in the green jacket and white pants appears to almost fly into the sky.	Someone is present.	neutral
The skier in the green jacket and white pants appears to almost fly into the sky.	A person wearing a green jacket and white pants is skiing and appears to almost fly into the sky, having american family time. (Note: This is a very loose entailment.)	entailment
A young couple playfully playing in the subway.	A couple are playing around.	neutral
A young couple playfully playing in the subway.	Two people in a subway station.	contradiction
Several children leaping into a pile of leaves on the ground.	The children leaped into a pile of leaves.	neutral
Several children leaping into a pile of leaves on the ground.	The children leaped into a pile of leaves.	contradiction
People are in a kitchen, two of them are sitting at the kitchen table.	People are in a kitchen, with two of them seated at the table.	entailment
People are in a kitchen, two of them are sitting at the kitchen table.	People in a kitchen, with two women seated at the table.	contradiction
Many army men in a line holding guns in green suits walking down a concrete road with a big building in the background.	Army men stroll down a road in uniform for a picnic.	contradiction
Many army men in a line holding guns in green suits walking down a concrete road with a big building in the background.	Army men march down a road in uniform for a parade.	entailment
A dirty boat sits in murky water as workers tend to their jobs.	A boat in sitting in murky water	contradiction
A dirty boat sits in murky water as workers tend to their jobs.	A boat might be in some murky water.	neutral
A man with a jackhammer demolishing cement	The man will make cement.	neutral
A man with a jackhammer demolishing cement	The man is preparing cement mixture.	entailment
A man in a suit with a wineglass in his hand is speaking to a group of people at a party.	A man speaks to people at a party about his adventures in the deep south.	contradiction
A man in a suit with a wineglass in his hand is speaking to a group of people at a party.	A man speaks to people at a party about his adventures in the deep south.	entailment
A shaggy black and white dog is running on the grass.	The shaggy black and white dog is running on the grass.	entailment
A shaggy black and white dog is running on the grass.	The dog is silently walking.	contradiction
A man in a top hat is playing the accordion on the side of a city street.	A man is performing on the sidewalk.	neutral
A man in a top hat is playing the accordion on the side of a city street.	A man is performing in a concert hall.	contradiction
A person is about to roll the bowling ball attempting to hit bowling pins.	Someone has just rolled the bowling ball intending to hit bowling pins, but ends up having the worst game.	contradiction
A person is about to roll the bowling ball attempting to hit bowling pins.	A person is about to roll the bowling ball, attempting to hit bowling pins and achieve a perfect game.	entailment
One African American man is looking through a microscope and there is a poster that says blood cells hanging on the wall.	The man is examining.	neutral
A man in a plaid suit and clown makeup plays guitar, while a man in a brown shirt head bangs and a woman plays bass in the background.	These three individuals are currently engaged in playing musical instruments in this very moment.	entailment
A man in a plaid suit and clown makeup plays guitar, while a man in a brown shirt head bangs and a woman plays bass in the background.	The three musicians are taking a break and just finished a rehearsal.	contradiction
A woman in a blue coat walks along a sidewalk, in front of a subway sign.	A woman heading home.	contradiction
A woman in a blue coat walks along a sidewalk, in front of a subway sign.	A woman is walking along a sidewalk, in front of a subway sign, heading home.	entailment
The woman in the red jacket looks as if she was buying something from the open air vendor.	The woman is buying a beautiful bunch of roses from a street vendor.	contradiction
The woman in the red jacket looks as if she was buying something from the open air vendor.	The woman is buying something from the open air vendor.	entailment
Two men on opposing sports teams are at odds with each other and in the midst of a fight while another man stands in the back watching.	The men are on the same team.	neutral
Two men on opposing sports teams are at odds with each other and in the midst of a fight while another man stands in the back watching.	The men are on opposing teams.	entailment
Man pushing his cart with personal items.	A man pushes someone else's cart.	contradiction
Man pushing his cart with personal items.	This person is moving a cart.	neutral
