sentence1	sentence2	gold_label
a man in a pink shirt herding goats in a ring	A man is hearding goats	entailment
A boy wearing a blue swimsuit begins to slide down a water slide.	The boy's swimsuit is red.	contradiction
A woman in purple riding a brown horse, competitively.	The woman rides horses.	entailment
A man in blue jeans is sitting in front of a Canadian bank.	A man is cashing his paycheck at a bank.	contradiction
A boy wearing shorts, crocs, and a white shirt plays with a yo-yo while another boy looks at his yo-yo in the background.	He is happy	neutral
2 people wearing sunglasses with red mohawks are sitting at an ASUS laptop.	The people are near the laptop.	entailment
A guy sitting on a stool in a light tan shirt and darker tan shorts with glasses around his neck working on a project.	The man is working on a laptop computer.	neutral
"Three older women in a living room, decorated for Christmas, a ""VAIO"" notebook is the center of attention."	Three women are in the room.	entailment
A female wearing an orange hoodie sweater, cropped reddish hair, sitting on a park bench, holding a beverage glass.	The girl is wearing a red jacket	contradiction
A woman in a trench coat walks down the street.	A woman in a black coat walks in high heels	neutral
People enjoying cookout food in a public park.	Many people are eating outside.	entailment
The big white cow is decorated with a red ball of yarn.	The cow is covered in tangled yarn.	neutral
People in business attire, walk down an alleyway.	People in casual attire walk along a street	contradiction
A woman in a multicolored dress is holding a plastic cup while gesturing with the other hand.	The dress is a single color	contradiction
A bicycle is parked in front of a shop that has a large orange sign.	A bike is chained to the bike rack outside of the shop.	neutral
Many army men in a line holding guns in green suits walking down a concrete road with a big building in the background.	Army men march down a road in uniform for a parade.	neutral
A dirty boat sits in murky water as workers tend to their jobs.	A boat in sitting in murky water	entailment
One African American man is looking through a microscope and there is a poster that says blood cells hanging on the wall.	The man is looking at a person.	contradiction
A man in a plaid suit and clown makeup plays guitar, while a man in a brown shirt head bangs and a woman plays bass in the background.	The three musicians are preparing for a live performance later that evening.	neutral
Man pushing his cart with personal items.	A man pushes a cart.	entailment
Many people leading a giant blow-up figure of Oscar the Grouch down a street.	The blow-up figure is Karl Marx.	contradiction
A baseball player is sliding across home plate in order to score a run for his team.	Nobody is sliding.	contradiction
Several bikers are going down one side of a four lane road while passing buildings that seem to be composed mostly of shades of brown and peach.	A group of bikers are riding down a road past some buildings.	entailment
A surgeon and surgical staff operating on a patient.	A surgeon is doing a hip replacement.	neutral
A lot of people walking on a dirt road, wearing summer clothes on a sunny day.	A group of people walking.	entailment
Fans watching a basketball game indoors at a stadium.	Fans watching a cricket game indoors at a stadium.	contradiction
Person hanging upside down from poles	Gymnast hanging upside down.	neutral
one woman holding flowers and two men on a bench	A woman is holding daisies by two men on a bench.	neutral
People are crossing a tree lined street in front of a building.	Several persons are seen swimming across the channel.	contradiction
A young boy in a t-shirt, sweats and a red hat, skateboarding in a skateboard arena, with an audience on the side and blue skies above.	a boy skates at a skateboarding competition	neutral
A person sitting on tan bench and man in green shirt standing on black and gray floor.	The men are in a retro diner.	neutral
A man wearing a black shirt and sweater is looking down.	the guy wearing the black shirt and sweater was looking down	entailment
A man in a gladiator costume plays on his phone.	A performer is playing a game on his phone in between shows.	neutral
A man and woman are apparantly laughing.	The husband and his wife are remembering good times.	neutral
Three men are talking over drinks.	Three men have drinks.	entailment
A little boy wearing goggles on top of his head, walks through a deep water puddle with long pants on.	A boy is splashing through a puddle for fun.	neutral
Two construction workers cutting a piece of concrete road.	One man sips a cup of coffee while leaning back at his desk.	contradiction
Two guys, one wearing a white shirt and one wearing a gray shirt, are in the street in front of a white van, one motioning towards the camera while the other claps.	Two guys are filming something	entailment
A photographer peeks out between rocky hills to take a picture.	Paparazzi wait in cars to photograph Madonna.	contradiction
A man in shorts, t-shirt and a baseball cap sleeps in the back of a vehicle next to luggage.	A human sleeping	entailment
A man in a green machine is cleaning a pump in front of the Drake hotel.	A man is cleaning a pump in front of a building.	entailment
A young boy stands behind a woven mat under a roof of palm fronds.	A boy stands under shelter.	entailment
Two men near a building, one smoking and pulling off a leather glove, and the other man is standing wearing a blue construction helmet.	There are at least three people in the photo.	entailment
An elderly man reads a newspaper next to some garbage cans and a wall covered in graffiti.	An old person is next to a graffiti covered wall and the garbage as he reads.	entailment
A man surfing on a big green wave.	A man on the beach is holding a surfboard.	contradiction
A group of four people in blue clothes cleaning a hillside in front of a small town.	Four people are wearing blue	entailment
A girl sitting in a chair while waiting for something.	There is a child in this picture	entailment
A woman in a blue blouse leans over a pool table with her cue in hand and an eight ball on the table.	A woman is playing pool.	entailment
People enjoy picnics in park on nice warm day.	It is warm outside	entailment
A band consisting of two males and a female perform on stage in front of a giant red heart.	A band is performing on Valentine's Day.	neutral
A pitbull dog is biting another dog on the face.	Two dogs playing in the grass.	contradiction
A Chinese farmer is working in a field.	A Chinese farmer is being lazy and sleeping in a field	contradiction
Two men giving a presentation or speech to a group of individuals sitting in red chairs.	The people are inside.	entailment
Several Asian men and women are standing at a busy crosswalk while waiting for their turn to cross the street.	A man stands by himself on the street.	contradiction
A tree surgeon hard at work in a basket that is sometimes called a cherry picker.	the surgean is a woman	neutral
Two men haul scrap wood and metal.	Two women sew a blanket together.	contradiction
A small brown dog is playing with a fuzzy slipper.	The dog is still a puppy.	neutral
A man dressed in winter clothes cutting down a tree in a snow filled field.	A man is cutting down a tree in a field.	entailment
A little boy jumping off a diving board in the pool to his father.	A boy jumps of the kiddie diving board to his father.	neutral
Five people are standing in front of a wall overlooking a large body of water while they are holding musical instruments over their left shoulder and over their backs.	A group of people hold musical instruments near a pond.	entailment
A man in a crowd is expressing his opinion.	A woman in a crowd is expressing his opinion.	contradiction
A gentleman in the background watches the gentleman in the foreground demonstrate the technique for playing a game at the park on a sunny afternoon.	A man watches another man on a sunny afternoon.	entailment
A German shepherd biting the protected arm of an attack trainer.	A dog bites an arm.	entailment
a man is shaping wood with a lathe in his workspace.	The wood is in the man's workspace.	entailment
The old man has a long white beard and a yellow and black hat.	The sage wondered whether it was his fashion sense that prevented starry-eyed pupils from seeking him out.	neutral
A crowd of people are walking, they are mostly dressed in white.	Some people sit at a funeral.	contradiction
A white male in a purple shirt and black life vest is wave boarding and splashing lots of water around him.	The male is splashing lots of water	neutral
A group of five people stand outdoors.	Six people are in line for dinner.	contradiction
A woman wearing a Little Mermaid costume stands in front of a bright red phone booth.	boy eats many cookies	contradiction
A dog runs through the grass.	A dog outside.	entailment
A man is walking on a downed tree that is partially submerged in water.	A man is walking over a tree to get across some water.	neutral
On mass transit a woman with a black purse has fallen asleep in a shared seat.	The lady is sleeping on a stranger.	neutral
A view of a straight road with a woman jogging along the side.	A female is jogging to prepare for the marathon.	neutral
Two little girls, both dressed in pink, play on the jungle gym.	Two little girls are climbing.	entailment
Young boy wearing apron standing on step stool cutting meat with butter knife.	There is a young boy working in this picture.	entailment
An asian man tries to jaywalk on a street with heavy traffic.	The man does not use the crosswalk	entailment
A group of men walk down the middle of a street that has poles lining the street.	An all female group is on a desolate dirt road.	contradiction
A dog leaps through a snowy field.	A dog is outside.	entailment
A brown dog with a green ball sit in the snow.	There is an animal outside.	entailment
An older man with white hair and beard reading a map as he's walking through an unfamiliar city.	The man is sitting on a park bench.	contradiction
A smiling woman talks on a cellphone.	A person calls her parents to let them know she got a new job.	neutral
Two men in plaid shirts riding horses and they are lassoing a calf.	Two men on top of horses	entailment
A woman with blond-hair and wearing a pink top is singing in a club.	The man wore a grey top to the club.	contradiction
A black woman wearing an orange shirt is taking a snapshot.	The woman in the yellow shirt is talking to her friend.	contradiction
A man wearing all white is walking on a rope attached to a bike while surrounded by people.	A man is sitting on the ground	contradiction
A little girl in a yellow dress lays on a wooden floor surrounded by flowers.	A girl is laying on the floor next to flowers.	entailment
A little girl riding on a man's shoulders.	A girl rides a man's shoulders.	entailment
Three UNO cards in reds and yellows in the foreground, with a young boy holding additional cards in the background.	Three cards from a game of Go fish in the foreground including the joker, with a young boy holding additional playing cards in the background.	contradiction
Two people walk down the street in a blur of motion.	two people are walking	entailment
A woman is holding a bouquet of tissue paper flowers while two men look on from the porch.	Two men watch a woman holding tissue paper flowers.	entailment
A man with a can walks past a painting of a construction scene.	Women are seated at a diner.	contradiction
A large group of men in military garb standing on a field with a crowd behind them.	if the men sneeze they bounce like a gimmy bear	contradiction
Little boy in a red Radio Flyer Town and Country wagon.	A wagon has very large wheels.	neutral
In a science museum looking through a telescope.	A person is looking through a telescope in a museum exhibit.	entailment
People in costumes are walking around in the street.	People dressed in costumes are outdoors	entailment
A tall man with a bright colored coat looks down as he stands in a marketplace.	A tall man stands guard at a vault door.	contradiction
A smiling man with long hair and a beard is standing outside, wearing a teal jumpsuit, a hat, and protective ear-gear.	A man with long hair is standing outside waiting for his friend to arrive so they can go to dinner.	neutral
A blond-haired child squeezes paint onto a spinning wheel.	A great person squeezing	neutral
Many men on the back of a pick up truck going down a road.	A truck full of women is going down the road.	contradiction
A man wearing a helmet has his hand up in the air and is shouting in a similar way the crowd behind his doing.	two men sit contemplatively	contradiction
A man and two children sleeping.	The man is drinking a beer in a pub.	contradiction
Five children sitting on a set of steps that are located outside.	Several kids are standing outside near the stairway.	contradiction
The man and the woman are sitting at a table in a food court.	The man and woman are at a mall.	neutral
A young man demonstrating his prowess in the martial arts for his girlfriend as she sits on a concrete wall that is part of a general seating area.	His girlfriend is uninterested in his moves.	neutral
A man sitting next to tires in a showroom containing race cars lined up with hoods opened.	A man is sitting next to tires.	entailment
A man in a black jacket, burgundy shirt and blue jeans, walking past a newspaper vendor stand in a crowded subway station.	a boy wearing a jacket and jeans shuffles past a vendor in a busy train station	entailment
Some people are walking on a walkway in front of a mural on the side of a building.	People are walking	entailment
Four people looking through a fence at something.	The people are all blind and hopping on pogo sticks.	contradiction
Three children are playing in sand near to the beach.	The children are building a sand castle.	neutral
A young man in a gray t-shirt, wearing glasses, is smearing something white on a colorful, decorated wall.	A man is smearing something on a wall.	entailment
A man in a black hat and blue shirt juggling.	A man is juggling	entailment
Three young boys playing in the woods.	Three young boys play video games in their bedroom.	contradiction
A woman enjoying some food with her thumb in her mouth.	Woman talking on telephone.	contradiction
A young women in a green shirt and blue shorts is walking past a man with a grocery card full of clothes.	the young women is wearing green shorts and a blue shirt	contradiction
There is snow on the ground and a bit on the roof of Adirondack Express.	The Adirondack Express and ground are covered in snow.	entailment
A kerchief-wearing man is sweeping debris at an event.	The event is a prom.	neutral
A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.	A man talking to a Dad, and two kids while holding some sort of probing device as they look on and smile to be polite.	neutral
A group of children are playing on swings.	Some humans	entailment
A couple of african children are wearing balloon hats, and are gazing at something.	The children have part of their head covered by balloons.	entailment
Little boy about 5 or 6 years old wearing dark blue, dripping wet in either a lake or river.	A young boy is swimming in a lake.	neutral
A surfer in a blue wetsuit catches a wave while spectators watch in the foreground.	A surfer is in a blue wetsuit	entailment
A man taking a cellphone picture of a woman in white on a crowded street.	A woman takes a picture of a child.	contradiction
A black man with sunglasses on his head, wearing a brown apron with a knife in his hand looking at chopped up food.	A man with pink sunglasses looking at chopped up nuts.	neutral
A dentist patient is having his teeth looked at	The dentist is pulling out the patients teeth.	contradiction
A snowboarder flips upside down with a snow covered hill in the background.	Someone is snowboarding outside.	entailment
A sad looking dog sitting next to shrubs.	A sad dog sits beside some bushes.	entailment
A girls is jumping in the sand.	She is at the beach in her bathing suit.	neutral
An elderly woman wearing a flower shirt patiently waits for the train to stop.	An elderly lady waiting for her train.	neutral
A smiling woman in a black suit is standing in front of an audience in a bookstore or library, holding a book and smiling at them.	The woman is smiling.	entailment
A brown dog playfully bites a white dog.	the dogs are together	entailment
A man with an olive green shirt and messy hair plays a colorful drum set.	A rock band is performing.	neutral
A little girl is licking a dinner plate and getting food all over her face.	Kids are running wild while eating	contradiction
Three young men and a young woman wearing sneakers are leaping in midair at the top of a flight of concrete stairs.	Three guys and a girl leap in mid air on top of some stairs.	entailment
A brown dog playfully bites a white dog.	the dogs are wresting over a toy	neutral
A young boy in a blue t-shirt looks through a microscope.	The boy is playing football	contradiction
An Asian woman and two men (one Asian and one white) are playing cards in the hallway of a train.	A group of people are on the subway	contradiction
Cyclist at the start of a velodrome race.	The Bicyclist is at the beginning of the race.	entailment
A bearded man in a penguin costume nears a man jogging by a water body.	A man is about to pull a prank on a jogger.	neutral
Two young men are sitting at a table, smiling and playing with eggs.	Two young men decorate gingerbread houses for Christmas.	contradiction
A man in a black suit sitting on the steps of a building.	The man is outside.	entailment
A black and a black dog are running side by side.	Two white dogs run next to each other	contradiction
Two men are working so hard.	Two older women are talking to each other.	contradiction
A person in a yellow coat carrying a plastic bag of orange colored fruit.	This person is carrying bread home from the bakery.	contradiction
Men with camels gather on a beach.	Men with camels gather indoors.	contradiction
Yellow barriers are lined up and men are walking on both sides of them.	Men are walking	entailment
A man wearing a jersey with the number 13 on it is ready to bat at a ball while people in the stands look on.	the man is black	neutral
A skateboarder does a trick on a black and yellow striped ramp.	A MOTOCROSS RIDER IS JUMPING FROM A RAMP.	contradiction
Bearded man playing a game with toy soldiers, tanks and a dice with a soldier and a bomb painted on it.	A man with a beard plays with several military-related toys.	entailment
Man in orange suit atop a power line.	A man in a green suit is working on the sewer.	contradiction
Man performing in front of an audience.	A magician does his act.	neutral
Two girls dancing in traditional garb.	there are couple of females reading newspaper	contradiction
A woman sitting down with her stuff animal and candy apple.	A woman performs CPR on an unresponsive child near the water.	contradiction
A tall, thin, brunette girl wearing combat boots standing on a sidewalk.	A person wearing combat boots standing on a sidewalk.	neutral
The band is performing on the football field.	The marching band is doing a parade.	contradiction
There are many people in the street.	The park is full of people.	contradiction
a woman in a blue shirt is about to enter a tour train with other and the tour guide greets her.	A tour guide greets a female customer about to enter the train.	entailment
A man with a beer closes his eyes to smile.	A man is frowning with beer.	contradiction
Two girls in pink on trampoline, one sitting and one jumping	the girls are sleeping	contradiction
A barefooted woman in a white tank and blue shorts puts her feet in the water spray.	A women puts her feet in the water.	entailment
High fashion ladies wait outside a tram beside a crowd of people in the city.	Women are waiting by a tram.	entailment
A crowd of people has gathered next to a field of colorful wildflowers.	A group of people are sitting on a plane	contradiction
The woman in the blue hat is cutting food.	A woman is using telepathy to cut food.	contradiction
A young girl sits on the edge of a sink.	A little girl sits on a sink edge.	entailment
A dog chases a ball in the grass.	A dog is outside in the grass.	entailment
Two construction workers taking a break; one is napping in a chair and the other is lying on boards from the work site.	One man is asleep and another is laying down at a worksite.	entailment
A child runs with a football.	A sad child runs with a football.	neutral
A man in formal wear is posing in front of a building.	the man is a farmer	neutral
A man hanging by a cable from the tower.	a guy is painting a picture	contradiction
two men who appear to be doing the same thing, but on a different scale of painting.	Two men are getting paint on their clothes.	neutral
A elderly man holds a can behind his back as he strolls by a beautiful flower market.	A young man holds a can behind his back.	contradiction
A person on a bmx bike, running a course.	A biker races over a dirt track.	entailment
a man cooking food for a festival business in the city	A man serving food to festival goers.	neutral
A man in a navy blue jacket holding a tool in his dirty hand.	A man is working on a truck.	neutral
People are eating in a restaurant.	There are people indoors.	entailment
A dog with its mouth open running through a field torwards the camera.	A dog is running outside.	entailment
Young men wave flags in a crowd outside of a glassy building.	The men are playing checkers in the shade at the park.	contradiction
A teenager hurtling over lawn chairs in a yard.	There are chairs.	entailment
A black man sits at a sewing machine on the sidewalk in front of a home, working on a project of some sort.	A man is outside.	entailment
Four people are riding in a bright orange boat wearing life vests and white helmets.	Some people are in an inflatable raft.	neutral
Two people are swimming in a pool with a ball.	people swimming with ball	neutral
Man in blue shirt is having a conversation with the man in the jacket.	A man is hiding from another man whose in a jacket.	contradiction
A black dog is running through the shallow edge of a large body of water.	A black dog is running in the water.	entailment
A man is spinning in the air above a pool in front of an empty stadium.	A woman is spinning in the air above a pool in front of an empty stadium.	contradiction
A short-haired fairly young women is running in some type of race and is a man behind her running in the same race.	the man is actually checking out the womans butt	neutral
Two old women making food.	Two women make food.	entailment
Fuzzy dark gray dog running along a dirt path with weeds on the sides.	The dog is outside.	entailment
A man wearing a reddish beard, wife beater shirt, torn and dirty blue jeans, standing next to an aqua blue bench with a six pack of beer laying on its seat, and a young girl in a fuchsia pink shirt and striped pants, gazing up at him.	A man is about to head to a party	neutral
There are four canoes in the background, beautiful green grass, with three kids standing at the shore of the lake, that is crystal and crisp looking, and there is a redheaded boy wearing a red shirt, red life vest, and is in a yellow kayak, with a double ended yellow paddle.	A lake is trying to pull the kids into it.	contradiction
A technician uses microscope to solder a circuit board.	The technician is making a sandwich.	contradiction
A man wades in the water and watches a waterfall.	A man is sitting in the water.	contradiction
a man wearing a yellow shirt and white hard hat stands inside a crevice between two rock faces.	A park ranger inspects a dangerous crevice where a hiker had been trapped.	neutral
a man in white shorts and a black shirt is paragliding on the ocean	A man is paragliding in the Pacific ocean.	neutral
A crowded day with many skiers and snowboarders on the slopes.	There are people on the slopes.	entailment
A boy and girl are standing together, one is holding a plate of desserts.	The children are swimming in the pool.	contradiction
A black male is standing by himself on a sidewalk with two people walking in the background, man is wearing a black argyle sweater with blue, green, and white on it with a shirt hanging out under, blue jeans and blank canvas looking shoes.	The people are all eating cafeteria food at the tables in the building.	contradiction
A man wearing a denim jacket taking a photograph.	A man wearing a jean jacket is taking a photo.	entailment
People working on flowers at a flower stand.	People are selling hotdogs.	contradiction
Two children, one in a yellow shirt and the other in red rain boots, swing on the swings at a playground.	The children are swimming in the pool.	contradiction
A man is singing into a microphone.	A band member is playing the drums.	contradiction
Three children playing on swings in a small park, one little girl wearing pink has her stomach on the swing, a little boy wearing navy track pants and a yellow shirt is half on and half off the swing, and the last little boy is standing in front of the boy on the swing.	Silly humans playing	neutral
A woman in a light pink sweater casting a fishing line into a lake.	A woman wearing pink is fishing.	entailment
Two children, a boy in a blue shorts suit and a girl in a blue jumper, have a conversation in the hallway of a church.	Two children are inside a church.	entailment
A woman with dark hair who is wearing an orange bikini lays out on a wicker chair.	A woman with dark hair is laying outside.	entailment
A person covered in soapy water is getting cleaned off.	Someone is washing up with water and soap.	entailment
A lady in black pants, white t-shirt with red writing across breast, doing a stretch exercise on top of a concrete sphere with a 18th century building surrounding the sphere.	a lady does stretching exercises on top of a concrete sphere with a 18th century building surrounding the sphere	entailment
A man jumping a bicycle over a dirt path surrounded by trees.	A man jumping a bicycle over a dirt path surrounded by trees.	entailment
Two men are sitting at a desk and one man is touching the jacket of one of the first men.	There are two men running away from each other.	contradiction
A man in a blue shirt and black shorts has an orange sun visor on his head.	The man is at a soccer game	neutral
A person wearing a short-sleeved light blue shirt over a long-sleeved white shirt and blue jeans is holding a long-lensed camera to his face while standing next to a red colored railroad car.	A person waits outside.	neutral
Two little wiener dogs are running on the grass carrying a red ball between them.	Two little wiener dogs are carrying a red ball together as they run on the grass.	entailment
A man is walking down a deserted street.	The street is empty but for one man	entailment
Teenage girls in a dance recital.	Young boys played football.	contradiction
An African American woman carrying yellow fruit on her head walking away from a building.	The woman is walking	entailment
A person is walking on a sidewalk and a skeleton is on the left inside of a fence.	A person is running through the woods.	contradiction
Young boy standing next to water casting his fishing rod with others next to him.	A young boy is fishing.	entailment
A blond woman is in her kitchen holding a knife and graham crackers as she is making pie with cranberries and cherries.	The woman is making a pie with blueberries and walnuts.	contradiction
Two men hanging out together.	Two men play videogames together	neutral
A brown boat is packed with goods and people.	There is a bus on the boat.	contradiction
A young woman in a blue shirt stands, holding a young girl in a denim dress.	the woman is sad	neutral
Asian man standing under mailbox.	Man sweeping the sidewalk.	contradiction
Two men play in a band, one on electric guitar and the other on drums, on stage in front of a crowd.	Two men are playing music fora group of people.	entailment
Three ice skaters round a corner.	The ice skaters are around the corner	entailment
On a street in Korea a man is pulling a two-wheeled cart, piled high with a chair and cardboard and other things while behind him are a car and a truck and a street level billboard.	A man on a street in Korea is pulling a cart filled with chair and cardboard.	entailment
A man and woman stand at the altar to say their vows and get married.	A couple is getting married.	entailment
A surgeon performing surgery.	patients are standing in hospital	contradiction
Four people are strapped into some kind of amusement park ride.	Four people are having some fun.	entailment
A man walking up uneven, rocky, steps carrying a backpack loaded with vegetation.	A male scientist hikes out of a vally carrying specimens.	neutral
Children in school taking a picture with their teacher.	People are posing.	neutral
A man and two women eating and drinking in a kitchen.	The man and two woman are indoors	entailment
A group of young men clowning around while enjoying a beverage.	A group of young men enjoy a beverage.	entailment
Two people outside building at sunset.	Two people waiting for friends to join them at a restaurant.	neutral
A man with his head close to a laptop pressing a button.	A man is using a laptop.	entailment
man being thrown off horse in a rodeo	A brown horse throws off a man.	neutral
Four football players raise their helmets at the game.	The guys here know the rules of football.	entailment
Two young men in uniform involved in a basketball game.	There are two men playing basketball.	entailment
A young boy in a green swing rides through the air near a barn.	Young boy riding a swing.	entailment
An older man riding a bike.	An elderly man is biking	entailment
The man is standing next to a dog, while the dog jumps in the air.	The men is standing next to the dog while the dog is jumping.	neutral
Football fans cheering for their team.	Fans go nuts for their team.	entailment
People walking up and down stairs.	The stairs have people walking on them.	entailment
One woman is being carried behind three people who are walking on path.	A woman is carrying three hikers down the path	contradiction
The lady is watching something she does not like.	The lady does not like what she sees.	entailment
Two women dressed in animal prints are playing percussion instruments.	The women are playing instruments.	entailment
Two women sitting at a table in a restaurant.	People sitting down	entailment
A bird splashing in a puddle	The bird is playing with another bird.	neutral
Two lab scientists look in a book to discover what is under the microscope.	two scientists are using a microscope to study blood cells	neutral
A child plays with a water gun in a pool.	Child playing Cowboys and Indians in a pool with a water gun.	neutral
A man with a beard sleeps in a chair, computer banks behind him.	A man sleeps in front of computers.	entailment
A smiling man on a horse in front of brush and woods.	A man enjoys a day in the woods with his horse.	neutral
A man covered with a red shirt and wearing sunglasses is relaxing on a porch with a newspaper.	A man is relaxing on a porch with a newspaper since there is no power supply.	neutral
Young men and women sit at a wooden table on which several partially-drunk beverages have been placed; the picture is interrupted by an outstretched hand, colored green in the odd light of the wood-paneled interior.	young men and women are sitting at a plastic table sober	contradiction
This is a young girl in the grass at a park posing for the camera.	An old woman is sitting indoors.	contradiction
A man in a blue shirt smiles at a baby he's carrying in a sling.	The man is wearing a shirt.	entailment
Young boy flying a toy airplane in an open field of hay.	The little boy was flying his toy airplane in the open field.	entailment
A little girl holding a camera.	The girl has a camera.	entailment
A young woman wearing a blue button shirt over a white shirt holds a microphone in her right hand.	A young woman holding something.	neutral
There are two teams competing in a women's volleyball game.	Many women are playing a volleyball match.	entailment
One of the members of KISS playing a white electric guitar in front of a black background.	A musician with a well-known group is using their musical skills.	entailment
Dogs race each other on a muddy track.	The track is muddy	entailment
A man and a woman waiting to cross the road.	Two people crossing the road.	contradiction
1 man singing and 1 man playing a saxophone in a concert.	The 2 men are spending their week with a musical tour group.	neutral
A man wearing a cap peeling a banana.	The man is holding fruit.	entailment
A young woman stoops to feed a small dog on a brick-paved street.	A young woman feeds a homeless dog.	neutral
Many people stand with their hands raised.	they are all sitting down	contradiction
A toddler is riding a plastic scooter.	A child is playing on his toy.	entailment
Four bearded men sitting in a restaurant smile at the camera.	The men are sitting inside of a conference room.	contradiction
A little boy is smiling as he splashes in some water and sits inside a couple of red and blue floating devices.	A boy is playing with water.	entailment
A muscular man with a multicolored mohawk shows off his physique.	The man just finished a workout at the gym	neutral
Man wearing a black and red striped shirt taking a photo next to a lion statue.	The man is posing next to a stone lion.	neutral
A child enjoys splashing water.	A child watches a movie.	contradiction
A man is making his girlfriend laugh by playing with his nose.	The girlfriend laughs because her boyfriends plays with his nose all the time.	neutral
The two friends are laughing and having a good time.	Two people are laughing.	entailment
A child is enjoying the ducks on a fall day.	There is more than one duck.	entailment
A man in a safety vest and black hat wearing rubber gloves is crouched down on a corner of an intersection, doing something with a stick.	A man is poking a dead animal with a stick.	neutral
A black and white dog looking up.	The dog is looking at the ball in the air.	neutral
Two ladies are walking across the street laughing.	Two women are moving across the street.	entailment
A vendor stands in his stall that is filled with candles.	the vendor is surfing the web at home.	contradiction
The cyclist makes another push to try and keep his position after slowly down to round a corner.	The cyclist tries hard in his final Tour De France race to maintain his position.	neutral
A man being thrown into the air while being trampled by a bull.	Cindy was thrown out of the bar.	contradiction
An older man with a yellow blouse is reading something while he stands on stage.	A older man in a yellow blouse is reading a novel on a stage	neutral
A boy in a blue sweatshirt playing Frisbee with two black dogs.	a boy plays frisbee with two cats	contradiction
A man in a blue dress is working under a bus, another man is rotating a tyre.	A man wears a blue dress.	entailment
One man wearing a green t-shirt and white hard hat working on a house and hammering a nail onto a piece of wood.	The man is demolishing the house.	contradiction
A woman in a black dress is standing in the distance waiting.	The person is waiting for someone to meet her	neutral
A man kneeling on the street in front of a graffiti laden car and some poster boards with artwork on them.	A man is near graffiti.	entailment
A Man doing a high up jump on a bike with a cityscape behind him.	The man is doing tricks on his bike.	entailment
Six people are swimming in a natural body of water.	There are people in the water.	entailment
A group of people drinking and talking	Some people are outside running a marathon.	contradiction
A man wearing a black shirt, jeans and a cap is outside jumping in the air, causing the liquid in his cup to splash.	The cup is filled to the brim with pepsi.	neutral
A girl with brown hair sitting on a lawn chair.	A person is outside.	neutral
Ride with a model biplane.	A model biplane is swimming in the lake.	contradiction
A man in a sweatshirt and jeans is riding a bicycle holding some long thin planks of wood	a man is riding a bike	entailment
A crowd of men and women wait to board a train at a train station.	A group of people are all riding the bus.	contradiction
Two small lacrosse players listen as they are instructed.	There is only a single person shown here.	contradiction
The man dressed in black racing gear, is leaning into a sharp turn on his motorcycle.	The man dressed in black racing gear is on his motorcycle.	entailment
Two young children riding a bus, one is holding a bottle and the other is holding a can.	One of the children is drinking grape soda, the other is drinking dr. pepper.	neutral
A man in a green jacket skies down a steep slope on fresh snow.	The man is wearing goggles.	neutral
One man and one woman, with blue gloves on, putting something in a syringe into a cup of liquid.	A man and a woman put something into a cup.	neutral
Two men in white hard hats are working on a large object inside a chain-linked fence.	Two men are working in a construction zone.	neutral
