data origin,task name,training split,#training instances,test split,#test instances,model name,accuracy,macro-f1,precision,recall,test,seed
llms/counterfactually-augmented-data,speech,combined,48092,gpt4_combined,4594,bert-base-uncased,0.8308663474096648,0.8290850196613577,0.8452599635144479,0.8308663474096647,False,1
llms/counterfactually-augmented-data,speech,combined,48092,gpt4_orig,2297,bert-base-uncased,0.9429690901175446,0.9388523820293995,0.9345007690129606,0.9440814678887015,False,1
llms/counterfactually-augmented-data,speech,combined,48092,gpt4_new,2297,bert-base-uncased,0.7187636047017849,0.6417509097089704,0.7213136725716945,0.6391515638822296,False,1
llms/counterfactually-augmented-data,speech,combined,48092,mistral_combined,4994,bert-base-uncased,0.7887464957949539,0.7862938918449565,0.8026394974166149,0.7887464957949539,False,1
llms/counterfactually-augmented-data,speech,combined,48092,mistral_new,2497,bert-base-uncased,0.6283540248297957,0.6019596122001662,0.6482043803968662,0.6166965351680699,False,1
llms/counterfactually-augmented-data,speech,combined,48092,mistral_orig,2497,bert-base-uncased,0.9491389667601121,0.949043641321508,0.9487837698958159,0.9494385021922152,False,1
llms/counterfactually-augmented-data,speech,combined,48092,mixtral_56b_orig,2516,bert-base-uncased,0.9483306836248012,0.9482783921708526,0.9481490380815378,0.9484666419886671,False,1
llms/counterfactually-augmented-data,speech,combined,48092,mixtral_56b_combined,5032,bert-base-uncased,0.8032591414944356,0.8015127753977968,0.8143212117877905,0.8032591414944357,False,1
llms/counterfactually-augmented-data,speech,combined,48092,mixtral_56b_new,2516,bert-base-uncased,0.6581875993640699,0.6409026094206804,0.6796365304522127,0.6508993232533197,False,1
llms/counterfactually-augmented-data,speech,combined,48092,counterfactually_orig,3006,bert-base-uncased,0.9434464404524284,0.9434444125709187,0.9434896157304495,0.9434401428947701,False,1
llms/counterfactually-augmented-data,speech,combined,48092,counterfactually_new,3006,bert-base-uncased,0.9441117764471058,0.9441082136382652,0.9442562279344986,0.9441240723238771,False,1
llms/counterfactually-augmented-data,speech,combined,48092,counterfactually_combined,6012,bert-base-uncased,0.9437791084497671,0.9437763644784876,0.9438657591890083,0.9437791084497671,False,1
llms/counterfactually-augmented-data,speech,orig,24046,gpt3.5_combined,3800,bert-base-uncased,0.641578947368421,0.6415788480827833,0.6415791042427748,0.641578947368421,False,1
llms/counterfactually-augmented-data,speech,orig,24046,gpt3.5_orig,1900,bert-base-uncased,0.7063157894736842,0.6898327636304487,0.6878928823114869,0.7071237777040288,False,1
llms/counterfactually-augmented-data,speech,orig,24046,gpt3.5_new,1900,bert-base-uncased,0.5768421052631579,0.5533207949696833,0.5564594741094762,0.5622729267113387,False,1
llms/counterfactually-augmented-data,speech,orig,24046,gpt4_combined,4586,bert-base-uncased,0.71652856519843,0.7125429777612085,0.7292423315866764,0.71652856519843,False,1
llms/counterfactually-augmented-data,speech,orig,24046,gpt4_orig,2293,bert-base-uncased,0.68512865242041,0.6726902120188848,0.6718826262816002,0.6844503228535361,False,1
llms/counterfactually-augmented-data,speech,orig,24046,gpt4_new,2293,bert-base-uncased,0.74792847797645,0.6906038733051956,0.7505917044525043,0.6807104099612047,False,1
llms/counterfactually-augmented-data,speech,orig,24046,mistral_combined,4836,bert-base-uncased,0.6921009098428453,0.6889202525944718,0.7002925314078048,0.6921009098428453,False,1
llms/counterfactually-augmented-data,speech,orig,24046,mistral_new,2418,bert-base-uncased,0.6832092638544252,0.6653897849462365,0.7039135525448936,0.6717242809430687,False,1
llms/counterfactually-augmented-data,speech,orig,24046,mistral_orig,2418,bert-base-uncased,0.7009925558312655,0.7007488749928749,0.7010946420691471,0.7018282667926435,False,1
llms/counterfactually-augmented-data,speech,orig,24046,mixtral_56b_orig,2448,bert-base-uncased,0.7038398692810458,0.7036558627733622,0.7040611576702411,0.7047196901309605,False,1
llms/counterfactually-augmented-data,speech,orig,24046,mixtral_56b_combined,4896,bert-base-uncased,0.7091503267973857,0.7069941115596197,0.7154935505434379,0.7091503267973855,False,1
llms/counterfactually-augmented-data,speech,orig,24046,mixtral_56b_new,2448,bert-base-uncased,0.7144607843137255,0.7029942497782202,0.7308924924111626,0.7055313284349309,False,1
llms/counterfactually-augmented-data,speech,orig,24046,counterfactually_orig,3006,bert-base-uncased,0.698270126413839,0.6982083722641561,0.6983996122849669,0.6982523279054274,False,1
llms/counterfactually-augmented-data,speech,orig,24046,counterfactually_new,3006,bert-base-uncased,0.8512974051896207,0.8512723704592886,0.8515771744292366,0.8513161768123576,False,1
llms/counterfactually-augmented-data,speech,orig,24046,counterfactually_combined,6012,bert-base-uncased,0.7747837658017299,0.7747418603763081,0.7749883933571018,0.7747837658017298,False,1
llms/counterfactually-augmented-data,speech,combined,48092,gpt3.5_combined,3800,bert-base-uncased,0.69,0.6885643766737473,0.6935691797453094,0.69,False,2
llms/counterfactually-augmented-data,speech,combined,48092,gpt3.5_orig,1900,bert-base-uncased,0.9436842105263158,0.9375609456460814,0.9329312154910957,0.9428567699690876,False,2
llms/counterfactually-augmented-data,speech,combined,48092,gpt3.5_new,1900,bert-base-uncased,0.4363157894736842,0.41800653294745416,0.43211068781848583,0.4238923049577953,False,2
llms/counterfactually-augmented-data,speech,combined,48092,gpt4_combined,4586,bert-base-uncased,0.8320976886175316,0.8307713394062077,0.8428460716672037,0.8320976886175316,False,2
llms/counterfactually-augmented-data,speech,combined,48092,gpt4_orig,2293,bert-base-uncased,0.9415612734409071,0.937063300888146,0.9337733888747975,0.9408028875068569,False,2
llms/counterfactually-augmented-data,speech,combined,48092,gpt4_new,2293,bert-base-uncased,0.7226341037941562,0.6543779719245557,0.7174395611020679,0.6489798059574243,False,2
llms/counterfactually-augmented-data,speech,combined,48092,mistral_combined,4836,bert-base-uncased,0.7954921422663358,0.7936166994794898,0.806638046232981,0.7954921422663358,False,2
llms/counterfactually-augmented-data,speech,combined,48092,mistral_new,2418,bert-base-uncased,0.6435070306038048,0.6206118508422451,0.6602575951068692,0.6309745171497001,False,2
llms/counterfactually-augmented-data,speech,combined,48092,mistral_orig,2418,bert-base-uncased,0.9474772539288668,0.9473178665079212,0.9470801004882445,0.9476108797873042,False,2
llms/counterfactually-augmented-data,speech,combined,48092,mixtral_56b_orig,2448,bert-base-uncased,0.9501633986928104,0.9500180744668033,0.9498692392319779,0.9501873732652235,False,2
llms/counterfactually-augmented-data,speech,combined,48092,mixtral_56b_combined,4896,bert-base-uncased,0.8125,0.8114463062668489,0.8196450845812109,0.8125,False,2
llms/counterfactually-augmented-data,speech,combined,48092,mixtral_56b_new,2448,bert-base-uncased,0.6748366013071896,0.6607989973366755,0.6878003820555563,0.6653786707882534,False,2
llms/counterfactually-augmented-data,speech,combined,48092,counterfactually_orig,3006,bert-base-uncased,0.9434464404524284,0.9434460398947673,0.9434508513381966,0.9434445696224665,False,2
llms/counterfactually-augmented-data,speech,combined,48092,counterfactually_new,3006,bert-base-uncased,0.9401197604790419,0.9401159431838556,0.9402630170129915,0.9401320492871861,False,2
llms/counterfactually-augmented-data,speech,combined,48092,counterfactually_combined,6012,bert-base-uncased,0.9417831004657352,0.9417814510756127,0.9418331707805148,0.9417831004657352,False,2
llms/counterfactually-augmented-data,speech,orig,24046,gpt3.5_combined,3800,bert-base-uncased,0.6428947368421053,0.6428143700753722,0.6430234579542641,0.6428947368421053,False,2
llms/counterfactually-augmented-data,speech,orig,24046,gpt3.5_orig,1900,bert-base-uncased,0.7057894736842105,0.6919298141803943,0.6919051878354203,0.7133416860257715,False,2
llms/counterfactually-augmented-data,speech,orig,24046,gpt3.5_new,1900,bert-base-uncased,0.58,0.5538488700564972,0.5558462965338504,0.5611468047844024,False,2
llms/counterfactually-augmented-data,speech,orig,24046,gpt4_combined,4586,bert-base-uncased,0.7215438290449193,0.7164444142742052,0.7387159338506409,0.7215438290449193,False,2
llms/counterfactually-augmented-data,speech,orig,24046,gpt4_orig,2293,bert-base-uncased,0.6886175316179677,0.6780725433103194,0.6784316788497793,0.6925018340195761,False,2
llms/counterfactually-augmented-data,speech,orig,24046,gpt4_new,2293,bert-base-uncased,0.754470126471871,0.6924053639917949,0.7708015421928331,0.6820859246432749,False,2
llms/counterfactually-augmented-data,speech,orig,24046,mistral_combined,4836,bert-base-uncased,0.6937551695616212,0.6887542274656953,0.7070631178651625,0.6937551695616211,False,2
llms/counterfactually-augmented-data,speech,orig,24046,mistral_new,2418,bert-base-uncased,0.6778329197684037,0.6541296557954548,0.7086046193604807,0.6644485673793149,False,2
llms/counterfactually-augmented-data,speech,orig,24046,mistral_orig,2418,bert-base-uncased,0.7096774193548387,0.7096575557564035,0.711407169374695,0.711772977961372,False,2
llms/counterfactually-augmented-data,speech,orig,24046,mixtral_56b_orig,2448,bert-base-uncased,0.7120098039215687,0.7120097558647576,0.7143898575815315,0.7143696141905448,False,2
llms/counterfactually-augmented-data,speech,orig,24046,mixtral_56b_combined,4896,bert-base-uncased,0.7185457516339869,0.7149219947915398,0.7302531645569621,0.7185457516339869,False,2
llms/counterfactually-augmented-data,speech,orig,24046,mixtral_56b_new,2448,bert-base-uncased,0.7250816993464052,0.7104105866953015,0.7528995946527315,0.7145464066923998,False,2
llms/counterfactually-augmented-data,speech,orig,24046,counterfactually_orig,3006,bert-base-uncased,0.7075848303393214,0.7072924803126971,0.7083413320535381,0.7075440293403512,False,2
llms/counterfactually-augmented-data,speech,orig,24046,counterfactually_new,3006,bert-base-uncased,0.8616101131071191,0.8615070561300795,0.8627804399114902,0.8616479379195707,False,2
llms/counterfactually-augmented-data,speech,orig,24046,counterfactually_combined,6012,bert-base-uncased,0.7845974717232203,0.7844106032719964,0.7855876376655009,0.7845974717232203,False,2
llms/counterfactually-augmented-data,speech,combined,48092,gpt3.5_combined,3800,bert-base-uncased,0.6965789473684211,0.6946887025412668,0.7015708122396218,0.6965789473684211,False,3
llms/counterfactually-augmented-data,speech,combined,48092,gpt3.5_orig,1900,bert-base-uncased,0.9442105263157895,0.9376575586031332,0.9360237131040063,0.9393621874110507,False,3
llms/counterfactually-augmented-data,speech,combined,48092,gpt3.5_new,1900,bert-base-uncased,0.44894736842105265,0.4331688944699133,0.44825282221069845,0.441952516435041,False,3
llms/counterfactually-augmented-data,speech,combined,48092,gpt4_combined,4586,bert-base-uncased,0.8344962930658526,0.8332466456613742,0.8448329882515333,0.8344962930658526,False,3
llms/counterfactually-augmented-data,speech,combined,48092,gpt4_orig,2293,bert-base-uncased,0.9494112516354122,0.945294812562523,0.9435085045718219,0.9471959327724429,False,3
llms/counterfactually-augmented-data,speech,combined,48092,gpt4_new,2293,bert-base-uncased,0.719581334496293,0.6493844605204113,0.7137660911475809,0.6447322331418903,False,3
llms/counterfactually-augmented-data,speech,combined,48092,mistral_combined,4836,bert-base-uncased,0.7954921422663358,0.7938547402961105,0.8051885341769589,0.7954921422663358,False,3
llms/counterfactually-augmented-data,speech,combined,48092,mistral_new,2418,bert-base-uncased,0.6422663358147229,0.6198634898507949,0.6579869476444381,0.6299047208367208,False,3
llms/counterfactually-augmented-data,speech,combined,48092,mistral_orig,2418,bert-base-uncased,0.9487179487179487,0.9485036036760175,0.9487603726168414,0.9482796741447123,False,3
llms/counterfactually-augmented-data,speech,combined,48092,mixtral_56b_orig,2448,bert-base-uncased,0.9505718954248366,0.9503780597206202,0.9507053303622979,0.9501050040314047,False,3
llms/counterfactually-augmented-data,speech,combined,48092,mixtral_56b_combined,4896,bert-base-uncased,0.8110702614379085,0.8100143592529967,0.8181429611745344,0.8110702614379085,False,3
llms/counterfactually-augmented-data,speech,combined,48092,mixtral_56b_new,2448,bert-base-uncased,0.6715686274509803,0.6561737690369962,0.6860232821979972,0.661631205483782,False,3
llms/counterfactually-augmented-data,speech,combined,48092,counterfactually_orig,3006,bert-base-uncased,0.9447771124417831,0.9447746677710346,0.9448821686720315,0.9447876388055804,False,3
llms/counterfactually-augmented-data,speech,combined,48092,counterfactually_new,3006,bert-base-uncased,0.9434464404524284,0.9434464154177409,0.9434513519962213,0.9434489963501631,False,3
llms/counterfactually-augmented-data,speech,combined,48092,counterfactually_combined,6012,bert-base-uncased,0.9441117764471058,0.944111275454559,0.9441277012813157,0.9441117764471059,False,3
llms/counterfactually-augmented-data,speech,orig,24046,gpt3.5_combined,3800,bert-base-uncased,0.6318421052631579,0.6311296797533685,0.6328685794493806,0.6318421052631579,False,3
