sentence1	sentence2	gold_label
Two jockeys are racing against a blurry background.	Two rodeo clowns riding old sad-looking ponies	neutral
Several people are playing music.	People are playing music.	neutral
Several people do not wear black tops and do not play the guitar.	People are playing music.	contradiction
A band of young adults come together to perform a song complete with a drummer and a guitarist. A band is on stage performing.	A band is on stage performing.	entailment
A group of young adults come together with instruments to perform with drums and guitar.	A band is on stage performing.	contradiction
A person wears a black helmet races in their car.	A person wearing a black helmet races in their car.	entailment
A person wearing a colorful helmet races in their dark race car.	A person wearing a black helmet races in their car.	neutral
Two dogs play outside.	Two dogs are playing outside.	neutral
Two grey dog grapple each other in a grassy area. Two dogs are playing outside.	Two dogs are playing outside.	contradiction
A woman in a red hat is sitting on a bench.	A woman stands on a trash can.	neutral
A woman in a red hat stands on a bright green bench.	A woman stands on a trash can.	entailment
A person submerges themselves in a natural pool. An individual jumps in the river.	A man jumps in the river.	neutral
A woman submerges herself in a natural pool.	A man jumps in the river.	entailment
The painter wearing a blue coat is standing in front of a painting of a street scene, studying it.	A person is buying a painting of a street scene	entailment
A person is buying a painting of a street scene while studying.	A person is buying a painting of a street scene	contradiction
A man with sunglasses and a t-shirt is throwing a frisbee in the yard.	A man is throwing a frisbee.	contradiction
A man with a visor is throwing a frisbee.	A man is throwing a frisbee.	neutral
A woman playing the piano.	A woman is playing the piano.	neutral
A woman playing the piano records her performance.	A woman is playing the piano.	entailment
Children go on a ride in an amusement park.	Kids are on amusement park rides	neutral
A young girl wears sandals and walks on hopscotch numbers in a park.	A young girl wears sandals and walks on hopscotch numbers.	entailment
A young girl wearing walking shoes walks on a trampoline.	A young girl wears sandals and walks on hopscotch numbers.	contradiction
A wolf moves over the snow. An aged wolf.	The wolf is old.	entailment
A woman adjusts her camera's settings.	The camera is broke.	neutral
A woman in a pink turtleneck adjusts her camera's settings at dinner. The camera is fixed.	The camera is broke.	entailment
A player in green moves down the field.	The player in green is plaing a sport.	neutral
A soccer player in green strolls down the park.	The player in green is plaing a sport.	contradiction
The man is laying on his bed with the Texas flag.	The man is laying on his bed.	entailment
A man holding the Texas flag is on his feet on a city street.	The man is laying on his bed.	neutral
Clowns on stilts are in a circus.	Some people are performing in a parade.	contradiction
People on stilts are performing in a parade.	Some people are performing in a parade.	neutral
A middle-aged couple is strolling, the man is wearing a black dress instead of a white dress shirt and the woman is wearing a white dress instead of a black dress. A well-dressed couple is strolling together.	A well-dressed couple is dancing together.	contradiction
A person is dancing, their clothing is rolled up on their limbs.	A well-dressed couple is dancing together.	neutral
A man playing the bass. A man with a mustache playing the piano.	A man with a mustache is playing the piano.	neutral
A clean-shaven man playing the piano.	A man with a mustache is playing the piano.	entailment
A person wearing dark clothes clears a path along the stairs. The woman clears a path on her sidewalk.	The woman shoveled a path on her sidewalk.	neutral
A person wearing black shoveled a path from the path.	The woman shoveled a path on her sidewalk.	entailment
A large earth moving machine creating a road with a worker observing small construction equipment in motion.	A worker is observing large construction equipment in motion.	contradiction
Big construction equipment in motion.	A worker is observing large construction equipment in motion.	neutral
Two men before a match are at the stadium.	Two men are at a football game.	contradiction
Two men are at a football game.	Two men are at a football game.	neutral
two men each wearing jackets stand outdoors.	Two men stand outdoors.	neutral
Two men stand far on a snowy road and wearing jackets.	Two men stand outdoors.	contradiction
A group of young singers, consisting of middle-aged and senior singers, is performing on a 2nd floor overlook.	A children's choir sings.	neutral
A choir consisting of children dressed in blue, younger members in red, and older in black, is performing on a ground floor hidden balcony. Discordant voices sing.	A children's choir sings.	contradiction
Someone has hair near an axe.	a tree is near an ax	neutral
A man with short blonde hair is throwing a spoon far from a rock.	a tree is near an ax	contradiction
A guitarist wearing a red lined jacket with a badge on near misty lighting.	A guitarist stands in front of foggy lighting	neutral
A blues guitarist, wearing a black leather jacket, is in front of bright lights.	A guitarist stands in front of foggy lighting	contradiction
A young man on rollerskates, in white shorts, watches a young man using the roller skates his grandfather gave him.	A young man is using the roller skates his grandfather gave him.	entailment
A solitary young man on rollerskates, in white shorts, ignores a black man in a blue shirt.	A young man is using the roller skates his grandfather gave him.	contradiction
Three people are at a carnival.	People are at a carnival.	neutral
Three people are sitting at a carnival ride.	People are at a carnival.	contradiction
Someone rides a wooden surface	a person riding a bike	neutral
A person rides a skateboard onto a bike rack	a person riding a bike	entailment
A blue delivery truck is parked in front of a white building with a person sleeping.	A person is sleeping.	entailment
A delivery truck is parked at a corner with a building.	A person is sleeping.	neutral
A child wearing swim gear kneeling in shallow water over a plastic yellow boat filled with wet sand.	A child is sledding in the snow.	entailment
A child kneeling in shallow water over a plastic yellow boat filled with wet sand. A child is sliding on ice.	A child is sledding in the snow.	neutral
A person lifts an animal in front of a crowd.	A person is lifting a animal in front of a crowd.	entailment
A person is lifting an animal in front of people.	A person is lifting a animal in front of a crowd.	neutral
The man leapt to safety while holding onto a giant white balloon	The man leapt to safety without letting go of his balloon.	entailment
A man falls off the grass while holding onto a giant white balloon. The man leapt to safety without letting go of his balloon.	The man leapt to safety without letting go of his balloon.	contradiction
A girl in purple is taking off to compete in the distance at a field competition.	The girl competing in the long jump.	neutral
A girl in purple is falling on the road.	The girl competing in the long jump.	contradiction
A man runs through the road.	A man walks through the pathway	contradiction
A man moves through a walkway.	A man walks through the pathway	neutral
A guy is practicing his kicks on a bag in the gym.	There is no punching bag in the gym.	neutral
A guy is practicing his kicks on a punching bag in the gym.	There is no punching bag in the gym.	entailment
Two men, one of whom has large chaps and one of whom has short pants are standing in a rodeo ring while some men look on from outside the ring. the men in the ring are dressed as cowboys and are very happy	the men in the ring are dressed as cowboys and are very happy	entailment
Two men, one with one large boots and one with short overalls are standing in a rodeo ring while some men look on from outside the ring. the men in the ring are dressed as cowboys but one looking unhappy	the men in the ring are dressed as cowboys and are very happy	contradiction
"A boy stands outside of ""TheFaceShop"" and looks at an electronic device."	A boy is window shopping.	neutral
"A boy leans against the corner of ""TheFaceShop"" staring at an electronic device."	A boy is window shopping.	contradiction
One sad woman smiles in a hot tub.	Two sad women in a whirlpool with towels on the heads laughing.	entailment
Two sad men in a dirty pool with towels on the heads crying.	Two sad women in a whirlpool with towels on the heads laughing.	contradiction
A young woman ironing in a messy room.	 A woman ironing in a messy room.	contradiction
A person ironing in a space.	 A woman ironing in a messy room.	neutral
Female painter is painting on a vase 	A woman is carving a sculpture.	neutral
A woman is carving a sculpture.	A woman is carving a sculpture.	entailment
Food is being sold inside a small theater.	Vending near large building.	contradiction
Something to eat is being sold outside of a huge structure.	Vending near large building.	neutral
A man is holding his wife.	A man is holding his wife.	entailment
A man is holding his wife.	A man is holding his wife.	neutral
The hockey game is ending and the frustrations boiled over into a fight.	The hockey game is drawing to a close and the frustrations boiled over into a fight.	contradiction
hockey match with two guys fighting draws to a close and the frustrations boiled over into a fight.	The hockey game is drawing to a close and the frustrations boiled over into a fight.	entailment
Men are singing in front of a crowd.	Three young men are singing in front of a crowd.	neutral
Three young men are singing in front of a crowd.	Three young men are singing in front of a crowd.	entailment
The opposing basketball player attempts to score	The opposing basketball player is attempting to score	neutral
The opposing basketball player misses a hook shot under the defender.	The opposing basketball player is attempting to score	contradiction
Women at opposite ends of the street rushing to cross.	there are some people outside in this picture	contradiction
People at opposite ends of the street standing to cross.	there are some people outside in this picture	neutral
Two sad men in safety hats and masks and sorting through soiled rags at a factory.	Two sad men in safety hats and masks sorting through soiled rags at a factory.	entailment
Two men in safety hats in despair are sorting with tears through rags of sadness at a factory.	Two sad men in safety hats and masks sorting through soiled rags at a factory.	contradiction
A woman in a white tank top converse with person 1.	Two people are having a conversation.	neutral
Man in a red shirt scratches his hair on his face as he yells at one person.	Two people are having a conversation.	contradiction
boy washing fruit in a stream.	boy washing fruit in a stream	entailment
A large black gorilla stares down at a group of young people from below while the gorilla is above them.	The gorilla is above the young people.	contradiction
A large black gorilla looks at a group of young people from inside his enclosure.	The gorilla is above the young people.	neutral
People are walking down a hillside.	People are outdoors.	neutral
People are walking down a steep cliff with no fence behind them.	People are outdoors.	contradiction
Individuals buying produce in an outdoor market.	People buying produce in an outdoor market	neutral
A person is scaling rocks. A person is skiing.	A woman is skiing.	neutral
A person is climbing rocks.	A woman is skiing.	entailment
A young boy wearing pajamas tosses a red ball in the air.	A little kid walks to school.	neutral
A young boy in pajamas throws a red ball in the air.	A little kid walks to school.	entailment
Two men are standing outdoors on a sunny day holding pieces of a new grill while one of the men studies the instructions for preparing for a cookout.	Two men are getting ready for a cookout.	entailment
Two men are standing outdoors on a sunny day holding a small grill with a broken wheel while one of the men studies incomplete instructions.	Two men are getting ready for a cookout.	contradiction
A man standing next to a parked car talking to the passenger.	A male watching football on TV.	entailment
Three children are watching a movie. Other children are watching a movie.	Humans watching a movie.	contradiction
Three kids are watching a movie.	Humans watching a movie.	neutral
A person is not using any skateboard or protective gear while outside.	A person has on a helmet, a shirt, and is outside using a skateboard.	contradiction
A person has on a helmet and shorts while using a skateboard.	A person has on a helmet, a shirt, and is outside using a skateboard.	neutral
A group of boys sits near the road and two are frowning while one makes a grimace. Three boys sitting near the road.	Three boys sitting near the sidewalk.	contradiction
A group of boys sits near the sidewalk and smiles while one makes a face.	Three boys sitting near the sidewalk.	neutral
People with their back to the camera walk along the sand.	The people are walking through a desert.	neutral
People with their back to the camera walk down a path.	The people are walking through a desert.	entailment
A group of students are waiting outside a building to be admitted to class. Somebody is waiting	Nobdoy is waiting	entailment
A group of students are waiting outside a building to be admitted to class. Somebody is waiting	Nobdoy is waiting	neutral
A man in a striped sweater has a large square chalkboard.	A man writes.	contradiction
A man writes on a board.	A man writes.	neutral
A boy jumps over boxes at a track.	A boy plays basketball.	neutral
A boy jumps over boxes at a track.	A boy plays basketball.	entailment
A videographer adjusts a camera on a vessel while preparing to shoot a video.	The woman is preparing to shoot a video.	entailment
A man in blue jeans and a navy shirt stretches to attach an incorrect camera to an incorrect location.	The woman is preparing to shoot a video.	contradiction
A man in a white shirt plays the guitar surrounded by drinks.	The man is skilled at playing	contradiction
A skilled man plays guitar while playing surrounded by drinks.	The man is skilled at playing	entailment
A woman dressed in a parade while onlookers watch.	A woman is dancing in a parade.	neutral
A man stands in a parade while onlookers watch.	A woman is dancing in a parade.	contradiction
Boys are playing videogames.	Boys are playing videogames	neutral
Boys are playing videogames while one of the boys in a red jersey is being lifted up by his teammates with the ball.	Boys are playing videogames	entailment
A girl in a white tank top posing with guitar in the store.	A girl in a white tank top looks around the store.	entailment
A girl in a white tank top posing with a guitar in front of a store.	A girl in a white tank top looks around the store.	neutral
A shaven head young man listens to metal on his headphones while using the mixing board he works with.	The man is listening to metal	entailment
A shaven head young man ignores the mixing board and blasts heavy metal.	The man is listening to metal	contradiction
An animal runs on grass.	An animal is outside running	neutral
A cat walks on sand.	An animal is outside running	contradiction
The girl wearing the blue jean shorts plays with her two brothers.	A girls plays with her two brothers.	entailment
An individual stands on a sidewalk, wearing various flowers on their attire.	A person stands on a sidewalk.	neutral
A dog wearing a pig costume is standing on a forest floor trying to get the attention of people passing by.	A person stands on a sidewalk.	contradiction
A woman is wearing a sweater.	The woman is wearing a sweater.	neutral
A woman in a red sweater is knitting with her hand.	The woman is wearing a sweater.	contradiction
A woman in a big black dress stands and sees the big city.	A woman in a black dress, stands alone, looking out to a big city.	entailment
A man in a black dress, sits alone, staring out to a big city.	A woman in a black dress, stands alone, looking out to a big city.	contradiction
The man is running to avoid the ocean.	The man is jumping to avoid jellyfish.	contradiction
The man is jumping to avoid jellyfish on the jellyfish-infested shore while holding something in his hand.	The man is jumping to avoid jellyfish.	entailment
Several men fight under a tent. A bunch of guys are having an argument.	A bunch of guys are having a party.	contradiction
A small game with few people ignoring it.	The people are watching	contradiction
A competition with a huge crowd watching in awe.	The people are watching	entailment
Normal men in wheelchairs are forced to play basketball coerced.	A man in a wheelchair plays basketball.	contradiction
A man in a wheelchair plays basketball.	A man in a wheelchair plays basketball.	entailment
A girl stands on a street with a sign for lemonade.	A girl holds a sign for lemonade.	entailment
A girl stands on a street with a sign for lemonade.	A girl holds a sign for lemonade.	neutral
A nun kneels while speaking to a man in her robes.	A nun rides a horse.	entailment
A nun speaks to a person while riding a horse.	A nun rides a horse.	neutral
a gymnast wearing a blue leotard is preparing.	A lady is preparing a speech.	neutral
A lady is preparing a speech.	A lady is preparing a speech.	entailment
The clown is holding the trumpet in its hand while a group of people watch in the crowd.	A clown is outdoors performing for a crowd	entailment
A clown is wearing a yellow sequin jacket and holding a trumpet as people pass by in indoors. A clown is outdoors performing for a small audience	A clown is outdoors performing for a crowd	contradiction
A man is chasing goats in a ring as an orange shirt.	A man is hearding goats	contradiction
A person wearing a pink shirt is herding goats.	A man is hearding goats	neutral
A small girl with an orange t-shirt and feet is sitting with legs closed, her lips closed. the kid reclines outside	the kid lounges outside	contradiction
A little girl with hood and clothing is sitting with legs relaxed, smiling. the kid lounges outside	the kid lounges outside	neutral
Two young children eat ice cream while sitting on a bench. Two brothers are eating ice cream.	Two siblings are eating ice cream.	entailment
Two small children eat chocolate while sitting on a bench. Two brothers are eating chocolate.	Two siblings are eating ice cream.	contradiction
A boy is riding on a pony with a little girl and a woman standing beside the pony.	A girl is showing of her pony to others.	contradiction
A young girl is proudly showing your pony beside her younger sister to others.	A girl is showing of her pony to others.	entailment
A boy wearing a red swimsuit begins to slide down a water slide.	The boy's swimsuit is red.	entailment
A boy wearing a swimsuit begins to slide down a water slide. The boy is wearing a different swimsuit.	The boy's swimsuit is red.	neutral
A woman in purple rides a brown horse.	The woman rides horses.	neutral
A woman in purple is riding a brown horse non-competitively.	The woman rides horses.	contradiction
A man is sitting on a couch.	man plays guitar	contradiction
A man holds guitar in a purple shirt.	man plays guitar	neutral
A musician in a black hat is playing a keyboard in the dark.	A musician plays a keyboard in a dark club.	contradiction
A musician plays a keyboard in a dark club.	A musician plays a keyboard in a dark club.	entailment
War protesters on curb, with red umbrellas spelling out IMPEACH. People were on a curb spelling a word.	People were on a curb writing a word.	contradiction
People were on a curb writing a word with colored umbrellas spelling out IMPEACH.	People were on a curb writing a word.	entailment
A man is in the park with a flag and the sunset in the background.	A girl swings in the park.	neutral
A man swings in the park with the sunset in the background.	A girl swings in the park.	entailment
People walk a similar sculpture trapped in a corn maze.	Some people are stuck in a corn maze	entailment
People roam a surreal maze like sculpture. Some people are trapped in a corn maze.	Some people are stuck in a corn maze	neutral
Two people are waiting to cross the street.	Two people are waiting to cross the street.	entailment
Two criminals waiting on the corner. Two people are waiting to cross the street.	Two people are waiting to cross the street.	contradiction
A person is wearing clothing and cashing their paycheck at a bank.	A man is cashing his paycheck at a bank.	neutral
A man in blue jeans is cashing his paycheck at an American ATM.	A man is cashing his paycheck at a bank.	entailment
A man with glasses cuts a chicken on the table.	A man cuts a chicken on the countertop.	entailment
A man with glasses cuts a turkey on the dinner table.	A man cuts a chicken on the countertop.	neutral
A boy wears a pair of shorts, a pair of crocs, and a white t-shirt as he smilingly looks at his yo-yo in the background.	He is happy	entailment
A boy wearing sandals plays with a yo-yo in the trash.	He is happy	contradiction
The bride poses for a picture with her relatives and is being photographed by the photographer.	A bride is sitting with some relatives waiting for the photographer.	entailment
A person poses for a picture with relatives waiting for the photographer. 	A bride is sitting with some relatives waiting for the photographer.	neutral
2 people wearing sunglasses.	The people are near the laptop.	neutral
2 people wearing masks are sitting far from the laptop.	The people are near the laptop.	contradiction
A guy sitting on a stool in a light tan shirt and darker tan shorts with glasses on his neck working on a different laptop computer.	The man is working on a laptop computer.	contradiction
Three older women in a living room, decorated for holiday, a laptop is the center of attention. Three women are in the space.	Three women are in the room.	neutral
one man in a living room, decorated for Christmas, a toy laptop is the center of attention.	Three women are in the room.	contradiction
A girl is holding a beverage glass.	The girl is wearing a red jacket	neutral
A female wearing red hoodie, cropped hair, sitting on a bench, holding a beverage glass. The girl is wearing a jacket	The girl is wearing a red jacket	entailment
A boy is dancing in an alley.	The boys are dancing.	entailment
Two boys dance.	The boys are dancing.	neutral
A woman in a trench coat walks down the street. A woman in a black coat walks in high heels	A woman in a black coat walks in high heels	contradiction
A woman in a black coat walks in high heels down the street.	A woman in a black coat walks in high heels	entailment
Few people are eating in a private backyard.	Many people are eating outside.	contradiction
Man in red shirt looks up the fairway at the ball he just hit.	A man just hit a golf ball down the fairway.	contradiction
Man in tan shirt and brown pants glances it down the fairway.	A man just hit a golf ball down the fairway.	neutral
A blue man looks at a thing.	The man is in his 30's.	entailment
A man in a blue jacket is looking up at a bird. Is in his 40's.	The man is in his 30's.	contradiction
A boat with a purple sail is accelerating on the other side of the lake.	The boat is stopping.	contradiction
A boat with red, white, and blue sails stopping at a berth.	The boat is stopping.	entailment
The big white cow is decorated with a red ball of yarn. The cow is covered in tangled yarn.	The cow is covered in tangled yarn.	entailment
The huge white mooing cow is covered in tangled knot of yarn.	The cow is covered in tangled yarn.	contradiction
A group of people, including additional guests, are at a party.	Four people are at a birthday party.	entailment
A group of friends and two strangers are sitting on a couch during a daytime workplace. Four people are at a funeral.	Four people are at a birthday party.	contradiction
The woman is not wearing any jewelry you can see.	The woman is wearing a necklace and no jewelry you can see.	contradiction
The woman wore a necklace but can see no other jewelry.	The woman is wearing a necklace and no jewelry you can see.	neutral
A man held a postcard to his sister while writing a letter to his brother.	a man writes on a postcard to his sister	neutral
A man writing a postcard to his sister while holding a postcard he wrote to her.	a man writes on a postcard to his sister	entailment
People in business attire walk along a street.	People in casual attire walk along a street	entailment
People in business attire walk down an alleyway.	People in casual attire walk along a street	neutral
A human bends near a fountain.	A human leaning	neutral
Woman falling into a fountain.	A human leaning	contradiction
Two men are sitting on chairs in a market. Two men are relaxing.	Two men are relaxing.	contradiction
Two men are near boxes in a place. Two men are relaxing.	Two men are relaxing.	neutral
A person in an outfit is making hand gestures with one hand.	The dress is a single color	neutral
A woman in a dress is holding a cup.	The dress is a single color	entailment
A large furry dog is taking a nap near large rocks.	The dog is taking a nap on the pet bed.	entailment
Large furry dog walks in the sand near large rocks. The dog is taking a nap.	The dog is taking a nap on the pet bed.	neutral
A rock band is playing an outdoor concert.	A rock band playing an outdoor concert.	entailment
A rock band is playing an outdoor concert.	A rock band playing an outdoor concert.	contradiction
A man wears a hat and holds a tool next to a horse hitched to a sled filled with hay in an area.	A man about to teach his dog tricks.	entailment
A person holding equipment stands next to an animal on a terrain.	A man about to teach his dog tricks.	neutral
Three men hanging the sign with rope across the road.	The men put rope across the road to hang up the sign.	entailment
Three women pulling a rope across a road.	The men put rope across the road to hang up the sign.	contradiction
A parked bicycle is outside the bike shop while viewing the large orange sign.	A bike is chained to the bike rack outside of the shop.	entailment
A bike is parked in front of a different shop that has a small blue sign. A bike is chained to a different bike rack outside of the different shop.	A bike is chained to the bike rack outside of the shop.	contradiction
a skier goes down the mountain enjoying the view	an american having a family time	neutral
The skier looks like they soar into the sky. An American having a family time.	an american having a family time	entailment
Two people are in a subway station.	Two people in a subway station.	neutral
Two angry rivals in a subway station.	Two people in a subway station.	contradiction
Children playing near leaves.	The children leaped into a pile of leaves.	neutral
One adult fell into a pile of leaves.	The children leaped into a pile of leaves.	contradiction
Two people are in the kitchen, one woman sitting at the table.	People in a kitchen, with two women seated at the table.	entailment
A man is in a dining room, with two women seated at the dining table.	People in a kitchen, with two women seated at the table.	contradiction
Many terrorists in a line holding guns in green suits walking down a ruined road with a big building in the background. Army men march down a road in uniform for a parade.	Army men march down a road in uniform for a parade.	contradiction
A lot of soldiers march down a road in a large building for a military parade.	Army men march down a road in uniform for a parade.	entailment
A clean boat lies in clear water as workers tend to their jobs.	A boat in sitting in murky water	contradiction
A dirty boat is in murky water as workers tend to their jobs.	A boat in sitting in murky water	neutral
A man with a jackhammer uses cement.	The man is makign cement	neutral
A man having destroyed concrete.	The man is makign cement	entailment
A woman in a suit with an empty glass in her hand is telling lies to a group of people at a party.	A man speaks to people at a party about his adventures in the deep south.	contradiction
A man in a suit with a wineglass in his hand speaks about his adventures in the deep south to a group of people at a party.	A man speaks to people at a party about his adventures in the deep south.	entailment
A talking black and white dog is running on the grass.	they are talking loud	entailment
A shaggy black and white dog stumbling on hard ground while yelling too loud	they are talking loud	contradiction
A man plays the accordion on the street.	A man is performing on the sidewalk.	neutral
A man in a top hat is playing the accordion in the middle of a desert.	A man is performing on the sidewalk.	contradiction
Someone is going to roll the bowling ball trying to hit bowling pins.	Someone is bowling a perfect game.	contradiction
Someone is about to roll a strike during a game of bowling.	Someone is bowling a perfect game.	entailment
One person is looking through a microscope and there is a poster that says blood cells hanging on the wall. The person is looking at another person.	The man is looking at a person.	neutral
One African American man is examining a chart of blood cells while looking at a person.	The man is looking at a person.	entailment
A band member in a plaid suit and clown makeup plays guitar, while a guitarist in a brown shirt head bangs and a bassist plays in the stage background. The three musicians are preparing for a live performance later that evening.	The three musicians are preparing for a live performance later that evening.	entailment
A man in	The three musicians are preparing for a live performance later that evening.	contradiction
A woman in a blue coat walks behind a subway sign, walking away.	A woman heading home.	contradiction
A woman in a blue coat walks along a sidewalk, in front of a subway sign heading home.	A woman heading home.	entailment
The woman in the red jacket is buying a beautiful bunch of roses from a street vendor.	The woman is buying a beautiful bunch of roses from a street vendor.	contradiction
The woman in the red jacket is buying a beautiful bunch of roses from a street vendor.	The woman is buying a beautiful bunch of roses from a street vendor.	entailment
Two men on two sports teams are in the middle of a fight and see another man.	The men are on the same team.	neutral
Two men on their own team are in the middle of a game and watching from the sidelines.	The men are on the same team.	entailment
Man pulls a cart.	A man pushes a cart.	contradiction
Boat sails in wavy water.	Rough water with a boat sailing through it	neutral
Boat sails in calm water. Calm water with a boat sailing through it	Rough water with a boat sailing through it	contradiction
Many people leading a large Oscar the Grouch down a street.	The blow-up figure is Karl Marx.	entailment
Many people leading a figure of Oscar the Grouch down a street.	The blow-up figure is Karl Marx.	neutral
one person is sitting on a road.	People are sitting on a sidewalk.	contradiction
a group of people sitting on the ground.	People are sitting on a sidewalk.	neutral
People are holding up a partially filled trash bag, smiling. Men drop trash.	Men drop trash.	neutral
A woman is holding up a partially filled trash bag, frowning. Men drop trash.	Men drop trash.	entailment
A person with shirt talking to individual with hair.	Bob was wearing his peach colored tshirt while talking to a long braided hair lady.	neutral
A yellow tshirt wearing Bob talking to a short blonde hair woman.	Bob was wearing his peach colored tshirt while talking to a long braided hair lady.	contradiction
A baseball player is sliding across home plate in order to score a run for his team.	Nobody is sliding.	neutral
Somebody is sliding across home plate in order to score a run for his team.	Nobody is sliding.	entailment
Some bikers ride along the other side of a road past various structures. 	A group of bikers are riding down a road past some buildings.	neutral
A single biker is passing a building composed mostly of shades of grey on the other side of a four lane road.	A group of bikers are riding down a road past some buildings.	contradiction
The woman in the yellow dress smiles with her sister in the crowd as they sit and share jokes with each other.	Two sisters tell each other jokes in public.	entailment
A man in a blue shirt is laughing with a stranger indoors as people sit and stand all around them.	Two sisters tell each other jokes in public.	contradiction
A fluffy, white dog chasing after somebody	A white dog is running after somebody.	entailment
A dirty dog chasing after somebody in dirt	A white dog is running after somebody.	contradiction
A dog is about to catch an object in his jaw.	The dog is expecting the treat.	neutral
A dog is near a treat in his mouth. The dog is not expecting the treat.	The dog is expecting the treat.	contradiction
Two men fishing in the rain.	Two men are fishing in the rain.	neutral
Two men are casting a line into the overcast sea while standing on a beach.	Two men are fishing in the rain.	entailment
A dog climbs down a dark ramp into dog's house.	A ramp leads into a house.	entailment
A dog climbs down a steep ramp into a haunted house	A ramp leads into a house.	contradiction
Three people are looking at a painting in a museum.	Three people are in a museum.	entailment
Three people are staring at a large painting.	Three people are in a museum.	contradiction
A man is at a restaurant not paying for food.	The woman is paying for food.	contradiction
A person is at a shop pays for food.	The woman is paying for food.	neutral
A girl swings a child around by the hands.	The young boy is running from the girl.	neutral
A girl swings a child around by the hands. The child chases the girl.	The young boy is running from the girl.	entailment
The surgeon is performing a hip replacement on a patient.	A surgeon is doing a hip replacement.	entailment
A surgeon is doing a hip replacement	A surgeon is doing a hip replacement.	contradiction
A tall Asian woman waits at the street corner.	A woman waits for a walk signal to cross the street.	entailment
A tall American woman waits for a walk signal to cross the street.	A woman waits for a walk signal to cross the street.	contradiction
Adult lays on chair.	child lays on bench	contradiction
A child lies on a bench.	child lays on bench	neutral
A skier falls down a hill after being hit by a rock.	A skier falls down a hill after begin hit by a rock.	entailment
A skier falls down a steep hill after being hit by a large boulder.	A skier falls down a hill after begin hit by a rock.	contradiction
A bearded man is playing a banjo.	A man playing an instrument.	neutral
A shaven man in a hat is playing a drum.	A man playing an instrument.	contradiction
A woman speaking to two men on a warehouse.	A woman is selling bamboo sticks to help provide for her family.	entailment
A woman selling bamboo sticks or brooms arguing with two men on a wharf.	A woman is selling bamboo sticks to help provide for her family.	contradiction
A young girl holding a doll is holding.	A boy is playing baseball.	neutral
A girl playing baseball.	A boy is playing baseball.	entailment
An Asian bride is carrying a bouquet of red flowers on a roller coaster.	An Asian bride is riding a roller coaster.	entailment
Bride is holding a bouquet.	An Asian bride is riding a roller coaster.	neutral
A snowboarder prepares to go over a snow-covered ramp, with an excited woman waiting to run the course.	A woman with a snowboard waits to run a course.	entailment
A snowboarder prepares to go down a slope, with a woman waiting to run a course.	A woman with a snowboard waits to run a course.	contradiction
