,original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
23,"The back of a woman wearing blue jeans, black boots, and a blue and black shirt.",Someone in sandals walks away.,"Her back wearing blue jeans, black boots, and a blue and black shirt. A person walks away.",contradiction,neutral,"Two women both in sandals, one in a green hat is tying the other woman's dress strap. Two men are getting dressed."
24,Some kids wearing white and red are playing soccer.,Children are wearing their soccer uniform,Some kids wearing these kids are playing soccer.,neutral,entailment,The little boy in jean shorts kicks the soccer ball. A little boy is playing soccer outside.
25,Some kids wearing white and red are playing soccer.,Children are wearing their soccer uniform,Some a kid wearing black is playing soccer.,neutral,contradiction,The little boy in jean shorts kicks the soccer ball. A little boy is playing soccer outside.
26,A young lady is dressed in a blue top with black leotards and is in a dance pose.,The young lady is taking a break from exercising,A young lady is dressed in a blue top with black leotards and is in a dance pose. The young lady is taking a break from dancing.,contradiction,entailment,A woman in a blue dress is leaning on a wall with graffiti painted on it. The woman is in a field.
27,A young lady is dressed in a blue top with black leotards and is in a dance pose.,The young lady is taking a break from exercising,A young lady is wearing a blue shirt and standing.,contradiction,neutral,A woman in a blue dress is leaning on a wall with graffiti painted on it. The woman is in a field.
28,Three people trudge through the snow wearing snowshoes and using walking sticks.,Three crash survivors trying to reach civilization,Three people trudge through deep snow wearing snowshoes and using walking sticks trying to reach civilization.,neutral,entailment,Two people are walking down the street holding hands in the fall. A couple is looking for a house.
29,Three people trudge through the snow wearing snowshoes and using walking sticks.,Three crash survivors trying to reach civilization,Three people trudge through the snow-covered terrain wearing trekking poles and have tried reaching a remote village.,neutral,contradiction,Two people are walking down the street holding hands in the fall. A couple is looking for a house.
30,Recked ambulance being towed by a large tow truck.,The firetruck was towed.,Recked firetruck being towed by a large tow truck.,contradiction,entailment,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
31,Recked ambulance being towed by a large tow truck.,The firetruck was towed.,Recked truck being towed by a large tow truck.,contradiction,neutral,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
32,A man in a blue shirt is building a sand castle at the beach.,A man in a blue shirt is building a sand castle at the beach,,entailment,contradiction,"A man at the beach, building a sand castle. The sand castle down on the beach was made by that man."
33,A man in a blue shirt is building a sand castle at the beach.,A man in a blue shirt is building a sand castle at the beach,A person in clothing is building a structure on the coast.,entailment,neutral,"A man at the beach, building a sand castle. The sand castle down on the beach was made by that man."
34,An older man and woman sitting on a cement bench with frowns on their faces.,The man and woman are arguing about money,,neutral,contradiction,An elderly man sleeping in a outdoor chair while another woman sits next to him. A man and his wife are relaxing outside.
35,An older man and woman sitting on a cement bench with frowns on their faces.,The man and woman are arguing about money,An older man and woman sitting on a cement bench while they argue about money.,neutral,entailment,An elderly man sleeping in a outdoor chair while another woman sits next to him. A man and his wife are relaxing outside.
36,"Two horse racing jockeys, one in checkered blue and red and the other in orange and brown, are racing against a blurry background.",Two rodeo clowns riding old sad-looking ponies,A jockey in blue and red and another jockey in orange and brown are racing.,contradiction,entailment,A horse and rider on a steeplechase course. Three horses are playing in a field together.
37,"Two horse racing jockeys, one in checkered blue and red and the other in orange and brown, are racing against a blurry background.",Two rodeo clowns riding old sad-looking ponies,Two jockeys are racing against a blurry background.,contradiction,neutral,A horse and rider on a steeplechase course. Three horses are playing in a field together.
38,Several man in black tops play the guitar.,People are playing music.,Several people are playing music.,entailment,neutral,A group of people play a game in the road. people playing a game
39,Several man in black tops play the guitar.,People are playing music.,Several people do not wear black tops and do not play the guitar.,entailment,contradiction,A group of people play a game in the road. people playing a game
40,A group of young adults come together to perform song complete with drums and a guitar.,A band is on stage performing.,A band of young adults come together to perform a song complete with a drummer and a guitarist. A band is on stage performing.,neutral,entailment,A group of young people with instruments are on stage. People are performing as a band for a crowd.
41,A group of young adults come together to perform song complete with drums and a guitar.,A band is on stage performing.,A group of young adults come together with instruments to perform with drums and guitar.,neutral,contradiction,A group of young people with instruments are on stage. People are performing as a band for a crowd.
42,A person wearing a white helmet races in a black race car.,A person wearing a black helmet races in their car.,A person wears a black helmet races in their car.,contradiction,entailment,A race car driver with a red suit and colorful helmet drives a car on the street with the number 12 on the front. A race car driver is riding in an 18-wheeler.
43,A person wearing a white helmet races in a black race car.,A person wearing a black helmet races in their car.,A person wearing a colorful helmet races in their dark race car.,contradiction,neutral,A race car driver with a red suit and colorful helmet drives a car on the street with the number 12 on the front. A race car driver is riding in an 18-wheeler.
44,Two brown dog grapple each other in a sandy area.,Two dogs are playing outside.,Two dogs play outside.,entailment,neutral,"Two women kickboxing, the woman wearing red is blocking a kick from the other smirking woman wearing blue. A woman is wearing red."
45,Two brown dog grapple each other in a sandy area.,Two dogs are playing outside.,Two grey dog grapple each other in a grassy area. Two dogs are playing outside.,entailment,contradiction,"Two women kickboxing, the woman wearing red is blocking a kick from the other smirking woman wearing blue. A woman is wearing red."
46,A woman in a red hat sits on a winding purple and bright green bench with a bush in the background.,A woman stands on a trash can.,A woman in a red hat is sitting on a bench.,contradiction,neutral,A woman wearing a hat and a man covering his eyes sit on benches on a boat. A women and a man are dancing on the boat together.
47,A woman in a red hat sits on a winding purple and bright green bench with a bush in the background.,A woman stands on a trash can.,A woman in a red hat stands on a bright green bench.,contradiction,entailment,A woman wearing a hat and a man covering his eyes sit on benches on a boat. A women and a man are dancing on the boat together.
48,A nude woman submerges herself in a natural pool.,A man jumps in the river.,A person submerges themselves in a natural pool. An individual jumps in the river.,contradiction,neutral,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
49,A nude woman submerges herself in a natural pool.,A man jumps in the river.,A woman submerges herself in a natural pool.,contradiction,entailment,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
50,"A person dressed in a blue coat is standing in on a busy sidewalk, studying painting of a street scene.",A person is buying a painting of a street scene,"The painter wearing a blue coat is standing in front of a painting of a street scene, studying it.",neutral,entailment,Two teenagers in green and brown coats pose for a picture while out shopping. The two teenagers are classmates.
51,"A person dressed in a blue coat is standing in on a busy sidewalk, studying painting of a street scene.",A person is buying a painting of a street scene,A person is buying a painting of a street scene while studying.,neutral,contradiction,Two teenagers in green and brown coats pose for a picture while out shopping. The two teenagers are classmates.
52,A man with a visor and blue top has thrown a Frisbee off into the distance.,A man is throwing a frisbee.,A man with sunglasses and a t-shirt is throwing a frisbee in the yard.,entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
53,A man with a visor and blue top has thrown a Frisbee off into the distance.,A man is throwing a frisbee.,A man with a visor is throwing a frisbee.,entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
54,A musician holding a guitar videotapes some action.,A woman is playing the piano.,A woman playing the piano.,contradiction,neutral,A man playing a banjo near a tree at an outdoor event. The man is playing a cello inside.
55,A musician holding a guitar videotapes some action.,A woman is playing the piano.,A woman playing the piano records her performance.,contradiction,entailment,A man playing a banjo near a tree at an outdoor event. The man is playing a cello inside.
56,Children ride a balloon ride in an amusement park.,Kids are on amusement park rides,Children go on a ride in an amusement park.,entailment,neutral,Children standing and climbing near a fountain. Kids standing and climbing.
57,Children ride a balloon ride in an amusement park.,Kids are on amusement park rides,,entailment,contradiction,Children standing and climbing near a fountain. Kids standing and climbing.
58,A young toddler wearing pink sandals is walking on hopscotch numbers.,A young girl wears sandals and walks on hopscotch numbers.,A young girl wears sandals and walks on hopscotch numbers in a park.,neutral,entailment,a girl wearing pink shoes jumps off a swing in a park. The girl is wearing a pink ribbon.
59,A young toddler wearing pink sandals is walking on hopscotch numbers.,A young girl wears sandals and walks on hopscotch numbers.,A young girl wearing walking shoes walks on a trampoline.,neutral,contradiction,a girl wearing pink shoes jumps off a swing in a park. The girl is wearing a pink ribbon.
60,A wolf moves over the snow.,The wolf is old.,A wolf moves over the snow. An aged wolf.,neutral,entailment,A young puppy suckles from his mother. The puppy's eyes are still closed.
61,A wolf moves over the snow.,The wolf is old.,,neutral,contradiction,A young puppy suckles from his mother. The puppy's eyes are still closed.
62,A woman in a pink turtleneck adjusts her camera's settings at dinner.,The camera is broke.,A woman adjusts her camera's settings.,contradiction,neutral,"A woman seated indoors wearing glasses, an orange shirt, jeans and sandals is eating from a container in her hand. A woman wearing a green shirt eats at the table."
63,A woman in a pink turtleneck adjusts her camera's settings at dinner.,The camera is broke.,A woman in a pink turtleneck adjusts her camera's settings at dinner. The camera is fixed.,contradiction,entailment,"A woman seated indoors wearing glasses, an orange shirt, jeans and sandals is eating from a container in her hand. A woman wearing a green shirt eats at the table."
64,A soccer player in green runs down the field.,The player in green is plaing a sport.,A player in green moves down the field.,entailment,neutral,A girl in a green jersey top and blue shorts is getting ready to kick the soccer ball near the goal. a girl gets ready to kick a ball
65,A soccer player in green runs down the field.,The player in green is plaing a sport.,A soccer player in green strolls down the park.,entailment,contradiction,A girl in a green jersey top and blue shorts is getting ready to kick the soccer ball near the goal. a girl gets ready to kick a ball
66,A man holding the Texas flag is nearly blown off his feet on a city street.,The man is laying on his bed.,The man is laying on his bed with the Texas flag.,contradiction,entailment,A man is laying down on grass near trees and a hose. A man is in his bed.
67,A man holding the Texas flag is nearly blown off his feet on a city street.,The man is laying on his bed.,A man holding the Texas flag is on his feet on a city street.,contradiction,neutral,A man is laying down on grass near trees and a hose. A man is in his bed.
68,People on stilts in a parade.,Some people are performing in a parade.,Clowns on stilts are in a circus.,entailment,contradiction,The elaborate Jesus shrine is being carried in a parade. A Jesus shrine is in the parade.
69,People on stilts in a parade.,Some people are performing in a parade.,People on stilts are performing in a parade.,entailment,neutral,The elaborate Jesus shrine is being carried in a parade. A Jesus shrine is in the parade.
70,"A middle-aged couple is dancing, the man is wearing a white dress shirt with the sleeves rolled up and the woman is wearing a black dress.",A well-dressed couple is dancing together.,"A middle-aged couple is strolling, the man is wearing a black dress instead of a white dress shirt and the woman is wearing a white dress instead of a black dress. A well-dressed couple is strolling together.",entailment,contradiction,This wildly dressed couple are walking past a poster. The couple are walking.
71,"A middle-aged couple is dancing, the man is wearing a white dress shirt with the sleeves rolled up and the woman is wearing a black dress.",A well-dressed couple is dancing together.,"A person is dancing, their clothing is rolled up on their limbs.",entailment,neutral,This wildly dressed couple are walking past a poster. The couple are walking.
72,Bearded man playing the bass.,A man with a mustache is playing the piano.,A man playing the bass. A man with a mustache playing the piano.,contradiction,neutral,Man dressed in business casual attire playing the saxophone with the rest of a band. Man dressed in business casual attire playing the oboe with the rest of a band.
73,Bearded man playing the bass.,A man with a mustache is playing the piano.,A clean-shaven man playing the piano.,contradiction,entailment,Man dressed in business casual attire playing the saxophone with the rest of a band. Man dressed in business casual attire playing the oboe with the rest of a band.
74,A person dressed in black shoveling a path to the road from the stairs.,The woman shoveled a path on her sidewalk.,A person wearing dark clothes clears a path along the stairs. The woman clears a path on her sidewalk.,contradiction,neutral,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
75,A person dressed in black shoveling a path to the road from the stairs.,The woman shoveled a path on her sidewalk.,A person wearing black shoveled a path from the path.,contradiction,entailment,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
76,A large earth moving machine creating a track with a man watching it closely with what looks like surveying equipment.,A worker is observing large construction equipment in motion.,A large earth moving machine creating a road with a worker observing small construction equipment in motion.,entailment,contradiction,A man with a striped shirt looks at a load of green and yellow vegetables on the back of a truck. A man looks at a pile of colored vegetables on a car outside.
77,A large earth moving machine creating a track with a man watching it closely with what looks like surveying equipment.,A worker is observing large construction equipment in motion.,Big construction equipment in motion.,entailment,neutral,A man with a striped shirt looks at a load of green and yellow vegetables on the back of a truck. A man looks at a pile of colored vegetables on a car outside.
78,Two men during a football game,Two men are at a football game.,Two men before a match are at the stadium.,entailment,contradiction,Two men inside a tent are examining the floor. men looking at the floor
79,Two men during a football game,Two men are at a football game.,Two men are at a football game.,entailment,neutral,Two men inside a tent are examining the floor. men looking at the floor
80,two men each wearing jackets leaning on a railing near a snowy road,Two men stand outdoors.,two men each wearing jackets stand outdoors.,entailment,neutral,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
81,two men each wearing jackets leaning on a railing near a snowy road,Two men stand outdoors.,Two men stand far on a snowy road and wearing jackets.,entailment,contradiction,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
82,"A choir consisting of children dressed in blue, younger members in red, and older in black, is performing on a 2nd floor overlook.",A children's choir sings.,"A group of young singers, consisting of middle-aged and senior singers, is performing on a 2nd floor overlook.",entailment,neutral,A group of people dressed in Santa Claus suits are looking towards an audience while a DJ runs a sound board and another person throws green balls into the air. A crowd of santas are on stage at a Christmas party.
83,"A choir consisting of children dressed in blue, younger members in red, and older in black, is performing on a 2nd floor overlook.",A children's choir sings.,"A choir consisting of children dressed in blue, younger members in red, and older in black, is performing on a ground floor hidden balcony. Discordant voices sing.",entailment,contradiction,A group of people dressed in Santa Claus suits are looking towards an audience while a DJ runs a sound board and another person throws green balls into the air. A crowd of santas are on stage at a Christmas party.
84,A lady with kind eyes and long brown hair is holding an ax by a tree.,a tree is near an ax,Someone has hair near an axe.,entailment,neutral,A woman is cutting something with scissors. A woman uses a tool.
85,A lady with kind eyes and long brown hair is holding an ax by a tree.,a tree is near an ax,A man with short blonde hair is throwing a spoon far from a rock.,entailment,contradiction,A woman is cutting something with scissors. A woman uses a tool.
86,"Young punk rock guitarist, wearing a red lined jacket with a badge, is in front of foggy blue and purple lighting.",A guitarist stands in front of foggy lighting,A guitarist wearing a red lined jacket with a badge on near misty lighting.,entailment,neutral,A band performing on the corner of the street. The band is performing outdoors.
87,"Young punk rock guitarist, wearing a red lined jacket with a badge, is in front of foggy blue and purple lighting.",A guitarist stands in front of foggy lighting,"A blues guitarist, wearing a black leather jacket, is in front of bright lights.",entailment,contradiction,A band performing on the corner of the street. The band is performing outdoors.
88,"A young man on rollerskates, in white shorts, part of a crowd watching a black man in a red shirt.",A young man is using the roller skates his grandfather gave him.,"A young man on rollerskates, in white shorts, watches a young man using the roller skates his grandfather gave him.",neutral,entailment,"A young man dressed in a black t-shirt, blue jeans and a blue baseball cap performs a skateboarding trick on a granite bench in front of a pharmacy building. Teenagers congregate in front of the old pharmacy to skateboard together."
89,"A young man on rollerskates, in white shorts, part of a crowd watching a black man in a red shirt.",A young man is using the roller skates his grandfather gave him.,"A solitary young man on rollerskates, in white shorts, ignores a black man in a blue shirt.",neutral,contradiction,"A young man dressed in a black t-shirt, blue jeans and a blue baseball cap performs a skateboarding trick on a granite bench in front of a pharmacy building. Teenagers congregate in front of the old pharmacy to skateboard together."
90,Three people are standing at a carnival game.,People are at a carnival.,Three people are at a carnival.,entailment,neutral,A group of people play a game in the road. people playing a game
91,Three people are standing at a carnival game.,People are at a carnival.,Three people are sitting at a carnival ride.,entailment,contradiction,A group of people play a game in the road. people playing a game
92,A person rides a skateboard off of a wooden bench.,a person riding a bike,Someone rides a wooden surface,contradiction,neutral,"Skateboarder jumps off a 5 ft cliff, performing a stunt. A skateboarder is swimming with sharks."
93,A person rides a skateboard off of a wooden bench.,a person riding a bike,A person rides a skateboard onto a bike rack,contradiction,entailment,"Skateboarder jumps off a 5 ft cliff, performing a stunt. A skateboarder is swimming with sharks."
94,A blue delivery truck is parked in front of a white building on a street corner.,A person is sleeping.,A blue delivery truck is parked in front of a white building with a person sleeping.,contradiction,entailment,A woman in a blue dress is leaning on a wall with graffiti painted on it. The woman is in a field.
95,A blue delivery truck is parked in front of a white building on a street corner.,A person is sleeping.,A delivery truck is parked at a corner with a building.,contradiction,neutral,A woman in a blue dress is leaning on a wall with graffiti painted on it. The woman is in a field.
96,A child wearing black and white swim gear kneeling in shallow water over a plastic yellow boat filled with wet sand.,A child is sledding in the snow.,A child wearing swim gear kneeling in shallow water over a plastic yellow boat filled with wet sand.,contradiction,entailment,A young girl plays with a neon-colored Slinky in a crowd of people on a street lined with flags. The Slinky is black.
97,A child wearing black and white swim gear kneeling in shallow water over a plastic yellow boat filled with wet sand.,A child is sledding in the snow.,A child kneeling in shallow water over a plastic yellow boat filled with wet sand. A child is sliding on ice.,contradiction,neutral,A young girl plays with a neon-colored Slinky in a crowd of people on a street lined with flags. The Slinky is black.
98,A person is riding a bucking animal in front of a crowd.,A person is lifting a animal in front of a crowd.,A person lifts an animal in front of a crowd.,contradiction,entailment,A horse and rider on a steeplechase course. Three horses are playing in a field together.
99,A person is riding a bucking animal in front of a crowd.,A person is lifting a animal in front of a crowd.,A person is lifting an animal in front of people.,contradiction,neutral,A horse and rider on a steeplechase course. Three horses are playing in a field together.
100,A man is jumping off the grass while holding onto a giant white balloon.,The man leapt to safety without letting go of his balloon.,The man leapt to safety while holding onto a giant white balloon,neutral,entailment,a girl wearing pink shoes jumps off a swing in a park. The girl is wearing a pink ribbon.
101,A man is jumping off the grass while holding onto a giant white balloon.,The man leapt to safety without letting go of his balloon.,A man falls off the grass while holding onto a giant white balloon. The man leapt to safety without letting go of his balloon.,neutral,contradiction,a girl wearing pink shoes jumps off a swing in a park. The girl is wearing a pink ribbon.
102,A girl in purple doing the long jump at a track event.,The girl competing in the long jump.,A girl in purple is taking off to compete in the distance at a field competition.,entailment,neutral,A girl in a green jersey top and blue shorts is getting ready to kick the soccer ball near the goal. a girl gets ready to kick a ball
103,A girl in purple doing the long jump at a track event.,The girl competing in the long jump.,A girl in purple is falling on the road.,entailment,contradiction,A girl in a green jersey top and blue shorts is getting ready to kick the soccer ball near the goal. a girl gets ready to kick a ball
104,A man walks through a pathway.,A man walks through the pathway,A man runs through the road.,entailment,contradiction,A man walking in front of a black cement wall with a bag on his shoulder. A man is taking a walk.
105,A man walks through a pathway.,A man walks through the pathway,A man moves through a walkway.,entailment,neutral,A man walking in front of a black cement wall with a bag on his shoulder. A man is taking a walk.
106,A guy is practicing his kicks on a punching bag in the gym.,There is no punching bag in the gym.,A guy is practicing his kicks on a bag in the gym.,contradiction,neutral,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
107,A guy is practicing his kicks on a punching bag in the gym.,There is no punching bag in the gym.,A guy is practicing his kicks on a punching bag in the gym.,contradiction,entailment,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
108,"Two men, one with large chaps and one with short pants are standing in a rodeo ring while some men look on from outside the ring.",the men in the ring are dressed as cowboys and are very happy,"Two men, one of whom has large chaps and one of whom has short pants are standing in a rodeo ring while some men look on from outside the ring. the men in the ring are dressed as cowboys and are very happy",neutral,entailment,Two men are standing in front of musical mixing equipment. There are people indoors.
109,"Two men, one with large chaps and one with short pants are standing in a rodeo ring while some men look on from outside the ring.",the men in the ring are dressed as cowboys and are very happy,"Two men, one with one large boots and one with short overalls are standing in a rodeo ring while some men look on from outside the ring. the men in the ring are dressed as cowboys but one looking unhappy",neutral,contradiction,Two men are standing in front of musical mixing equipment. There are people indoors.
110,"A boy stands outside of ""TheFaceShop"" looking at an electronic device, while a man leans against the corner of the store.",A boy is window shopping.,"A boy stands outside of ""TheFaceShop"" and looks at an electronic device.",entailment,neutral,A man and his two sons purchase food. They are shopping.
111,"A boy stands outside of ""TheFaceShop"" looking at an electronic device, while a man leans against the corner of the store.",A boy is window shopping.,"A boy leans against the corner of ""TheFaceShop"" staring at an electronic device.",entailment,contradiction,A man and his two sons purchase food. They are shopping.
112,Two women in a whirlpool with towels on the heads laughing.,Two sad women in a whirlpool with towels on the heads laughing.,One sad woman smiles in a hot tub.,neutral,entailment,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
113,Two women in a whirlpool with towels on the heads laughing.,Two sad women in a whirlpool with towels on the heads laughing.,Two sad men in a dirty pool with towels on the heads crying.,neutral,contradiction,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
114,A middle-aged woman ironing in a messy room., A woman ironing in a messy room.,A young woman ironing in a messy room.,entailment,contradiction,An elderly woman in a crowd pushing a wheelchair. There is an elderly woman in a crowd.
115,A middle-aged woman ironing in a messy room., A woman ironing in a messy room.,A person ironing in a space.,entailment,neutral,An elderly woman in a crowd pushing a wheelchair. There is an elderly woman in a crowd.
116,Female painter is painting on a vase with three people watching her.,A woman is carving a sculpture.,Female painter is painting on a vase ,contradiction,neutral,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
117,Female painter is painting on a vase with three people watching her.,A woman is carving a sculpture.,A woman is carving a sculpture.,contradiction,entailment,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
118,Food is being served outside of a stadium.,Vending near large building.,Food is being sold inside a small theater.,entailment,contradiction,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
119,Food is being served outside of a stadium.,Vending near large building.,Something to eat is being sold outside of a huge structure.,entailment,neutral,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
120,A man holding a newborn baby.,A man is holding his wife.,A man is holding his wife.,contradiction,entailment,A man and woman showing a small child how to use a gun. Parents teaching their child the alphabet with crayons
121,A man holding a newborn baby.,A man is holding his wife.,A man is holding his wife.,contradiction,neutral,A man and woman showing a small child how to use a gun. Parents teaching their child the alphabet with crayons
122,hockey match with two guys fighting,The hockey game is drawing to a close and the frustrations boiled over into a fight.,The hockey game is ending and the frustrations boiled over into a fight.,neutral,contradiction,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
123,hockey match with two guys fighting,The hockey game is drawing to a close and the frustrations boiled over into a fight.,hockey match with two guys fighting draws to a close and the frustrations boiled over into a fight.,neutral,entailment,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
124,Three younger men dancing in front of a semi-circled crowd.,Three young men are singing in front of a crowd.,Men are singing in front of a crowd.,contradiction,neutral,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
125,Three younger men dancing in front of a semi-circled crowd.,Three young men are singing in front of a crowd.,Three young men are singing in front of a crowd.,contradiction,entailment,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
126,The opposing basketball player is making a hook shot over the defender.,The opposing basketball player is attempting to score,The opposing basketball player attempts to score,entailment,neutral,A group of people play a game in the road. people playing a game
127,The opposing basketball player is making a hook shot over the defender.,The opposing basketball player is attempting to score,The opposing basketball player misses a hook shot under the defender.,entailment,contradiction,A group of people play a game in the road. people playing a game
128,Men at opposite ends of the street waiting to cross.,there are some people outside in this picture,Women at opposite ends of the street rushing to cross.,entailment,contradiction,People walk amongst a traffic jam in a crowded city. The traffic is halted and people are walking between the cars.
129,Men at opposite ends of the street waiting to cross.,there are some people outside in this picture,People at opposite ends of the street standing to cross.,entailment,neutral,People walk amongst a traffic jam in a crowded city. The traffic is halted and people are walking between the cars.
130,Two men in safety hats and masks sorting through soiled rags at a factory.,Two sad men in safety hats and masks sorting through soiled rags at a factory.,Two sad men in safety hats and masks and sorting through soiled rags at a factory.,neutral,entailment,Two men are standing in front of musical mixing equipment. There are people indoors.
